gene,gene_symbol,contrast_id,fitted_log_expr_difference,average_expression,t_statistic,p_value,fdr,B,model_id
GRCh38-POU2F1-DT,POU2F1-DT,primary_adjacent_state,0.38310720215799254,0.38369811933775055,2.164347629221091,0.03149878301118149,0.0891465600748113,-3.8880760419579854,ETP_reference_balanced_threshold_2_24
GRCm39-Morrbid,Morrbid,primary_adjacent_state,0.3154498575595369,2.40379444930973,2.1643164512003694,0.03150120475639898,0.0891465600748113,-4.09090195523113,ETP_reference_balanced_threshold_2_24
GRCh38-SEC24D,SEC24D,primary_adjacent_state,0.17915557921995745,6.015769399666804,2.1641772046045067,0.03151202266473205,0.08916844922310735,-4.539193138729076,ETP_reference_balanced_threshold_2_24
GRCh38-LINC01818,LINC01818,primary_adjacent_state,0.4604007507596393,0.30763431234381095,2.1641782616977374,0.03151643742456166,0.0891722170997038,-3.890440845175126,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000288935,ENSG00000288935,primary_adjacent_state,0.34760067052269733,1.7169214303753182,2.164060886684962,0.03152106172945311,0.08917657706536661,-4.006162236044805,ETP_reference_balanced_threshold_2_24
GRCm39-Gpn3,Gpn3,primary_adjacent_state,0.37193823560683964,0.06914731802041725,2.1639226726232517,0.03153180525390732,0.08919824643520222,-3.8736106814531053,ETP_reference_balanced_threshold_2_24
GRCh38-RNFT1-DT,RNFT1-DT,primary_adjacent_state,0.37669237205180306,1.0744371498796628,2.163673807835349,0.03155115774807104,0.08924426253200103,-3.9469436350495695,ETP_reference_balanced_threshold_2_24
GRCh38-OBI1,OBI1,primary_adjacent_state,-0.2435830906530838,3.933999193426073,-2.163368106239465,0.03157494408385737,0.0893026850167929,-4.256643387723248,ETP_reference_balanced_threshold_2_24
GRCm39-Alox5,Alox5,primary_adjacent_state,0.37717355927835106,0.7979998257869604,2.1633290043490603,0.03157798767950837,0.0893026850167929,-3.9249495269730272,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000261783,ENSG00000261783,primary_adjacent_state,0.38739385915042024,0.8715235662206272,2.1632170441930216,0.03158670378570691,0.08930927330243207,-3.918519144622762,ETP_reference_balanced_threshold_2_24
GRCh38-MRS2,MRS2,primary_adjacent_state,-0.22211544068548236,3.942406746221692,-2.1632031618721306,0.03158778467012278,0.08930927330243207,-4.268018695432875,ETP_reference_balanced_threshold_2_24
GRCm39-Glrx,Glrx,primary_adjacent_state,0.33356839725531556,2.736134656349359,2.163180089780817,0.03158958114528318,0.08930927330243207,-4.131771108918457,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000287352,ENSG00000287352,primary_adjacent_state,0.35949941598886137,-0.00902873447322017,2.1630120027043365,0.031602671665991115,0.08933754959669583,-3.866901187773653,ETP_reference_balanced_threshold_2_24
GRCh38-NUDT16L1,NUDT16L1,primary_adjacent_state,-0.19886563437142435,4.285046779987155,-2.1629604158776377,0.03160669015629987,0.08934017715993987,-4.306009677425793,ETP_reference_balanced_threshold_2_24
GRCh38-MRPL58,MRPL58,primary_adjacent_state,-0.15025436836044537,6.087207816243484,-2.1628517615894185,0.03161515550847608,0.0893476501040028,-4.5312364315184155,ETP_reference_balanced_threshold_2_24
GRCh38-RHOBTB1,RHOBTB1,primary_adjacent_state,-0.25618674236347777,4.697863574898293,-2.1628264616420165,0.03161712693082064,0.0893476501040028,-4.36438342677193,ETP_reference_balanced_threshold_2_24
GRCh38-RPH3A,RPH3A,primary_adjacent_state,0.3869361135892966,0.17590259899067465,2.162807536109288,0.03161860171545773,0.0893476501040028,-3.8793092956240267,ETP_reference_balanced_threshold_2_24
GRCm39-Eif1ax,Eif1ax,primary_adjacent_state,0.36811106903852236,0.8157350372724856,2.1627059383679033,0.0316265198018362,0.08935934707398681,-3.9272170754212814,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000249803,ENSG00000249803,primary_adjacent_state,-0.292183947013082,3.3740690869170544,-2.1626751403130537,0.031628920406486516,0.08935934707398681,-4.195390818535644,ETP_reference_balanced_threshold_2_24
GRCm39-Mdh1,Mdh1,primary_adjacent_state,0.3532798545331933,0.6730065127928291,2.1624414738137023,0.03164713904847055,0.08940208591129764,-3.9131008263850866,ETP_reference_balanced_threshold_2_24
GRCh38-ABCF1,ABCF1,primary_adjacent_state,-0.11910401534250865,6.96664737786529,-2.1622563980828695,0.03166157556718872,0.08943413307493232,-4.640515562158391,ETP_reference_balanced_threshold_2_24
GRCh38-MRPS10,MRPS10,primary_adjacent_state,-0.1327460654739947,6.099753875331024,-2.1620649528356792,0.03167651491128322,0.0894656409945749,-4.531959503979209,ETP_reference_balanced_threshold_2_24
GRCh38-TMEM132D,TMEM132D,primary_adjacent_state,0.38033721521430053,0.20564274955230202,2.1620341813021478,0.03167891672171501,0.0894656409945749,-3.885995674277446,ETP_reference_balanced_threshold_2_24
GRCm39-Ptrh2,Ptrh2,primary_adjacent_state,0.34687066533326644,0.03147687548771873,2.161580976568706,0.031714308923384706,0.08955684853369776,-3.873265080597085,ETP_reference_balanced_threshold_2_24
GRCh38-RABGAP1,RABGAP1,primary_adjacent_state,0.1656070386358635,5.594958555424601,2.1614856329341685,0.03172175895597703,0.08956638774344429,-4.493499032776043,ETP_reference_balanced_threshold_2_24
GRCh38-STK31,STK31,primary_adjacent_state,0.36669196461428405,0.20508645770071152,2.16145848361772,0.031723880646008,0.08956638774344429,-3.8901359392436263,ETP_reference_balanced_threshold_2_24
GRCh38-LY6K,LY6K,primary_adjacent_state,-0.1917541486391914,6.150213198679921,-2.1612157980137394,0.03174285170871489,0.08961120128057119,-4.544425964441686,ETP_reference_balanced_threshold_2_24
GRCm39-Map2k1,Map2k1,primary_adjacent_state,0.36776275686435805,1.0013530642182928,2.160946532012989,0.03176391205727594,0.08966190362292942,-3.953948741979161,ETP_reference_balanced_threshold_2_24
GRCm39-Etv6,Etv6,primary_adjacent_state,0.3228145102190019,1.5168101089291512,2.1608591904184045,0.03177074597571854,0.08967244218890714,-4.008503405908437,ETP_reference_balanced_threshold_2_24
GRCh38-DDHD1,DDHD1,primary_adjacent_state,-0.21015459016428553,4.506226783935578,-2.160732683253353,0.031780646598776795,0.08969163358019344,-4.344053427983717,ETP_reference_balanced_threshold_2_24
GRCm39-Wdr20,Wdr20,primary_adjacent_state,0.35938830529370125,0.3505062314141274,2.1606669675404158,0.03178579065094955,0.08969739849807425,-3.8980238243002256,ETP_reference_balanced_threshold_2_24
GRCh38-EP300,EP300,primary_adjacent_state,0.15287456892494258,5.813014336636416,2.1601761509473465,0.03182423321022059,0.08979109859377679,-4.523167845554367,ETP_reference_balanced_threshold_2_24
GRCm39-Sec14l1,Sec14l1,primary_adjacent_state,0.3694445675960267,0.9058615087861068,2.16016376227985,0.03182520405521077,0.08979109859377679,-3.937997300236,ETP_reference_balanced_threshold_2_24
GRCh38-TMF1,TMF1,primary_adjacent_state,0.1583842884003756,5.976523113948345,2.159934585753925,0.031843168215363774,0.08983301903284735,-4.538220688770117,ETP_reference_balanced_threshold_2_24
GRCh38-SPANXD,SPANXD,primary_adjacent_state,-0.44282772340585674,2.6482355136188507,-2.1606772409957715,0.031868589931688916,0.0898900047254008,-4.123098579687452,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000283286,ENSG00000283286,primary_adjacent_state,0.4233494697575884,1.1353929053163943,2.159723379082366,0.03186958400021644,0.0898900047254008,-3.9724229491431817,ETP_reference_balanced_threshold_2_24
GRCh38-CCDC138,CCDC138,primary_adjacent_state,-0.1875204621481428,5.541373178932498,-2.1590881749689568,0.031909590582071906,0.08999406911893551,-4.475979375689184,ETP_reference_balanced_threshold_2_24
GRCh38-FAM222B,FAM222B,primary_adjacent_state,-0.22347267408200389,5.0019392186887375,-2.1589334276194467,0.03192174735229887,0.09001957653307215,-4.40708470880956,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000286356,ENSG00000286356,primary_adjacent_state,0.4022497239181623,0.4178197892184916,2.15876526729964,0.031934962361288545,0.09004359554596443,-3.90456402404963,ETP_reference_balanced_threshold_2_24
GRCm39-Adam10,Adam10,primary_adjacent_state,0.3763158429732254,1.1453626142273066,2.158745814746369,0.03193649135988186,0.09004359554596443,-3.974045872099208,ETP_reference_balanced_threshold_2_24
GRCm39-Rbck1,Rbck1,primary_adjacent_state,0.3717609868522697,0.3320689096837395,2.1585693226566907,0.03195036677851344,0.0900584556790675,-3.9019664624651025,ETP_reference_balanced_threshold_2_24
GRCh38-THOP1,THOP1,primary_adjacent_state,-0.17801029886839237,5.1386021281990875,-2.1585602596740303,0.03195107943062537,0.0900584556790675,-4.42968139668017,ETP_reference_balanced_threshold_2_24
GRCm39-Wwp2,Wwp2,primary_adjacent_state,0.37161929486113315,1.8794588366270017,2.1585599543298595,0.03195110344107986,0.0900584556790675,-4.039506634340174,ETP_reference_balanced_threshold_2_24
GRCh38-BTF3L4,BTF3L4,primary_adjacent_state,-0.12982704518349963,6.057479826243316,-2.158095668438501,0.03198763014684305,0.0901526251322349,-4.5403508897515685,ETP_reference_balanced_threshold_2_24
GRCm39-Slc7a7,Slc7a7,primary_adjacent_state,0.3552988457848734,0.17957782095427463,2.157881221937049,0.03200451343171792,0.09018733272877,-3.8875738142338,ETP_reference_balanced_threshold_2_24
GRCm39-Plxnd1,Plxnd1,primary_adjacent_state,0.3635056074777566,0.3196124442545657,2.157860039141615,0.03200618156172102,0.09018733272877,-3.896561221981196,ETP_reference_balanced_threshold_2_24
GRCh38-IRF6,IRF6,primary_adjacent_state,0.36192279298504637,1.9411070024718793,2.1577276631486626,0.032016607776126374,0.09020792304930608,-4.042869817970094,ETP_reference_balanced_threshold_2_24
GRCh38-HNRNPD-DT,HNRNPD-DT,primary_adjacent_state,0.3693628499557848,2.0101137592476293,2.157564492895028,0.032029463444610884,0.09023475105303617,-4.048017678808207,ETP_reference_balanced_threshold_2_24
GRCh38-ZNF629,ZNF629,primary_adjacent_state,-0.27553146518964855,3.1285213131531187,-2.157527616400212,0.03203236944407449,0.09023475105303617,-4.162065438563917,ETP_reference_balanced_threshold_2_24
GRCh38-CCDC196,CCDC196,primary_adjacent_state,0.3588987254031495,0.09788978420570194,2.157441910521621,0.03203912425218657,0.09024498944504675,-3.885579553743793,ETP_reference_balanced_threshold_2_24
GRCm39-Golga2,Golga2,primary_adjacent_state,0.34147892951300596,0.32722040465313695,2.157340758917857,0.03204709797828696,0.09025865884974345,-3.908368280366969,ETP_reference_balanced_threshold_2_24
GRCm39-Slfn8,Slfn8,primary_adjacent_state,0.3671672927853736,0.775086441521882,2.1572034961293567,0.03205792106791049,0.09028034986622271,-3.9423588536641616,ETP_reference_balanced_threshold_2_24
GRCh38-WEE2-AS1,WEE2-AS1,primary_adjacent_state,0.4443471647291191,1.0848435877379285,2.156905668405731,0.03209733703950758,0.09038255105215055,-3.952238666886497,ETP_reference_balanced_threshold_2_24
GRCm39-Pex14,Pex14,primary_adjacent_state,0.3346720852705398,0.26936290810406227,2.156462088374137,0.03211643517282285,0.09042752512347961,-3.9050815437588033,ETP_reference_balanced_threshold_2_24
GRCm39-Gpr107,Gpr107,primary_adjacent_state,0.37094046883404896,0.5101705294476019,2.1562275735928482,0.032134962950486054,0.09047088469326951,-3.921244858977816,ETP_reference_balanced_threshold_2_24
GRCm39-ENSMUSG00000121342,ENSMUSG00000121342,primary_adjacent_state,0.3787646849835569,0.3330137336642099,2.1560916356524715,0.03214570691263097,0.09049232385897536,-3.8977250133203287,ETP_reference_balanced_threshold_2_24
GRCh38-THUMPD3,THUMPD3,primary_adjacent_state,-0.145624444044122,5.512203734888716,-2.1560056148624387,0.03215250723444379,0.09050265831966746,-4.479273350765903,ETP_reference_balanced_threshold_2_24
GRCh38-UBE2I,UBE2I,primary_adjacent_state,-0.10978754117653128,7.350855507059334,-2.155898838385609,0.03216095011105473,0.09051761377110985,-4.7036207575290865,ETP_reference_balanced_threshold_2_24
GRCh38-PFN1,PFN1,primary_adjacent_state,-0.1028955917166892,10.3224424095579,-2.155727882556023,0.03217447166822289,0.09053425173690996,-5.067733958972054,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000224789,ENSG00000224789,primary_adjacent_state,0.37250629448215644,0.36555675929297865,2.155689658006173,0.03217749566640246,0.09053425173690996,-3.905402326172783,ETP_reference_balanced_threshold_2_24
GRCh38-SLC2A1-DT,SLC2A1-DT,primary_adjacent_state,0.42015952592637545,1.4846760928840665,2.155857560722079,0.03217834248440635,0.09053425173690996,-3.993019040236668,ETP_reference_balanced_threshold_2_24
GRCh38-TESK2,TESK2,primary_adjacent_state,0.4696111665150879,2.717649804605933,2.156781065423475,0.0321793827486147,0.09053425173690996,-4.100036744985436,ETP_reference_balanced_threshold_2_24
GRCh38-TESPA1,TESPA1,primary_adjacent_state,0.3700157730103162,0.31071119970842526,2.1555617676343357,0.03218761503720993,0.09054207960092453,-3.9076278972040543,ETP_reference_balanced_threshold_2_24
GRCm39-Txndc9,Txndc9,primary_adjacent_state,0.345550185618573,0.9812633643496265,2.1555515175629583,0.032188426196553,0.09054207960092453,-3.9581739740932274,ETP_reference_balanced_threshold_2_24
GRCh38-TNKS2-DT,TNKS2-DT,primary_adjacent_state,0.3595875708703586,0.069091273302897,2.15540749639147,0.03219982545707304,0.09056533617324386,-3.8871145994294474,ETP_reference_balanced_threshold_2_24
GRCh38-INPP4B,INPP4B,primary_adjacent_state,0.23156369341184505,5.683927922816734,2.1553493520838773,0.032223595805500695,0.09061680738276547,-4.524609561262235,ETP_reference_balanced_threshold_2_24
GRCh38-SEC14L1,SEC14L1,primary_adjacent_state,-0.17172661857560303,5.470186166220346,-2.1550972665390815,0.03222439194840408,0.09061680738276547,-4.473653020325729,ETP_reference_balanced_threshold_2_24
GRCh38-ZSCAN2-AS1,ZSCAN2-AS1,primary_adjacent_state,0.4054075887670821,0.8553272055271341,2.1549929307410447,0.03223265772743643,0.09062788004285707,-3.9392560860396975,ETP_reference_balanced_threshold_2_24
GRCh38-NAPEPLD,NAPEPLD,primary_adjacent_state,-0.2601444277084146,3.2645317798248774,-2.154933643410434,0.03223735545350509,0.09062788004285707,-4.193166389955733,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000288988,ENSG00000288988,primary_adjacent_state,0.35811699051656937,1.0171582384036344,2.1549289155619658,0.032237730097535215,0.09062788004285707,-3.961288317937908,ETP_reference_balanced_threshold_2_24
GRCh38-CBY2,CBY2,primary_adjacent_state,0.4000781657199636,0.44144487503654717,2.1548808662586985,0.03224153783208111,0.09062977521425308,-3.908364480844162,ETP_reference_balanced_threshold_2_24
GRCh38-APC2,APC2,primary_adjacent_state,0.46508379246904574,1.1767043556919585,2.1551145400618847,0.032257376407546855,0.09066548498144511,-3.956844880266656,ETP_reference_balanced_threshold_2_24
GRCh38-MRPS17,MRPS17,primary_adjacent_state,-0.17303681498140625,5.689381889258216,-2.154618151264351,0.03226236391152564,0.09066951600154251,-4.501369538273538,ETP_reference_balanced_threshold_2_24
GRCh38-TRMT61A-DT,TRMT61A-DT,primary_adjacent_state,0.35663168738854645,0.11014235433499164,2.154583892866271,0.032265080516142575,0.09066951600154251,-3.89139523844198,ETP_reference_balanced_threshold_2_24
GRCh38-LINC01134,LINC01134,primary_adjacent_state,0.43048527852553625,0.6301538958920818,2.15431569946088,0.03228635439698742,0.09071795846897135,-3.9191281606645094,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000261613,ENSG00000261613,primary_adjacent_state,0.3950126622567051,0.6646196315972658,2.154287496634514,0.032288592230122086,0.09071795846897135,-3.9192872573261432,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000286863,ENSG00000286863,primary_adjacent_state,0.40668936286924234,3.069806104232197,2.1551597329334133,0.03230091698395111,0.090740590121484,-4.195562290305128,ETP_reference_balanced_threshold_2_24
GRCm39-Etnk1,Etnk1,primary_adjacent_state,0.3465676136686796,0.7167619825642754,2.154106939714698,0.03230292220077447,0.090740590121484,-3.945304095945045,ETP_reference_balanced_threshold_2_24
GRCm39-Eif4g1,Eif4g1,primary_adjacent_state,0.35149906374004836,1.054971093022573,2.153951059752588,0.03231529808711439,0.09075845565256482,-3.9713951925369697,ETP_reference_balanced_threshold_2_24
GRCh38-HDDC2,HDDC2,primary_adjacent_state,-0.13264006618150906,6.1338802741085505,-2.1539477831716063,0.03231555827087036,0.09075845565256482,-4.5625005488761285,ETP_reference_balanced_threshold_2_24
GRCm39-Gm56878,Gm56878,primary_adjacent_state,0.39925999281269625,0.5452194999842469,2.153591126603748,0.03234389013566953,0.09082920579705157,-3.9227628118560642,ETP_reference_balanced_threshold_2_24
GRCm39-Tbxas1,Tbxas1,primary_adjacent_state,0.3845096585505024,0.09014393068855847,2.1534672016697205,0.032353739422464556,0.09084804384238057,-3.8967686974313605,ETP_reference_balanced_threshold_2_24
GRCh38-RPA3,RPA3,primary_adjacent_state,-0.13088112996630216,7.179354524198282,-2.1533431537275765,0.03236360107637481,0.0908669129531999,-4.683930780413657,ETP_reference_balanced_threshold_2_24
GRCh38-LINGO2,LINGO2,primary_adjacent_state,-0.48878595883760506,4.3525246336037355,-2.154446458317328,0.032385367910000275,0.09091920119326616,-4.3104118220623775,ETP_reference_balanced_threshold_2_24
GRCh38-HLA-F,HLA-F,primary_adjacent_state,0.27166017779749757,5.489262071915295,2.153739299141169,0.03239484331604861,0.0909369754815838,-4.494916115990629,ETP_reference_balanced_threshold_2_24
GRCh38-SLC25A6,SLC25A6,primary_adjacent_state,-0.11926673712704407,9.187636093420089,-2.152818785824981,0.03240531630723414,0.09094986705466497,-4.932385148827128,ETP_reference_balanced_threshold_2_24
GRCm39-Pam16,Pam16,primary_adjacent_state,0.3619904489759953,0.4756536838574008,2.15281365069189,0.03240572505353442,0.09094986705466497,-3.92689549221813,ETP_reference_balanced_threshold_2_24
GRCm39-Ube2g1,Ube2g1,primary_adjacent_state,0.39002876141106263,0.6436378815887684,2.15263838413199,0.032419678586479726,0.09098020027927098,-3.941723684422609,ETP_reference_balanced_threshold_2_24
GRCh38-LINC02098,LINC02098,primary_adjacent_state,0.40036599956347385,0.212730713972666,2.1525285743619254,0.0324284235344979,0.0909959120466429,-3.900566144749158,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000274315,ENSG00000274315,primary_adjacent_state,0.4110790061466985,0.6341330860392959,2.1523871442470424,0.03243968963718076,0.09101537535733868,-3.931056817933079,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000288573,ENSG00000288573,primary_adjacent_state,0.36373703456948325,1.6748961287300912,2.1523624941583286,0.032441653570251174,0.09101537535733868,-4.024705299366115,ETP_reference_balanced_threshold_2_24
GRCh38-TYW1,TYW1,primary_adjacent_state,-0.19201158557419956,5.058555636460475,-2.1522740806304,0.03244869853652285,0.09102631028839125,-4.4267510283888925,ETP_reference_balanced_threshold_2_24
GRCh38-PRPF4,PRPF4,primary_adjacent_state,-0.16247813757912996,5.711546787390665,-2.152027460675194,0.032468356679900987,0.09107262262594282,-4.5069777026219935,ETP_reference_balanced_threshold_2_24
GRCh38-LYG1,LYG1,primary_adjacent_state,0.4002619338033424,0.6200794970258662,2.15182297821617,0.03248466381940025,0.09110952744227056,-3.9315012584907434,ETP_reference_balanced_threshold_2_24
GRCh38-NLGN4X,NLGN4X,primary_adjacent_state,0.508649274151627,0.5391639301057729,2.152435303826601,0.03249006368884996,0.09111583651788216,-3.9363487240350796,ETP_reference_balanced_threshold_2_24
GRCh38-H4C3,H4C3,primary_adjacent_state,-0.31267574790631436,9.06467263736372,-2.1530622591586104,0.032496605202412945,0.09112534571109047,-4.859586713024351,ETP_reference_balanced_threshold_2_24
GRCh38-MAST2,MAST2,primary_adjacent_state,-0.19014748060317194,5.374800270794943,-2.1514128092773115,0.032517395411131474,0.09117480466124522,-4.480693914053554,ETP_reference_balanced_threshold_2_24
GRCh38-FRYL,FRYL,primary_adjacent_state,-0.15827832229250824,6.129669743711908,-2.1510417517013223,0.03254703040317643,0.09124905131065031,-4.564690435925682,ETP_reference_balanced_threshold_2_24
GRCh38-LANCL2,LANCL2,primary_adjacent_state,-0.18108401751610415,4.446189640410613,-2.1509379732729728,0.03255532296773883,0.09124967946496093,-4.354973070372205,ETP_reference_balanced_threshold_2_24
GRCm39-Chd7,Chd7,primary_adjacent_state,0.31742681411114987,2.5735660752968172,2.1509320727087964,0.032555794515538423,0.09124967946496093,-4.130168122269859,ETP_reference_balanced_threshold_2_24
GRCh38-EMBP1,EMBP1,primary_adjacent_state,0.3941743449029633,0.6014494682601065,2.150884676432598,0.03255958243645348,0.09124967946496093,-3.925213109480952,ETP_reference_balanced_threshold_2_24
GRCm39-Phc3,Phc3,primary_adjacent_state,0.360006427390451,0.2421114843436488,2.1508810008189663,0.03255987620818895,0.09124967946496093,-3.917531122170496,ETP_reference_balanced_threshold_2_24
GRCh38-LRATD2,LRATD2,primary_adjacent_state,0.40197165369196597,0.3288827015440751,2.150841548151686,0.03256302958847458,0.09124967946496093,-3.9110251956586564,ETP_reference_balanced_threshold_2_24
GRCh38-ATXN2-AS,ATXN2-AS,primary_adjacent_state,0.37511732848322704,0.13908056259428228,2.1506638939691674,0.0325772324286848,0.09128063517752584,-3.898906196432503,ETP_reference_balanced_threshold_2_24
GRCm39-Eif4g3,Eif4g3,primary_adjacent_state,0.35496469757533794,1.0087809130623655,2.150493252292459,0.032590879672295375,0.09131002827493237,-3.980134608886852,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000267633,ENSG00000267633,primary_adjacent_state,0.365252974340791,0.22583997152926463,2.150097788252861,0.03262252626700017,0.09137799693437021,-3.9052653062934897,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000289357,ENSG00000289357,primary_adjacent_state,0.3730084959101944,1.1683968725610034,2.150085391808415,0.032623518707595216,0.09137799693437021,-3.938928318012272,ETP_reference_balanced_threshold_2_24
GRCh38-ERVK13-1,ERVK13-1,primary_adjacent_state,0.25894539128045985,3.322031293597438,2.1500716634260444,0.03262461781150359,0.09137799693437021,-4.237903077844248,ETP_reference_balanced_threshold_2_24
GRCh38-CXCR2,CXCR2,primary_adjacent_state,0.3696198600263537,0.23530597089277952,2.1500217203439416,0.03262861655898823,0.09138034745028155,-3.9057369185679733,ETP_reference_balanced_threshold_2_24
GRCm39-Gtf3c2,Gtf3c2,primary_adjacent_state,0.37526126667046467,0.24197178698716346,2.149882608493862,0.03263975692930246,0.09140269654427631,-3.9149513063579366,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000278903,ENSG00000278903,primary_adjacent_state,-0.3469172721355169,2.1871709833846373,-2.149777970278702,0.03264813873921761,0.09141731712805225,-4.079487911977647,ETP_reference_balanced_threshold_2_24
GRCh38-LRRC20,LRRC20,primary_adjacent_state,-0.35845827258560586,1.9805753833579753,-2.149669413904052,0.032656836365775446,0.09143281910657865,-4.060562410666607,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000260273,ENSG00000260273,primary_adjacent_state,0.3978454400123819,0.6183797814775706,2.149581124782071,0.032663911636294736,0.09144377624091728,-3.9343393318355577,ETP_reference_balanced_threshold_2_24
GRCh38-RASSF7,RASSF7,primary_adjacent_state,-0.22531125267617774,4.127288296616755,-2.1494636053773872,0.03267333139925512,0.09145582618755232,-4.324694694767842,ETP_reference_balanced_threshold_2_24
GRCm39-Sos2,Sos2,primary_adjacent_state,0.3874966662788407,0.6526329613566534,2.1494485265510423,0.03267454021146456,0.09145582618755232,-3.948511081842287,ETP_reference_balanced_threshold_2_24
GRCh38-TDRD3,TDRD3,primary_adjacent_state,-0.19895828395097023,4.603686068505292,-2.1492576090504185,0.032689848676947804,0.09148982034397951,-4.381708218493177,ETP_reference_balanced_threshold_2_24
GRCh38-TONSL,TONSL,primary_adjacent_state,-0.2629213075542536,3.3420433366520523,-2.149043234536291,0.03270704538108664,0.09152909206693641,-4.223201878983632,ETP_reference_balanced_threshold_2_24
GRCh38-SLC16A1,SLC16A1,primary_adjacent_state,0.1482623409476229,7.016209625182848,2.1486681555827385,0.03273715224145657,0.09160448114622745,-4.6984973418691105,ETP_reference_balanced_threshold_2_24
GRCh38-PAPLN,PAPLN,primary_adjacent_state,0.38803458685437564,0.5554564950012413,2.148614315560741,0.03274147583586652,0.09160771637079729,-3.935616108276947,ETP_reference_balanced_threshold_2_24
GRCh38-THAP12,THAP12,primary_adjacent_state,-0.15246313252520768,5.789620817320068,-2.1484573386130967,0.03275408459641227,0.09163412987980611,-4.532573733892951,ETP_reference_balanced_threshold_2_24
GRCm39-Tmem11,Tmem11,primary_adjacent_state,0.364697969155901,0.35671857192531,2.1484066084239766,0.03275816026030652,0.09163638813246186,-3.9226604023607274,ETP_reference_balanced_threshold_2_24
GRCh38-LINC01801,LINC01801,primary_adjacent_state,0.3529525186758499,0.34314667756052136,2.1483445376061243,0.03276314762512435,0.09163638813246186,-3.9207655921951465,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000287249,ENSG00000287249,primary_adjacent_state,0.42514540361361614,1.2317024954148081,2.1484312238951158,0.032765628022588394,0.09163638813246186,-3.987079430326774,ETP_reference_balanced_threshold_2_24
GRCm39-Map1s,Map1s,primary_adjacent_state,0.36071335059717125,0.013806660839366802,2.148289562673747,0.032767565385032865,0.09163638813246186,-3.8997964957151217,ETP_reference_balanced_threshold_2_24
GRCh38-C14orf178,C14orf178,primary_adjacent_state,0.38767561584189003,0.38750951168339526,2.14819078133561,0.03277550469758315,0.09164972898225851,-3.921495898014798,ETP_reference_balanced_threshold_2_24
GRCm39-Rad50,Rad50,primary_adjacent_state,0.3520054646743219,0.14953113847614824,2.14804110940944,0.03278753737850448,0.09166103592795118,-3.910161049575045,ETP_reference_balanced_threshold_2_24
GRCm39-Atad1,Atad1,primary_adjacent_state,0.357970501954883,0.2967562163736051,2.148010673362855,0.032789984710959896,0.09166103592795118,-3.9136725233625023,ETP_reference_balanced_threshold_2_24
GRCm39-Tlr7,Tlr7,primary_adjacent_state,0.35782859696305996,0.3267131098719863,2.1479922944981,0.0327914626135805,0.09166103592795118,-3.9257483778566935,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000286067,ENSG00000286067,primary_adjacent_state,0.36280055458086197,0.06000095843139265,2.147982810773942,0.03279222525228237,0.09166103592795118,-3.898584112078451,ETP_reference_balanced_threshold_2_24
GRCh38-CLEC11A,CLEC11A,primary_adjacent_state,-0.24625881196112295,3.9240705422110658,-2.1478260627419545,0.032804832443200725,0.09168429659327045,-4.2929591323058895,ETP_reference_balanced_threshold_2_24
GRCh38-LINC00683,LINC00683,primary_adjacent_state,0.3767127179832205,2.0175169925758145,2.1478488904543274,0.03280765560733717,0.09168429659327045,-4.073621169051436,ETP_reference_balanced_threshold_2_24
GRCh38-TXNRD1,TXNRD1,primary_adjacent_state,-0.1994575901799041,7.626883170869658,-2.1484003790462776,0.03281005704101892,0.09168429659327045,-4.759698490402128,ETP_reference_balanced_threshold_2_24
GRCh38-STX5-DT,STX5-DT,primary_adjacent_state,0.4277512856902233,2.030475395687867,2.1479944111954623,0.0328366138141188,0.09174006397777404,-4.057990525879618,ETP_reference_balanced_threshold_2_24
GRCh38-SPATA32,SPATA32,primary_adjacent_state,0.3861269250604577,0.5253069651216382,2.1474089100109737,0.03283840425231817,0.09174006397777404,-3.9247754495618183,ETP_reference_balanced_threshold_2_24
GRCh38-ENSG00000285894,ENSG00000285894,primary_adjacent_state,0.4359834387275536,0.6077764438596794,2.147394930041529,0.032839529851389763,0.09174006397777404,-3.942777174959261,ETP_reference_balanced_threshold_2_24
GRCh38-EVL,EVL,primary_adjacent_state,-0.2558837168080543,5.171716054179977,-2.1475328037772807,0.03285078360682703,0.09176263892955876,-4.451981639848121,ETP_reference_balanced_threshold_2_24
