cancer_type	direction	drug	correlation_value	category_label	primary_anticancer_class
ALL	low_ploidy_sensitive	GW441756	0.0253868962352837	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	BMS-754807	0.0272469719179062	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	FORETINIB	0.0318976254267409	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	DABRAFENIB	0.0325690145356884	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	POMHEX	0.0363424962525559	Metabolic/redox agents	Metabolic/redox agents
ALL	low_ploidy_sensitive	AZD1332	0.0388922865035044	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	AZD5363	0.0390514169665074	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	SABUTOCLAX	0.0413122174830038	Proapoptotic agents	Proapoptotic agents
ALL	low_ploidy_sensitive	NU7441	0.0418162952746726	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	low_ploidy_sensitive	AZD1208	0.0429564367973303	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	ERK_2440	0.0433128933994442	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	AZD2014	0.0434502263365399	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	OBATOCLAX MESYLATE	0.0518986730618337	Proapoptotic agents	Proapoptotic agents
ALL	low_ploidy_sensitive	CRIZOTINIB	0.0530209032897661	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	PICOLINICI-ACID	0.0552059691540793	Metabolic/redox agents	Metabolic/redox agents
ALL	low_ploidy_sensitive	ABT737	0.056101380298218	Proapoptotic agents	Proapoptotic agents
ALL	low_ploidy_sensitive	AZD7762	0.0570904579995953	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	low_ploidy_sensitive	LJI308	0.0571414449055996	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	EPZ5676	0.0581385499920759	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	CISPLATIN	0.0587100888477417	Chemotherapy agents	Alkylating agents
ALL	low_ploidy_sensitive	ERK_6604	0.0604256885831122	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	BPD-00008900	0.0617624506838251	Other	Other
ALL	low_ploidy_sensitive	BDF00022089A	0.0644793089594606	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	BUPARLISIB	0.0660089447461442	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	DORAMAPIMOD	0.070256216502184	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	WIKI4	0.0761666845116742	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	low_ploidy_sensitive	UNC0638	0.0792498075165006	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	LCL161	0.0816065279883326	Proapoptotic agents	Proapoptotic agents
ALL	low_ploidy_sensitive	EPIRUBICIN	0.0834242988259856	Chemotherapy agents	Topoisomerase inhibitors
ALL	low_ploidy_sensitive	BMS-345541	0.091074388316931	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	TAF1_5496	0.0961107499338235	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	LENALIDOMIDE	0.0964741657275037	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
ALL	low_ploidy_sensitive	ASCORBATE (VITAMIN C)	0.0971475923685414	Metabolic/redox agents	Metabolic/redox agents
ALL	low_ploidy_sensitive	SGC-CBP30	0.0973659712769225	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	P22077	0.110281032709392	p53/MDM2 pathway	p53/MDM2 pathway
ALL	low_ploidy_sensitive	ELEPHANTIN	0.110928643710768	Other	Other
ALL	low_ploidy_sensitive	JAK1_8709	0.11372123946329	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	FULVESTRANT	0.119878801555525	Hormone therapy	Hormone therapy
ALL	low_ploidy_sensitive	DIHYDROROTENONE	0.119931746625203	Metabolic/redox agents	Metabolic/redox agents
ALL	low_ploidy_sensitive	123138	0.121997564246635	Other	Other
ALL	low_ploidy_sensitive	123829	0.125845935107158	Other	Other
ALL	low_ploidy_sensitive	IRAK4_4710	0.127468210081933	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	GNE-317	0.131538241068598	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	NUTLIN-3A (-)	0.135868547044268	p53/MDM2 pathway	p53/MDM2 pathway
ALL	low_ploidy_sensitive	UMI-77	0.13629200116743	Proapoptotic agents	Proapoptotic agents
ALL	low_ploidy_sensitive	GLUTATHIONE	0.13935468385036	Metabolic/redox agents	Metabolic/redox agents
ALL	low_ploidy_sensitive	CYTARABINE	0.140067321509906	Chemotherapy agents	Antimetabolites
ALL	low_ploidy_sensitive	AZD8055	0.142603873065336	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	AZD5582	0.143717672097358	Proapoptotic agents	Proapoptotic agents
ALL	low_ploidy_sensitive	AZD3759	0.144506401102625	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	TANESPIMYCIN	0.152431302650343	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	SORAFENIB	0.153739434163778	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	I-BRD9	0.157556974028667	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	ENTINOSTAT	0.159242534844013	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	OLAPARIB	0.164352545740488	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	low_ploidy_sensitive	GSK2110183B	0.165998733782932	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	RIBOCICLIB	0.168079192620529	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	OF-1	0.169963113368623	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	IRINOTECAN	0.175060793567565	Chemotherapy agents	Topoisomerase inhibitors
ALL	low_ploidy_sensitive	SN-38	0.176107995685906	Chemotherapy agents	Topoisomerase inhibitors
ALL	low_ploidy_sensitive	A-366	0.176340752808131	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	VE821	0.177199780834475	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	low_ploidy_sensitive	NELARABINE	0.192550043397559	Chemotherapy agents	Antimetabolites
ALL	low_ploidy_sensitive	IAP_5620	0.196262060094125	Proapoptotic agents	Proapoptotic agents
ALL	low_ploidy_sensitive	CCT007093	0.201536929799534	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	low_ploidy_sensitive	GSK2830371	0.20254734518899	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	low_ploidy_sensitive	MYCOPHENOLIC ACID	0.207536869850019	Chemotherapy agents	Antimetabolites
ALL	low_ploidy_sensitive	METHOTREXATE	0.209720254491557	Chemotherapy agents	Antimetabolites
ALL	low_ploidy_sensitive	VSP34_8731	0.210450744208773	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
ALL	low_ploidy_sensitive	PACLITAXEL	0.212887423719568	Chemotherapy agents	Antimitotic agents
ALL	low_ploidy_sensitive	KRAS (G12C) INHIBITOR-12	0.219979438226616	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	AXITINIB	0.223515390551229	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	CPI-637	0.223629394803651	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	VINBLASTINE	0.241419704006402	Chemotherapy agents	Antimitotic agents
ALL	low_ploidy_sensitive	JQ1	0.241420189709847	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	PLX-4720	0.24316534973565	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	TALAZOPARIB	0.24468692544783	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	low_ploidy_sensitive	NIRAPARIB	0.245835796433189	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	low_ploidy_sensitive	AZ960	0.25091891248847	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	GSK3337463A	0.253701767967191	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	GEMCITABINE	0.256635750477365	Chemotherapy agents	Antimetabolites
ALL	low_ploidy_sensitive	SAVOLITINIB	0.262468569257167	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	EPZ004777	0.266887238625172	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	RAPAMYCIN	0.271089546855179	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	LMB_AB2	0.273607553569749	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
ALL	low_ploidy_sensitive	CAMPTOTHECIN	0.278637267883291	Chemotherapy agents	Topoisomerase inhibitors
ALL	low_ploidy_sensitive	AGI-5198	0.279334524099692	Metabolic/redox agents	Metabolic/redox agents
ALL	low_ploidy_sensitive	AZD5153	0.285858818911425	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	LESTAURTINIB	0.286753134106451	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	GSK2606414	0.288559109070416	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	PBD-288	0.294051306406631	Chemotherapy agents	Alkylating agents
ALL	low_ploidy_sensitive	ALISERTIB	0.296336334576477	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	IBRUTINIB	0.298833902433043	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	WNT-C59	0.309915402501709	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	low_ploidy_sensitive	VTP-A	0.312293601501279	Other	Other
ALL	low_ploidy_sensitive	5-FLUOROURACIL	0.313887762886425	Chemotherapy agents	Antimetabolites
ALL	low_ploidy_sensitive	NILOTINIB	0.31507441297114	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	776928	0.316889142195352	Other	Other
ALL	low_ploidy_sensitive	CDK9_5038	0.318073617649864	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	BOSUTINIB	0.318980155609842	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	PEVONEDISTAT	0.321377253865442	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
ALL	low_ploidy_sensitive	SB216763	0.322549383578493	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	low_ploidy_sensitive	ERLOTINIB	0.327407262573649	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	DASATINIB	0.327828688016355	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	667880	0.331588866742152	Other	Other
ALL	low_ploidy_sensitive	GSK2830371A	0.34264234626524	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	low_ploidy_sensitive	SCHWEINFURTHIN A	0.343981335105784	Other	Other
ALL	low_ploidy_sensitive	AZD4547	0.34561944996377	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	AZ6102	0.354013852306733	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	low_ploidy_sensitive	PAK_5339	0.355849479870176	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	741909	0.377128099324868	Other	Other
ALL	low_ploidy_sensitive	VENETOCLAX	0.384275614206271	Proapoptotic agents	Proapoptotic agents
ALL	low_ploidy_sensitive	DOCETAXEL	0.388416954515016	Chemotherapy agents	Antimitotic agents
ALL	low_ploidy_sensitive	OXALIPLATIN	0.392161714154213	Chemotherapy agents	Alkylating agents
ALL	low_ploidy_sensitive	N-ACETYL CYSTEINE	0.394141143789342	Metabolic/redox agents	Metabolic/redox agents
ALL	low_ploidy_sensitive	LMB_AB1	0.399626440224181	Other	Other
ALL	low_ploidy_sensitive	SEPANTRONIUM BROMIDE	0.401248991734202	Proapoptotic agents	Proapoptotic agents
ALL	low_ploidy_sensitive	VINORELBINE	0.403506973701347	Chemotherapy agents	Antimitotic agents
ALL	low_ploidy_sensitive	LMB_AB3	0.406040481728104	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
ALL	low_ploidy_sensitive	MN-64	0.408949194468069	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	low_ploidy_sensitive	GSK2276186C	0.417091379641258	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	743380	0.42844310838208	Other	Other
ALL	low_ploidy_sensitive	DINACICLIB	0.430916320144764	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	720427	0.432030490494903	Other	Other
ALL	low_ploidy_sensitive	DACTINOMYCIN	0.433416173408861	Chemotherapy agents	Tumor antibiotics
ALL	low_ploidy_sensitive	ACETALAX	0.435826588220809	Other	Other
ALL	low_ploidy_sensitive	LMP744	0.441751890281796	Chemotherapy agents	Topoisomerase inhibitors
ALL	low_ploidy_sensitive	PODOPHYLLOTOXIN BROMIDE	0.441961653738238	Chemotherapy agents	Antimitotic agents
ALL	low_ploidy_sensitive	LY2109761	0.443601900061387	Other	Other
ALL	low_ploidy_sensitive	CYCLOPHOSPHAMIDE	0.443638016302564	Chemotherapy agents	Alkylating agents
ALL	low_ploidy_sensitive	JAK_8517	0.44838299659702	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	ZOLEDRONATE	0.459798416431883	Other	Other
ALL	low_ploidy_sensitive	5-AZACYTIDINE	0.460579698740585	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	GALLIBISCOQUINAZOLE	0.462420040264899	Other	Other
ALL	low_ploidy_sensitive	CDK9_5576	0.464806554448935	Epigenetic inhibitors	Epigenetic inhibitors
ALL	low_ploidy_sensitive	BIBR-1532	0.468982932392817	Other	Other
ALL	low_ploidy_sensitive	IGF1R_3801	0.500030676863415	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	YK-4-279	0.502198339012267	Other	Other
ALL	low_ploidy_sensitive	AZD5438	0.506594157955827	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	TENIPOSIDE	0.512725225769325	Chemotherapy agents	Topoisomerase inhibitors
ALL	low_ploidy_sensitive	AZD5991	0.543954430219485	Proapoptotic agents	Proapoptotic agents
ALL	low_ploidy_sensitive	729189	0.544551774346203	Other	Other
ALL	low_ploidy_sensitive	615590	0.546597327539095	Other	Other
ALL	low_ploidy_sensitive	DACARBAZINE	0.555308208086913	Chemotherapy agents	Alkylating agents
ALL	low_ploidy_sensitive	TOPOTECAN	0.564321911400179	Chemotherapy agents	Topoisomerase inhibitors
ALL	low_ploidy_sensitive	GSK626616AC	0.581264709132091	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	low_ploidy_sensitive	L-OXONORELEAGNINE	0.59218788068617	Other	Other
ALL	low_ploidy_sensitive	EG5_9814	0.6314541583378	Chemotherapy agents	Antimitotic agents
ALL	low_ploidy_sensitive	MITOXANTRONE	0.642451402526317	Chemotherapy agents	Topoisomerase inhibitors
ALL	low_ploidy_sensitive	GSK2256098C	0.653321982489071	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	low_ploidy_sensitive	FLUDARABINE	0.676620531113029	Chemotherapy agents	Antimetabolites
ALL	low_ploidy_sensitive	BEN	0.738553685264129	Other	Other
ALL	low_ploidy_sensitive	50869	0.791088441058002	Other	Other
ALL	high_ploidy_sensitive	CEDIRANIB	0.511771595496637	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	WEHI-539	0.484610896572293	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	ULIXERTINIB	0.462321857708863	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	GSK-LSD1	0.454124366882562	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	GSK1904529A	0.434056282692256	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	SCH772984	0.4166120301509	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	MIRA-1	0.414249436544936	p53/MDM2 pathway	p53/MDM2 pathway
ALL	high_ploidy_sensitive	AVAGACESTAT	0.411098377524227	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	LUMINESPIB	0.409133099261746	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
ALL	high_ploidy_sensitive	MG-132	0.390126731082073	Chaperone/protein-homeostasis inhibitors	Proteasome inhibitors
ALL	high_ploidy_sensitive	PICTILISIB	0.368820777328375	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	N30652-18-1	0.363029545806898	Other	Other
ALL	high_ploidy_sensitive	BLEOMYCIN (50 UM)	0.353181704901971	Chemotherapy agents	Tumor antibiotics
ALL	high_ploidy_sensitive	ICL-SIRT078	0.349572899885233	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	ALPHA-LIPOIC ACID	0.345637009674064	Metabolic/redox agents	Metabolic/redox agents
ALL	high_ploidy_sensitive	RUXOLITINIB	0.337879488824749	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	THR-102	0.306269327957334	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	GSK591	0.299758049357356	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	THR-101	0.299203082771133	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	ENTOSPLETINIB	0.289631185644143	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	KU-55933	0.288235481766579	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	N27922-53-1	0.272946946068423	Other	Other
ALL	high_ploidy_sensitive	LAPATINIB	0.267006333064815	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	SGC0946	0.266676598064408	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	PALBOCICLIB	0.261092736601803	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	630600	0.258167828810556	Other	Other
ALL	high_ploidy_sensitive	N29087-69-1	0.255020896870375	Other	Other
ALL	high_ploidy_sensitive	VTP-B	0.250267923413359	Other	Other
ALL	high_ploidy_sensitive	THR-103	0.248813251473758	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	SELUMETINIB	0.245313997311655	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	PRT062607	0.231991469059285	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	OSI-027	0.226271987546935	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	TASELISIB	0.225893549645985	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	WEE1 INHIBITOR	0.221178342360491	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	PYRIDOSTATIN	0.219246663107182	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	UNC0379	0.215665622395005	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	REFAMETINIB	0.213911266051989	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	BORTEZOMIB	0.197768860275932	Chaperone/protein-homeostasis inhibitors	Proteasome inhibitors
ALL	high_ploidy_sensitive	OSIMERTINIB	0.196191854095661	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	VX-11E	0.195283427955397	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	MK-1775	0.192797491210598	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	AFATINIB	0.191215929071074	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	GSK343	0.190114341627937	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	PD173074	0.186961181468247	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	SINULARIN	0.181123825089531	Metabolic/redox agents	Metabolic/redox agents
ALL	high_ploidy_sensitive	BI-2536	0.174433221609318	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	ALPELISIB	0.165664011179803	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	PRIMA-1MET	0.164580187374323	p53/MDM2 pathway	p53/MDM2 pathway
ALL	high_ploidy_sensitive	LGK974	0.162543142776463	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	high_ploidy_sensitive	AGK2	0.161559059964119	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	BDILV000379A	0.149178445349244	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	GEFITINIB	0.147680313765356	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	RVX-208	0.147269098624139	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	GSK-LSD1-2HCL	0.145771212899312	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	BROMOSPORINE	0.136435175071815	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	RO-3306	0.129043217028414	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	XAV939	0.125832967912656	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	high_ploidy_sensitive	UPROSERTIB	0.124746884079557	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	VORINOSTAT	0.1233189369807	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	765771	0.121772126995457	Other	Other
ALL	high_ploidy_sensitive	SB590885	0.121169579074663	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	TELOMERASE INHIBITOR IX	0.114647523987764	Other	Other
ALL	high_ploidy_sensitive	EHT-1864	0.114461580526166	Other	Other
ALL	high_ploidy_sensitive	PD0325901	0.110837222516775	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	I-BET-762	0.108717907196876	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	LINSITINIB	0.107858015401901	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	TRAMETINIB	0.105927834599392	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	ULK1_4989	0.0979203327616003	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	MIM1	0.089972279861387	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	AGI-6780	0.0896614422186281	Metabolic/redox agents	Metabolic/redox agents
ALL	high_ploidy_sensitive	JNK INHIBITOR VIII	0.0891162975635771	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	OTX015	0.0820604126508463	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	AFURESERTIB	0.0757877708545655	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	ML323	0.0720525925199267	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
ALL	high_ploidy_sensitive	NVP-ADW742	0.0692687628248956	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	GSK2578215A	0.06823435167454	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	CZC24832	0.0640168737075783	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	VISMODEGIB	0.0614802723534253	WNT/HH pathway inhibitors	Hedgehog pathway inhibitors
ALL	high_ploidy_sensitive	MK-2206	0.0565480092304786	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	CT7033-2	0.0537253589848995	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	LEFLUNOMIDE	0.0481760611494535	Chemotherapy agents	Antimetabolites
ALL	high_ploidy_sensitive	NAVITOCLAX	0.0450066839712471	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	GDC0810	0.0349193955886885	Hormone therapy	Hormone therapy
ALL	high_ploidy_sensitive	TEMOZOLOMIDE	0.0347190298440169	Chemotherapy agents	Alkylating agents
ALL	high_ploidy_sensitive	HKMTI-1-005	0.0344356253254051	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	150412	0.0341910750540044	Other	Other
ALL	high_ploidy_sensitive	IPATASERTIB	0.033336499149006	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	PCI-34051	0.0311124712119557	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	ZM447439	0.0304421754003437	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	SAPITINIB	0.0297985437817608	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	STAUROSPORINE	0.0291783407239684	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	AZD8186	0.0281907085164462	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	WZ4003	0.0279954424522869	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	IWP-2	0.027873887803184	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	high_ploidy_sensitive	AZD6738	0.0271074608921585	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	TAMOXIFEN	0.0212866323905257	Hormone therapy	Hormone therapy
ALL	high_ploidy_sensitive	BDP-00009066	0.019232731692473	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	N25720-51-A1	0.0183233413959021	Other	Other
ALL	high_ploidy_sensitive	GSK2801	0.0179586351463072	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	TEMSIROLIMUS	0.0164262761154726	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	DACTOLISIB	0.0155442116156029	Kinase inhibitors	Serine/threonine kinase inhibitors
