cancer_type	direction	drug	correlation_value	category_label	primary_anticancer_class
ALL	high_ploidy_sensitive	BMS-536924	0.0127992913295164	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	VE-822	0.0106609429982991	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	MIRIN	0.00750002593023363	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	MK-8776	0.00721601004321963	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	RUCAPARIB	0.00719562156364827	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	BDOCA000347A	0.00119114496115084	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	MOTESANIB	0.000355358650473386	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	AMG-319	-0.002824193304651	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	PFI3	-0.00980319345011336	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	BLEOMYCIN	-0.0133138483632184	Chemotherapy agents	Tumor antibiotics
ALL	high_ploidy_sensitive	SERDEMETAN	-0.0142881860991814	p53/MDM2 pathway	p53/MDM2 pathway
ALL	high_ploidy_sensitive	AT13148	-0.0146423525834682	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	VELIPARIB	-0.0157141677037412	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	ROMIDEPSIN	-0.0168403419493612	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	PFI-1	-0.0188885678161284	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	GW441756	-0.0253868962352837	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	BMS-754807	-0.0272469719179062	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	FORETINIB	-0.0318976254267409	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	DABRAFENIB	-0.0325690145356884	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	POMHEX	-0.0363424962525559	Metabolic/redox agents	Metabolic/redox agents
ALL	high_ploidy_sensitive	AZD1332	-0.0388922865035044	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	AZD5363	-0.0390514169665074	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	SABUTOCLAX	-0.0413122174830038	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	NU7441	-0.0418162952746726	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	AZD1208	-0.0429564367973303	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	ERK_2440	-0.0433128933994442	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	AZD2014	-0.0434502263365399	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	OBATOCLAX MESYLATE	-0.0518986730618337	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	CRIZOTINIB	-0.0530209032897661	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	PICOLINICI-ACID	-0.0552059691540793	Metabolic/redox agents	Metabolic/redox agents
ALL	high_ploidy_sensitive	ABT737	-0.056101380298218	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	AZD7762	-0.0570904579995953	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	LJI308	-0.0571414449055996	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	EPZ5676	-0.0581385499920759	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	CISPLATIN	-0.0587100888477417	Chemotherapy agents	Alkylating agents
ALL	high_ploidy_sensitive	ERK_6604	-0.0604256885831122	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	BPD-00008900	-0.0617624506838251	Other	Other
ALL	high_ploidy_sensitive	BDF00022089A	-0.0644793089594606	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	BUPARLISIB	-0.0660089447461442	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	DORAMAPIMOD	-0.070256216502184	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	WIKI4	-0.0761666845116742	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	high_ploidy_sensitive	UNC0638	-0.0792498075165006	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	LCL161	-0.0816065279883326	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	EPIRUBICIN	-0.0834242988259856	Chemotherapy agents	Topoisomerase inhibitors
ALL	high_ploidy_sensitive	BMS-345541	-0.091074388316931	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	TAF1_5496	-0.0961107499338235	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	LENALIDOMIDE	-0.0964741657275037	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
ALL	high_ploidy_sensitive	ASCORBATE (VITAMIN C)	-0.0971475923685414	Metabolic/redox agents	Metabolic/redox agents
ALL	high_ploidy_sensitive	SGC-CBP30	-0.0973659712769225	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	P22077	-0.110281032709392	p53/MDM2 pathway	p53/MDM2 pathway
ALL	high_ploidy_sensitive	ELEPHANTIN	-0.110928643710768	Other	Other
ALL	high_ploidy_sensitive	JAK1_8709	-0.11372123946329	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	FULVESTRANT	-0.119878801555525	Hormone therapy	Hormone therapy
ALL	high_ploidy_sensitive	DIHYDROROTENONE	-0.119931746625203	Metabolic/redox agents	Metabolic/redox agents
ALL	high_ploidy_sensitive	123138	-0.121997564246635	Other	Other
ALL	high_ploidy_sensitive	123829	-0.125845935107158	Other	Other
ALL	high_ploidy_sensitive	IRAK4_4710	-0.127468210081933	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	GNE-317	-0.131538241068598	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	NUTLIN-3A (-)	-0.135868547044268	p53/MDM2 pathway	p53/MDM2 pathway
ALL	high_ploidy_sensitive	UMI-77	-0.13629200116743	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	GLUTATHIONE	-0.13935468385036	Metabolic/redox agents	Metabolic/redox agents
ALL	high_ploidy_sensitive	CYTARABINE	-0.140067321509906	Chemotherapy agents	Antimetabolites
ALL	high_ploidy_sensitive	AZD8055	-0.142603873065336	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	AZD5582	-0.143717672097358	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	AZD3759	-0.144506401102625	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	TANESPIMYCIN	-0.152431302650343	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	SORAFENIB	-0.153739434163778	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	I-BRD9	-0.157556974028667	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	ENTINOSTAT	-0.159242534844013	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	OLAPARIB	-0.164352545740488	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	GSK2110183B	-0.165998733782932	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	RIBOCICLIB	-0.168079192620529	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	OF-1	-0.169963113368623	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	IRINOTECAN	-0.175060793567565	Chemotherapy agents	Topoisomerase inhibitors
ALL	high_ploidy_sensitive	SN-38	-0.176107995685906	Chemotherapy agents	Topoisomerase inhibitors
ALL	high_ploidy_sensitive	A-366	-0.176340752808131	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	VE821	-0.177199780834475	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	NELARABINE	-0.192550043397559	Chemotherapy agents	Antimetabolites
ALL	high_ploidy_sensitive	IAP_5620	-0.196262060094125	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	CCT007093	-0.201536929799534	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	GSK2830371	-0.20254734518899	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	MYCOPHENOLIC ACID	-0.207536869850019	Chemotherapy agents	Antimetabolites
ALL	high_ploidy_sensitive	METHOTREXATE	-0.209720254491557	Chemotherapy agents	Antimetabolites
ALL	high_ploidy_sensitive	VSP34_8731	-0.210450744208773	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
ALL	high_ploidy_sensitive	PACLITAXEL	-0.212887423719568	Chemotherapy agents	Antimitotic agents
ALL	high_ploidy_sensitive	KRAS (G12C) INHIBITOR-12	-0.219979438226616	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	AXITINIB	-0.223515390551229	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	CPI-637	-0.223629394803651	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	VINBLASTINE	-0.241419704006402	Chemotherapy agents	Antimitotic agents
ALL	high_ploidy_sensitive	JQ1	-0.241420189709847	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	PLX-4720	-0.24316534973565	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	TALAZOPARIB	-0.24468692544783	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	NIRAPARIB	-0.245835796433189	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	AZ960	-0.25091891248847	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	GSK3337463A	-0.253701767967191	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	GEMCITABINE	-0.256635750477365	Chemotherapy agents	Antimetabolites
ALL	high_ploidy_sensitive	SAVOLITINIB	-0.262468569257167	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	EPZ004777	-0.266887238625172	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	RAPAMYCIN	-0.271089546855179	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	LMB_AB2	-0.273607553569749	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
ALL	high_ploidy_sensitive	CAMPTOTHECIN	-0.278637267883291	Chemotherapy agents	Topoisomerase inhibitors
ALL	high_ploidy_sensitive	AGI-5198	-0.279334524099692	Metabolic/redox agents	Metabolic/redox agents
ALL	high_ploidy_sensitive	AZD5153	-0.285858818911425	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	LESTAURTINIB	-0.286753134106451	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	GSK2606414	-0.288559109070416	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	PBD-288	-0.294051306406631	Chemotherapy agents	Alkylating agents
ALL	high_ploidy_sensitive	ALISERTIB	-0.296336334576477	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	IBRUTINIB	-0.298833902433043	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	WNT-C59	-0.309915402501709	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	high_ploidy_sensitive	VTP-A	-0.312293601501279	Other	Other
ALL	high_ploidy_sensitive	5-FLUOROURACIL	-0.313887762886425	Chemotherapy agents	Antimetabolites
ALL	high_ploidy_sensitive	NILOTINIB	-0.31507441297114	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	776928	-0.316889142195352	Other	Other
ALL	high_ploidy_sensitive	CDK9_5038	-0.318073617649864	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	BOSUTINIB	-0.318980155609842	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	PEVONEDISTAT	-0.321377253865442	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
ALL	high_ploidy_sensitive	SB216763	-0.322549383578493	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	high_ploidy_sensitive	ERLOTINIB	-0.327407262573649	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	DASATINIB	-0.327828688016355	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	667880	-0.331588866742152	Other	Other
ALL	high_ploidy_sensitive	GSK2830371A	-0.34264234626524	DNA damage repair inhibitors	DNA damage repair inhibitors
ALL	high_ploidy_sensitive	SCHWEINFURTHIN A	-0.343981335105784	Other	Other
ALL	high_ploidy_sensitive	AZD4547	-0.34561944996377	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	AZ6102	-0.354013852306733	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	high_ploidy_sensitive	PAK_5339	-0.355849479870176	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	741909	-0.377128099324868	Other	Other
ALL	high_ploidy_sensitive	VENETOCLAX	-0.384275614206271	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	DOCETAXEL	-0.388416954515016	Chemotherapy agents	Antimitotic agents
ALL	high_ploidy_sensitive	OXALIPLATIN	-0.392161714154213	Chemotherapy agents	Alkylating agents
ALL	high_ploidy_sensitive	N-ACETYL CYSTEINE	-0.394141143789342	Metabolic/redox agents	Metabolic/redox agents
ALL	high_ploidy_sensitive	LMB_AB1	-0.399626440224181	Other	Other
ALL	high_ploidy_sensitive	SEPANTRONIUM BROMIDE	-0.401248991734202	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	VINORELBINE	-0.403506973701347	Chemotherapy agents	Antimitotic agents
ALL	high_ploidy_sensitive	LMB_AB3	-0.406040481728104	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
ALL	high_ploidy_sensitive	MN-64	-0.408949194468069	WNT/HH pathway inhibitors	WNT-pathway modulators
ALL	high_ploidy_sensitive	GSK2276186C	-0.417091379641258	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	743380	-0.42844310838208	Other	Other
ALL	high_ploidy_sensitive	DINACICLIB	-0.430916320144764	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	720427	-0.432030490494903	Other	Other
ALL	high_ploidy_sensitive	DACTINOMYCIN	-0.433416173408861	Chemotherapy agents	Tumor antibiotics
ALL	high_ploidy_sensitive	ACETALAX	-0.435826588220809	Other	Other
ALL	high_ploidy_sensitive	LMP744	-0.441751890281796	Chemotherapy agents	Topoisomerase inhibitors
ALL	high_ploidy_sensitive	PODOPHYLLOTOXIN BROMIDE	-0.441961653738238	Chemotherapy agents	Antimitotic agents
ALL	high_ploidy_sensitive	LY2109761	-0.443601900061387	Other	Other
ALL	high_ploidy_sensitive	CYCLOPHOSPHAMIDE	-0.443638016302564	Chemotherapy agents	Alkylating agents
ALL	high_ploidy_sensitive	JAK_8517	-0.44838299659702	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	ZOLEDRONATE	-0.459798416431883	Other	Other
ALL	high_ploidy_sensitive	5-AZACYTIDINE	-0.460579698740585	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	GALLIBISCOQUINAZOLE	-0.462420040264899	Other	Other
ALL	high_ploidy_sensitive	CDK9_5576	-0.464806554448935	Epigenetic inhibitors	Epigenetic inhibitors
ALL	high_ploidy_sensitive	BIBR-1532	-0.468982932392817	Other	Other
ALL	high_ploidy_sensitive	IGF1R_3801	-0.500030676863415	Kinase inhibitors	Receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	YK-4-279	-0.502198339012267	Other	Other
ALL	high_ploidy_sensitive	AZD5438	-0.506594157955827	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	TENIPOSIDE	-0.512725225769325	Chemotherapy agents	Topoisomerase inhibitors
ALL	high_ploidy_sensitive	AZD5991	-0.543954430219485	Proapoptotic agents	Proapoptotic agents
ALL	high_ploidy_sensitive	729189	-0.544551774346203	Other	Other
ALL	high_ploidy_sensitive	615590	-0.546597327539095	Other	Other
ALL	high_ploidy_sensitive	DACARBAZINE	-0.555308208086913	Chemotherapy agents	Alkylating agents
ALL	high_ploidy_sensitive	TOPOTECAN	-0.564321911400179	Chemotherapy agents	Topoisomerase inhibitors
ALL	high_ploidy_sensitive	GSK626616AC	-0.581264709132091	Kinase inhibitors	Serine/threonine kinase inhibitors
ALL	high_ploidy_sensitive	L-OXONORELEAGNINE	-0.59218788068617	Other	Other
ALL	high_ploidy_sensitive	EG5_9814	-0.6314541583378	Chemotherapy agents	Antimitotic agents
ALL	high_ploidy_sensitive	MITOXANTRONE	-0.642451402526317	Chemotherapy agents	Topoisomerase inhibitors
ALL	high_ploidy_sensitive	GSK2256098C	-0.653321982489071	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
ALL	high_ploidy_sensitive	FLUDARABINE	-0.676620531113029	Chemotherapy agents	Antimetabolites
ALL	high_ploidy_sensitive	BEN	-0.738553685264129	Other	Other
ALL	high_ploidy_sensitive	50869	-0.791088441058002	Other	Other
MM	low_ploidy_sensitive	PBD-288	-0.691789745276608	Chemotherapy agents	Alkylating agents
MM	low_ploidy_sensitive	LAPATINIB	-0.652839179623946	Kinase inhibitors	Receptor tyrosine kinase inhibitors
MM	low_ploidy_sensitive	POMHEX	-0.645992623832137	Metabolic/redox agents	Metabolic/redox agents
MM	low_ploidy_sensitive	GLUTATHIONE	-0.643095576959852	Metabolic/redox agents	Metabolic/redox agents
MM	low_ploidy_sensitive	5-AZACYTIDINE	-0.621624991783549	Epigenetic inhibitors	Epigenetic inhibitors
MM	low_ploidy_sensitive	THR-102	-0.615038852200017	Kinase inhibitors	Serine/threonine kinase inhibitors
MM	low_ploidy_sensitive	GSK2830371	-0.59182791518787	DNA damage repair inhibitors	DNA damage repair inhibitors
MM	low_ploidy_sensitive	YK-4-279	-0.585691437995438	Other	Other
MM	low_ploidy_sensitive	VISMODEGIB	-0.551392953520876	WNT/HH pathway inhibitors	Hedgehog pathway inhibitors
MM	low_ploidy_sensitive	ALPHA-LIPOIC ACID	-0.547383907056934	Metabolic/redox agents	Metabolic/redox agents
MM	low_ploidy_sensitive	HKMTI-1-005	-0.537227764056448	Epigenetic inhibitors	Epigenetic inhibitors
MM	low_ploidy_sensitive	VINBLASTINE	-0.526127420265074	Chemotherapy agents	Antimitotic agents
MM	low_ploidy_sensitive	AZD3759	-0.525537219254371	Kinase inhibitors	Receptor tyrosine kinase inhibitors
MM	low_ploidy_sensitive	OBATOCLAX MESYLATE	-0.522167985745669	Proapoptotic agents	Proapoptotic agents
MM	low_ploidy_sensitive	THR-103	-0.522163300727532	Kinase inhibitors	Serine/threonine kinase inhibitors
MM	low_ploidy_sensitive	VE821	-0.521199020763015	DNA damage repair inhibitors	DNA damage repair inhibitors
MM	low_ploidy_sensitive	743380	-0.506732564719268	Other	Other
MM	low_ploidy_sensitive	VTP-A	-0.502885401085858	Other	Other
MM	low_ploidy_sensitive	GSK2578215A	-0.499908063409812	Kinase inhibitors	Serine/threonine kinase inhibitors
MM	low_ploidy_sensitive	UMI-77	-0.497273808936842	Proapoptotic agents	Proapoptotic agents
MM	low_ploidy_sensitive	741909	-0.494005651473089	Other	Other
MM	low_ploidy_sensitive	BI-2536	-0.492438260524842	Kinase inhibitors	Serine/threonine kinase inhibitors
MM	low_ploidy_sensitive	THR-101	-0.482168786779342	Kinase inhibitors	Serine/threonine kinase inhibitors
MM	low_ploidy_sensitive	AZ960	-0.476618799817059	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
MM	low_ploidy_sensitive	TEMOZOLOMIDE	-0.472143488299052	Chemotherapy agents	Alkylating agents
MM	low_ploidy_sensitive	WEE1 INHIBITOR	-0.46115419868829	DNA damage repair inhibitors	DNA damage repair inhibitors
MM	low_ploidy_sensitive	VINORELBINE	-0.45614246698411	Chemotherapy agents	Antimitotic agents
MM	low_ploidy_sensitive	SINULARIN	-0.455400440899752	Metabolic/redox agents	Metabolic/redox agents
MM	low_ploidy_sensitive	GSK591	-0.454025390786806	Epigenetic inhibitors	Epigenetic inhibitors
MM	low_ploidy_sensitive	PACLITAXEL	-0.453672713928219	Chemotherapy agents	Antimitotic agents
MM	low_ploidy_sensitive	AXITINIB	-0.450695379035843	Kinase inhibitors	Receptor tyrosine kinase inhibitors
MM	low_ploidy_sensitive	BDP-00009066	-0.448906346155058	Kinase inhibitors	Serine/threonine kinase inhibitors
MM	low_ploidy_sensitive	MK-1775	-0.438567460418899	DNA damage repair inhibitors	DNA damage repair inhibitors
MM	low_ploidy_sensitive	ASCORBATE (VITAMIN C)	-0.43311751933068	Metabolic/redox agents	Metabolic/redox agents
