pathway,pval,padj,log2err,ES,NES,size,leading_edge,collection,collection_label,ranking_id,pathway_label,direction,model_id
HALLMARK_COMPLEMENT,0.024771085316356623,0.04270876778682176,0.35248785758361917,-0.18632610229376134,-1.1699565579427391,168,CDA;RCE1;RABIF;ATOX1;CALM1;PLAUR;MSRB1;CTSL;FDX1;PRSS3;PFN1;DOCK10;S100A13;ERAP2;GNB4;RHOG;SIRT6;SRC;PCLO;PRDM4;CALM3;APOBEC3G;DOCK4;DGKG;CSRP1;ME1;CASP4;PLSCR1;PRKCD;CASP1;CD59;ZEB1;LIPA;CTSC;CDK5R1;PSMB9;USP14;XPNPEP1;CASP3;TIMP1;EHD1;LYN;GNB2;RNF4;CA2,H,hallmark,primary_adjacent_state,Complement,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_ALLOGRAFT_REJECTION,0.05981621459654585,0.09969369099424308,0.3217759180753611,-0.18810886715666666,-1.1836467224617344,143,EIF5A;NME1;TAP2;ABCE1;BRCA1;RPL9;NPM1;UBE2N;RPS3A;RPS19;RARS1;PSMB10;MRPL3;EIF3D;CD47;EIF3A;TAPBP;TRAF2;CCND3;SRGN;EIF3J;TLR3;MTIF2;RIPK2;DEGS1;TLR6;EIF4G3;CSF1;WARS1;IL18;GLMN;CSK;CD40;TAP1;IFNAR2;RPS9;AARS1;ELF4;TIMP1;LYN,H,hallmark,primary_adjacent_state,Allograft Rejection,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.1382426105643109,0.22297195252308208,0.24924655438329513,-0.1638114767907979,-0.9928054493943262,183,CCND1;FDFT1;BCL2;ITPK1;NXT1;AKAP1;ISG20L2;PPIF;FKBP4;CHPT1;DYNLT3;THSD4;ENDOD1;SFN;MICB;FKBP5;FOXC1;SNX24;DHCR7;RBBP8;TPD52L1;CANT1;TIAM1;CELSR1;BAG1;SCARB1;PRSS23;WWC1;TSKU;WFS1;CD44;INPP5F;KRT8;FASN;BLVRB;KRT18;RHOBTB3,H,hallmark,primary_adjacent_state,Estrogen Response Early,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_TGF_BETA_SIGNALING,0.2733644859813084,0.4271320093457944,0.13288187227214338,-0.20630899685933737,-1.0869644638280762,53,PPP1CA;FKBP1A;HDAC1;FURIN;ENG;SLC20A1;ID1;UBE2D3;SMAD1;BMPR1A;RHOA;THBS1;WWTR1;TGFB1;BMP2,H,hallmark,primary_adjacent_state,Tgf Beta Signaling,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_KRAS_SIGNALING_DN,0.31122757508566823,0.47155693194798215,0.021587058801242693,0.28635902375624867,1.0918312726537514,116,CDH16;ITGB1BP2;EDN2;YPEL1;TGM1;EPHA5;GDNF;STAG3;IL5;UPK3B;PKP1;FGFR3;DLK2;GPRC5C;SLC5A5;EFHD1;SMPX;IGFBP2;FGF22;CACNA1F;TCF7L1;TFCP2L1;PDK2;KCNN1;CD80;EGF;CALCB;GAMT;ARPP21;TFAP2B;SLC6A3;KRT5;TG;MACROH2A2;ABCB11;SIDT1;TAS2R4;MYO15A;RYR1;NPHS1;GRID2;THRB;CELSR2;SGK1;SLC30A3;P2RX6;HSD11B2;DCC;KRT15;EDN1;CAMK1D;CPA2;FGGY;BTG2;C5;SLC29A3;BMPR1B;MAGIX;RSAD2;SLC25A23;ENTPD7;NUDT11;ZBTB16,H,hallmark,primary_adjacent_state,Kras Signaling Dn,positive,ETP_reference_balanced_threshold_2_24
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.3221869770470214,0.4738043780103256,,-0.14979881977693463,-0.9412013109694749,188,MCM7;MSX1;CDH11;PLAUR;PRRX1;PFN2;PCOLCE;PMP22;VIM;MYLK;CDH6;FBN1;TNFRSF12A;PTHLH;COLGALT1;FSTL3;IL32;PLOD3;NNMT;ANPEP;LAMA2;EMP3;LAMA3;BDNF;ADAM12;CD44;CD59;MMP1;ABI3BP;NOTCH2;DCN;ITGB5;CDH2;LOXL1;VCAN;SDC4;GPC1;NT5E;WIPF1;SPOCK1;SGCB;TGM2;DPYSL3;TIMP1;PDGFRB;THBS1;BGN;CCN2;MMP3;PTX3;TGFB1;DAB2;CALU;WNT5A;FAP;PPIB;COL5A3;VCAM1;QSOX1;COL4A2;PVR;APLP1,H,hallmark,primary_adjacent_state,Epithelial Mesenchymal Transition,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_HEDGEHOG_SIGNALING,0.34469157444943577,0.4924165349277654,0.021297202684855503,0.34005090040034364,1.0985435491613715,31,ACHE;L1CAM;AMOT;VEGFA;SLIT1;CRMP1;NKX6-1;VLDLR;NRCAM,H,hallmark,primary_adjacent_state,Hedgehog Signaling,positive,ETP_reference_balanced_threshold_2_24
HALLMARK_PANCREAS_BETA_CELLS,0.48021722265321953,0.6669683647961382,0.05618773089870316,-0.2400559547767201,-0.9811163278736976,20,FOXA2;SPCS1;SRP14;SEC11A;SRPRB;SRP9,H,hallmark,primary_adjacent_state,Pancreas Beta Cells,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_SPERMATOGENESIS,0.6892655367231638,0.9314399144907619,0.13008607037291475,-0.15539974846817772,-0.9138129452903486,87,RFC4;PEBP1;TOPBP1;VDAC3;TALDO1;PGS1;PRKAR2A;PSMG1;MAST2;PARP2;EZH2;COIL;CLPB;ZC3H14,H,hallmark,primary_adjacent_state,Spermatogenesis,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_BILE_ACID_METABOLISM,0.8934426229508197,1,0.1377492721140411,-0.13928243947217178,-0.8272373953528905,98,SLC29A1;SOD1;DHCR24;NUDT12;SLC27A5;ISOC1;ABCD3;PEX26;PFKM;FADS1;EFHC1;IDH1;FADS2;GCLM;AMACR;PEX13;SLC35B2;SLC23A2;PXMP2;ALDH9A1;IDI1;GSTK1;FDXR;RETSAT,H,hallmark,primary_adjacent_state,Bile Acid Metabolism,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.7945266610113998,1,,-0.12871721385782922,-0.7998853953904544,191,CCND1;SLC2A6;BTG3;PLAUR;CLCF1;SPHK1;FJX1;IL15RA;TRIP10;LDLR;IL7R;CCL20;TNIP2;B4GALT5;TNFSF9;GCH1;RIPK2;STAT5A;GFPT2;CSF1;RCAN1;CD44;KLF2;CD83;IL18;PHLDA2;SDC4;TAP1;FUT4;TNIP1;TNFAIP8;KLF9;EHD1;CCRL2;SERPINB8;RELA;F2RL1;PTX3;BMP2;MSC;TNFRSF9;B4GALT1;CFLAR;EIF1;YRDC;IL1A;PLPP3;CXCL3;IER5;TNF;CXCL10;MXD1;INHBA;DUSP4;DRAM1;IL6ST;MYC;TNFAIP2;IFNGR2;IFIH1;TUBB2A;PANX1;ICAM1;PFKFB3;RELB;EGR3;TRAF1;HBEGF;IRF1;SNN;SOD2;TNFAIP3;RHOB;CDKN1A;IL1B;CEBPB;NFKBIE;RNF19B;NR4A2;LITAF;NINJ1;PDE4B;NFKBIA;BCL2A1;SERPINE1;CEBPD;PDLIM5;EGR2;CXCL1;SOCS3;NFKB2;MARCKS;SMAD3;PTPRE;AREG;ZFP36;IER3;CCL5;FOS;TNFAIP6;NFAT5;NFE2L2;TGIF1;LIF;CXCL2;IL6;IER2;F3;EGR1;PMEPA1;ZC3H12A;NR4A1;LAMB3;NFKB1;EFNA1;IRS2;DUSP1;JAG1;CSF2;TRIB1;CXCL11;ATP2B1;DUSP2;NR4A3;BCL3;KYNU;ATF3;GADD45B;PHLDA1;KLF4;SQSTM1;DNAJB4;PLAU;MAP2K3;SAT1;TLR2;BIRC2;GADD45A;SPSB1;REL;JUN;PTGS2;PNRC1;RIGI;KDM6B;FOSL1;FOSB;BTG2;GEM;KLF6;JUNB;SLC16A6;MAP3K8;DUSP5;PER1;EDN1;MAFF;HES1;BIRC3;ETS2;SGK1;IFIT2;KLF10;ID2;TNC;ICOSLG;SLC2A3;IL23A;PPP1R15A;TIPARP;MCL1;BHLHE40;BCL6;TSC22D1;BTG1;DENND5A;TANK;NFIL3;ABCA1;NAMPT;FOSL2;CCN1;CD80;SIK1;CCNL1;PLK2;ZBTB10,H,hallmark,primary_adjacent_state,Tnfa Signaling via Nfkb,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_MYOGENESIS,0.9058646616541354,1,0.004714669379183883,0.20227114276441444,0.786890872010745,159,LDB3;MYOM2;PTGIS;ACHE;VIPR1;ACTN3;SPDEF;ERBB3;LSP1;ITGA7;MYOM1;IGF1;EFS;REEP1;DTNA;TNNT3;CTF1;SGCG;MYBPC3;EIF4A2;PPP1R3C;TNNI2;EPHB3;SLC6A8;FXYD1;MB;HDAC5;FST;CHRNA1;MYH3;NOTCH1;MYL11;MEF2D;TNNC2;KCNH1;BHLHE40;PPFIA4;CD36;FKBP1B;PYGM;FOXO4;MYL3;KCNH2;ATP2A1;PLXNB2;COL3A1,H,hallmark,primary_adjacent_state,Myogenesis,positive,ETP_reference_balanced_threshold_2_24
HALLMARK_APICAL_JUNCTION,0.9523809523809523,1,0.32635161099090676,-0.12357235992110568,-0.7800043351636278,176,SYMPK;CDH11;MVD;YWHAH;PFN1;EVL;CDH6;FBN1;RAC2;AKT2;TSPAN4;HRAS;SRC;TUBG1;SORBS3;SKAP2;ADAM15;MAPK14;NECTIN3;PARVA;MYL12B;INSIG1;LAMA3;AMIGO2;IKBKG;CD99;LIMA1;ACTB;MSN;TIAL1;MAP3K20;INPPL1;SDC3;RSU1;ACTG1;VCAN,H,hallmark,primary_adjacent_state,Apical Junction,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.9056338028169014,1,0.05505776648013986,-0.15279502428497732,-0.7544032194473094,38,SKP2;HDAC2;KAT2A;TP53;CUL1;NCSTN;FZD1;HEY1;MYC;HDAC11;CSNK1E;PSEN2;MAML1;LEF1;ADAM17;CTNNB1;GNAI1;RBPJ;NCOR2;DVL2;DKK1;PPARD;FZD8;TCF7;NUMB;NOTCH4;AXIN1;AXIN2;JAG1;PTCH1;NKD1;FRAT1;DLL1;JAG2,H,hallmark,primary_adjacent_state,Wnt Beta Catenin Signaling,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_APICAL_SURFACE,0.8724709427464485,1,0.006973277930318197,0.21563513786571903,0.7203932850727338,38,PCSK9;CD160;GHRL;RTN4RL1;GAS1;CROCC;SCUBE1;RHCG,H,hallmark,primary_adjacent_state,Apical Surface,positive,ETP_reference_balanced_threshold_2_24
HALLMARK_HEME_METABOLISM,1,1,,-0.1182411513043273,-0.7194721520536953,180,GMPS;HMBS;HTATIP2;E2F2;FECH;UROD;ENDOD1;SEC14L1;H4C3;BMP2K;RAD23A;KAT2B;UBAC1;SLC66A2;UROS;CTNS;SLC25A37;TMEM9B;CCND3;GCLM;MFHAS1;GDE1;PC;BSG;ABCG2;TCEA1;BLVRB;KLF3;ALAD;ACP5;SLC25A38;MOCOS;PGLS;XPO7;HEBP1;NCOA4;CLCN3;HTRA2;CA2;SLC10A3;PIGQ;BPGM;GLRX5;TFDP2;BLVRA;NFE2L1;ANK1;HDGF;MPP1;MARK3;CDR2;PSMD9;EZH1;TRAK2;PRDX2;ARL2BP;KHNYN;DAAM1;MOSPD1;ISCA1;ADIPOR1;MGST3;RANBP10;FOXJ2;BTRC;GCLC;GAPVD1,H,hallmark,primary_adjacent_state,Heme Metabolism,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_HYPOXIA,0.9705617302493241,1,0.0025717049140067732,0.18111022655768771,0.7103212441546611,183,HAS1;PKLR;EDN2;KLHL24;SULT2B1;NDRG1;VEGFA;ACKR3;PKP1;CCNG2;TMEM45A;DTNA;CCN5;PPP1R3C;ANKZF1;INHA;PLAC8;KDM3A;SLC2A5;BNIP3L;CCN1;CDKN1B;FOSL2;PAM;PLIN2;VLDLR;CDKN1C;LOX;NFIL3;PPARGC1A;SDC2;BTG1;TKTL1;WSB1;ADM;BHLHE40;ERRFI1;LXN;PPFIA4;TIPARP;RRAGD;COL5A1;CP;PPP1R15A;PYGM;SLC2A1;B4GALNT2;FAM162A;EXT1;LDHC;NDST2;SLC2A3;DDIT4;AK4;P4HA1;DDIT3,H,hallmark,primary_adjacent_state,Hypoxia,positive,ETP_reference_balanced_threshold_2_24
HALLMARK_COAGULATION,0.9557692307692308,1,0.0035070122591425537,0.1791008257922489,0.6758489639395312,102,CTSE;F13B;RGN;VWF;MASP2;F2;HPN;CTSV;FN1;MMP10;P2RY1;TF;MMP7;KLKB1;C2;MEP1A;SERPINA1;CFB;ADAM9;C9;LAMP2;MMP15;C1S;TIMP3;C1R;CAPN5;LRP1;C3;ARF4,H,hallmark,primary_adjacent_state,Coagulation,positive,ETP_reference_balanced_threshold_2_24
HALLMARK_KRAS_SIGNALING_UP,1,1,0.2972329219997305,-0.0981222929705127,-0.6112918938976415,167,GNG11;RABGAP1L;NRP1;PLAUR;TMEM158;PRRX1;PSMB8;NIN;VWA5A;AKT2;ENG;IL7R;FBXO4;CCL20;MAP3K1;WDR33;DNMBP;PRELID3B;PLEK2;PDCD1LG2;ETV4;GFPT2;AKAP12;ST6GAL1,H,hallmark,primary_adjacent_state,Kras Signaling Up,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_ANGIOGENESIS,0.9685793871866295,1,0.0055962254674807276,0.18041781630998632,0.5629822362706739,26,VEGFA;LPL;FSTL1;COL3A1;TNFRSF21;PDGFA;SERPINA5;SPP1;POSTN;STC1;JAG2,H,hallmark,primary_adjacent_state,Angiogenesis,positive,ETP_reference_balanced_threshold_2_24
HALLMARK_INFLAMMATORY_RESPONSE,1,1,0.291090917251384,-0.08124481448274015,-0.5131172177429623,166,ADRM1;PLAUR;SPHK1;IL15RA;SRI;LDLR;IL7R;RHOG;CCL20;ADGRE1;TAPBP;TNFSF9;GCH1;TLR3;RIPK2;EMP3;CALCRL;CSF1;LPAR1;IL18;CD40;IL18R1;SLC7A1;TNFRSF1B;HRH1;TIMP1;EIF2AK2;LYN;CCRL2;RELA,H,hallmark,primary_adjacent_state,Inflammatory Response,negative,ETP_reference_balanced_threshold_2_24
HALLMARK_IL6_JAK_STAT3_SIGNALING,1,1,0.002271850928981596,0.10170267903199325,0.37182374053935713,73,CXCL13;CD38;CCR1;IL12RB1;CXCL9,H,hallmark,primary_adjacent_state,Il6 Jak Stat3 Signaling,positive,ETP_reference_balanced_threshold_2_24
REACTOME_S_PHASE,2.5137146280458882e-67,2.516228342673934e-64,2.1440999324947336,-0.783656199675619,-5.1192520679047435,150,POLD3;PCNA;MCM5;LIG1;GMNN;FEN1;MCM3;MCM6;GINS2;CCND1;TFDP1;E2F1;MCM7;POLA2;MCM2;POLE;GINS3;MCM4;CDC25A;PSMA4;ORC3;GINS1;ADRM1;RFC2;PRIM1;PSMA7;PSMB1;RPS27A;RFC4;CDC6;CDC45;CCNE1;PSMB2;SMC3;CDT1;PSMA1;RFC3;PSMC3;PSMA2;PSMB5;SKP2;RFC5;POLE2;CDK4;ORC1;POLA1;RPA1;CCNE2;PSMD6;PSMD8;RPA2;PSMD11;SMC1A;POLE3;PSMB3;PSMA3;MCM8;ANAPC1;ANAPC5;DNA2;PSMA5;CDC23;PSMB6;PSMC5;ORC6;ORC5;PSMD3;PSMD1;POLD1;PSMA6;CABLES1;ESCO2;PSMD12;PSMB4;POLE4;POLD2;RPA3;PSMC4;ANAPC7;CDC26;AKT2;UBA52;PSMD7;CDC25B;ANAPC15;PSMB7;PDS5B;SEM1;PSMC6;PRIM2;CDK2;RBBP4;LIN9;RFC1,C2:CP:REACTOME,reactome,primary_adjacent_state,s Phase,negative,ETP_reference_balanced_threshold_2_24
REACTOME_DNA_REPLICATION,6.312615303539176e-62,3.1594639594213576e-59,2.055339741087164,-0.7249896157652035,-4.679776262174426,174,POLD3;MCM10;PCNA;MCM5;KPNB1;LIG1;GMNN;FEN1;MCM3;MCM6;GINS2;MCM7;POLA2;MCM2;POLE;GINS3;MCM4;PSMA4;ORC3;GINS1;ADRM1;RFC2;PRIM1;PSMA7;PSMB1;RPS27A;SSBP1;RFC4;CDC6;CDC45;CCNE1;PSMB2;CDT1;PSMA1;H2AX;RFC3;PSMC3;PSMA2;PSMB5;SKP2;RFC5;POLE2;ORC1;EXOG;POLA1;RPA1;CCNE2;PSMD6;PSMD8;RPA2;PSMD11;POLE3;PSMB3;CDC7;PSMA3;MCM8;ANAPC1;ANAPC5;DNA2;PSMA5;CDC23;PSMB6;PSMC5;ORC6;ORC5;PSMD3;PSMD1;POLD1;PSMA6;PSMD12;LIG3;PSMB4;POLE4;POLD2;RPA3;H4C3;PSMC4;ANAPC7;CDC26;H3C1;UBA52;H3-3A;H2AC14;PSMD7;MGME1;ANAPC15;PSMB7;SEM1;PSMC6;H3C3;PRIM2;CDK2;RFC1;RBX1;H3C8;PSMD13,C2:CP:REACTOME,reactome,primary_adjacent_state,Dna Replication,negative,ETP_reference_balanced_threshold_2_24
REACTOME_SYNTHESIS_OF_DNA,9.472736843945914e-60,3.1607365269299535e-57,2.019768752421354,-0.8374460666309663,-5.120757889430107,108,POLD3;PCNA;MCM5;LIG1;GMNN;FEN1;MCM3;MCM6;GINS2;MCM7;POLA2;MCM2;POLE;GINS3;MCM4;PSMA4;ORC3;GINS1;ADRM1;RFC2;PRIM1;PSMA7;PSMB1;RPS27A;RFC4;CDC6;CDC45;CCNE1;PSMB2;CDT1;PSMA1;RFC3;PSMC3;PSMA2;PSMB5;SKP2;RFC5;POLE2;ORC1;POLA1;RPA1;CCNE2;PSMD6;PSMD8;RPA2;PSMD11;POLE3;PSMB3;PSMA3;MCM8;ANAPC1;ANAPC5;DNA2;PSMA5;CDC23;PSMB6;PSMC5;ORC6;ORC5;PSMD3;PSMD1;POLD1;PSMA6;PSMD12;PSMB4;POLE4;POLD2;RPA3;PSMC4;ANAPC7;CDC26;UBA52;PSMD7;ANAPC15;PSMB7;SEM1;PSMC6;PRIM2;CDK2;RFC1;RBX1,C2:CP:REACTOME,reactome,primary_adjacent_state,Synthesis of Dna,negative,ETP_reference_balanced_threshold_2_24
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,7.775899491492103e-59,1.9459188477458987e-56,2.0043308031324996,-0.7516590572974194,-4.991638556759941,153,UQCR10;NDUFAB1;UQCRFS1;NDUFB10;SFXN4;CYCS;NDUFA6;NDUFS8;TMEM177;RAB5IF;SLC25A11;TMEM223;NDUFAF6;NDUFA12;COA1;FXN;NDUFB2;COX7B;NDUFC2;NDUFS6;NDUFA4;LETM1;COX5A;UQCRB;COX15;SDHA;PNKD;DMAC1;SCO2;NDUFA1;UQCRH;ISCU;NDUFA11;LYRM4;NDUFAF8;NDUFS3;COA3;TACO1;SLC25A22;NDUFA8;NDUFAF4;COX5B;NDUFS7;PET117;SDHD;CYC1;NDUFS5;COX14;TMEM126A;UQCC2;NDUFB8;NDUFB7;HIGD1A;HCCS;UQCC1;COX4I1;NDUFA9;COX11;UQCR11;COX16;NFS1;OXA1L;SDHB;NDUFV2;HIGD2A;NDUFC1;UQCRC2;NDUFB3;NDUFB9;TIMM21;NDUFB4;NDUFB1;HSPA9;ETFB;COX7C;BCS1L;COX20;NDUFA5;UQCRQ;NDUFA2;NDUFA7;COQ10A;NDUFB6;MDH2;COX7A2;COX6C;TMEM126B;COX8A;SMIM20;ETFA;UQCC3;TRAP1;COX6B1;NDUFA13;NDUFV1;LYRM2;UQCRC1;TMEM186;SLC25A13;NDUFAF3;NDUFV3;COX17;NDUFAF2;COX7A2L;NDUFB5;FOXRED1;MDH1;SURF1;SLC25A12;MT-ND4;GOT2;DMAC2;CMC1;NDUFB11;LYRM7;MT-CO2;MT-CYB;MT-ND6;ECSIT;COX6A1;MT-CO1;NDUFS4;NDUFA3,C2:CP:REACTOME,reactome,primary_adjacent_state,Respiratory Electron Transport,negative,ETP_reference_balanced_threshold_2_24
REACTOME_INFLUENZA_INFECTION,1.3706558412294393e-54,2.7440529941413373e-52,1.9252851072051758,-0.7276404287531918,-4.818157660549455,154,KPNB1;RPS27A;PARP1;NUP62;RAN;POLR2F;POLR2I;RPL5;IPO5;RPL9;POLR2J;RPS4X;NUP188;RPL7;RPS26;NDC1;NUP155;RPS20;RPS3A;RPL35;RPL27;RPL22L1;RPL15;RPS19;RPS10;RPS16;RPL7A;RPL18;RPS13;RPS15A;XPO1;RPSA;RPS7;NUP35;RPS21;RPL26L1;FAU;RPS25;SLC25A6;RPS3;RPS5;POLR2L;RPS23;NUP93;RPS12;RPL22;NUP214;POLR2E;RPS17;UBA52;HSP90AA1;RPL38;RPL19;NUP107;RPL10A;RPL8;POLR2K;NUP85;RPL6;RPL29;RPL30;RPL35A;RPL32;RPL17;RPS24;POLR2G;CLTA;NUP160;RPL11;RPL24;RPL21;RPS6;RPL26;RPL23;RPL36;RPL23A;RPS15;RPS27;RPL28;POLR2H;RPL14;KPNA3;RPL4;RPL36AL;GTF2F2;RPS8;RPL18A;TPR;RPL10;RAE1;RPS2;POLR2D;NUP205;RPS28;RPS14;RPL13;RPLP2;CPSF4;RPL34;RPL37A;NUP37;RPS29;RPLP0;NUP153;RPL27A;RPL41;RANBP2;RPS9;RPL12;RPL31,C2:CP:REACTOME,reactome,primary_adjacent_state,Influenza Infection,negative,ETP_reference_balanced_threshold_2_24
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,4.428910919438699e-52,7.388899717263562e-50,1.881770219155585,-0.6439976627083882,-4.31993835590838,197,PSMA4;ADRM1;PSMA7;ELOC;PSMB1;GSPT2;RPS27A;PSMB2;PSMA1;RPL5;PSMC3;PSMA2;PSMB5;PRKACA;RPL9;RPS4X;RPL7;RPS26;ELOB;NRP1;PSMD6;PSMD8;PSMD11;RPS20;PSMB3;RPS3A;PSMA3;RPL35;RPL27;MAGOHB;RPL22L1;RPL15;PRKAR2A;PSMA5;RPS19;PSMB6;PSMC5;RPS10;RPS16;RPL7A;PSMD3;RPL18;RPS13;PSMD1;PFN2;EIF4G1;RPS15A;PSMA6;RPSA;PSMD12;RPS7;RNPS1;RPS21;PSMB4;RPL26L1;FAU;RPS25;PFN1;EVL;RPS3;RPS5;CLASP2;PSMC4;PAK1;RPS23;RPS12;DAG1;RPL22;RPS17;UBA52;RPL38;RPL19;PSMD7;RPL10A;RPL8;RPL6;PSMB7;RPL29;RPL30;ARHGAP39;RPL35A;RPL32;RPL17;RPS24;SRC;SEM1;RPL11;PSMC6;RPL24;RPL21;RPS6;RPL26;RPL23;RBM8A;EIF4A3;RPL36;RPL23A;RPS15;RPS27;RPL28;RBX1;RPL14;GSPT1;PSMD13;RPL4;RPL36AL;MAGOH;RPS8;RPL18A;CDC42;PAK2;MYO9B;RPL10;RPS2;PAK6;NCBP2;RPS28;RPS14;PSMC2;RPL13;RPLP2;RPL34;ROBO3;RPL37A;NCBP1;PSMC1;RPS29;RPLP0;GPC1;RPL27A;RPL41;RPS9;RPL12;RPL31,C2:CP:REACTOME,reactome,primary_adjacent_state,Signaling by Robo Receptors,negative,ETP_reference_balanced_threshold_2_24
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,4.312012636225076e-50,6.166178069801859e-48,1.8428520069897965,-0.7331341953128256,-4.582750512128557,137,MCM10;PCNA;MCM5;GMNN;MCM3;MCM6;TYMS;RBL1;CCND1;TFDP1;E2F1;MCM7;POLA2;MCM2;POLE;MCM4;CDC25A;PSMA4;ORC3;ADRM1;PRIM1;PSMA7;PSMB1;RPS27A;CDC6;CDC45;CCNE1;PSMB2;CDT1;PSMA1;PSMC3;PSMA2;PSMB5;SKP2;POLE2;CDK4;ORC1;DHFR;RRM2;POLA1;RPA1;CCNE2;PSMD6;PSMD8;RPA2;PSMD11;POLE3;PSMB3;CDC7;PSMA3;MCM8;PSMA5;PSMB6;PSMC5;ORC6;ORC5;PSMD3;PSMD1;FBXO5;PSMA6;E2F2;CABLES1;PSMD12;PSMB4;E2F3;POLE4;MYBL2;RPA3;PSMC4;HDAC1;AKT2;UBA52;PSMD7;PSMB7;SRC;SEM1;PSMC6;PRIM2;CDK2;RBBP4;LIN9;PPP2R1A;CCND3,C2:CP:REACTOME,reactome,primary_adjacent_state,Mitotic G1 Phase and G1 s Transition,negative,ETP_reference_balanced_threshold_2_24
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,8.365083599917719e-50,9.451764917945522e-48,1.8428520069897965,-0.7744876458217669,-4.788580437962165,117,EIF4EBP1;EIF2S3;RPS27A;EIF1AX;EIF3E;RPL5;EIF3K;EIF3I;EIF3L;RPL9;RPS4X;RPL7;EIF2S2;RPS26;EIF4A1;EIF4E;RPS20;RPS3A;RPL35;RPL27;RPL22L1;RPL15;EIF3G;RPS19;RPS10;RPS16;EIF5B;RPL7A;RPL18;RPS13;EIF2S1;EIF4G1;RPS15A;EIF3M;RPSA;RPS7;RPS21;RPL26L1;FAU;RPS25;RPS3;RPS5;RPS23;RPS12;RPL22;RPS17;UBA52;RPL38;EIF3D;RPL19;RPL10A;RPL8;RPL6;RPL29;RPL30;EIF3A;RPL35A;RPL32;RPL17;RPS24;RPL11;RPL24;RPL21;RPS6;RPL26;RPL23;RPL36;RPL23A;RPS15;EIF2B2;RPS27;RPL28;EIF3J;RPL14;RPL4;RPL36AL;EIF3H;RPS8;RPL18A;RPL10;RPS2;EIF4B;RPS28;EIF3C;RPS14;RPL13;RPLP2;EIF2B1;RPL34;EIF2B3;RPL37A;RPS29;RPLP0;EIF4H;RPL27A;RPL41;RPS9;RPL12;RPL31,C2:CP:REACTOME,reactome,primary_adjacent_state,Eukaryotic Translation Initiation,negative,ETP_reference_balanced_threshold_2_24
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,8.498090335815154e-50,9.451764917945522e-48,1.8428520069897965,-0.7018565099159303,-4.647426374661992,154,PSMA4;ADRM1;PSMA7;ELOC;PSMB1;GSPT2;RPS27A;PSMB2;PSMA1;RPL5;PSMC3;PSMA2;PSMB5;RPL9;RPS4X;RPL7;RPS26;ELOB;PSMD6;PSMD8;PSMD11;RPS20;PSMB3;RPS3A;PSMA3;RPL35;RPL27;MAGOHB;RPL22L1;RPL15;PSMA5;RPS19;PSMB6;PSMC5;RPS10;RPS16;RPL7A;PSMD3;RPL18;RPS13;PSMD1;EIF4G1;RPS15A;PSMA6;RPSA;PSMD12;RPS7;RNPS1;RPS21;PSMB4;RPL26L1;FAU;RPS25;RPS3;RPS5;PSMC4;RPS23;RPS12;DAG1;RPL22;RPS17;UBA52;RPL38;RPL19;PSMD7;RPL10A;RPL8;RPL6;PSMB7;RPL29;RPL30;RPL35A;RPL32;RPL17;RPS24;SEM1;RPL11;PSMC6;RPL24;RPL21;RPS6;RPL26;RPL23;RBM8A;EIF4A3;RPL36;RPL23A;RPS15;RPS27;RPL28;RBX1;RPL14;GSPT1;PSMD13;RPL4;RPL36AL;MAGOH;RPS8;RPL18A;RPL10;RPS2;NCBP2;RPS28;RPS14;PSMC2;RPL13;RPLP2;RPL34;ROBO3;RPL37A;NCBP1;PSMC1;RPS29;RPLP0;RPL27A;RPL41;RPS9;RPL12;RPL31,C2:CP:REACTOME,reactome,primary_adjacent_state,Regulation of Expression of Slits and Robos,negative,ETP_reference_balanced_threshold_2_24
