pathway,pval,padj,log2err,ES,NES,size,leading_edge,collection,collection_label,ranking_id,pathway_label,direction,model_id
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,3.175405331742164e-4,6.622043202237305e-4,0.49849310876659025,-0.31197719203982466,-1.7284901274404827,69,CCND1;BCL2;PRMT1;GNG11;CALM1;SPHK1;CAV1;XPO1;GNG10;AKT2;HSP90AA1;GNB4;HRAS;SRC,C2:CP:REACTOME,reactome,primary_adjacent_state,Extra Nuclear Estrogen Signaling,negative,ETP_reference_balanced_threshold_2_24
REACTOME_OPIOID_SIGNALLING,3.1947174545183393e-4,6.648466053997625e-4,0.49849310876659025,-0.29664814453339566,-1.6776412976184927,78,PRKACA;GNG11;CALM1;ADCY3;PPP1CA;PRKAR2A;GNG10;ADCY7;PDE1C;GNB4;PPP3R1;CAMKK1;GRK2;PPP2R1A;PRKCD;CAMKK2;GNG5;CAMK2G;CAMK4;GNB2;PRKX;GNA15;ADCY6;GNB1;GNG2;GNAQ;PPP3CA;CREB1;PLCB2;ITPR2;GNB5;NBEA;GNAI3;PPP2CA,C2:CP:REACTOME,reactome,primary_adjacent_state,Opioid Signalling,negative,ETP_reference_balanced_threshold_2_24
REACTOME_FORMATION_OF_THE_POLYBROMO_BAF_PBAF_COMPLEX,3.228461079595231e-4,6.704750084387607e-4,0.49849310876659025,-0.5681174697095497,-2.236245370796524,18,ACTL6A;SMARCA2;SMARCD1;BCL7C;SMARCA4;ACTB;BCL7B;ARID2;SMARCE1;SMARCD2,C2:CP:REACTOME,reactome,primary_adjacent_state,Formation of the Polybromo Baf Pbaf Complex,negative,ETP_reference_balanced_threshold_2_24
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,3.463495362404763e-4,7.177968649621465e-4,0.49849310876659025,-0.4245977355268948,-2.042658325799682,35,TPGS1;TUBA1B;TTLL7;TTL;TUBA1C;TTLL12;TTLL11;TUBB3;TUBB4B;TTLL4;TUBB6;VASH2;VASH1;TTLL5;TUBA4A,C2:CP:REACTOME,reactome,primary_adjacent_state,Carboxyterminal Post Translational Modifications of Tubulin,negative,ETP_reference_balanced_threshold_2_24
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,3.473861681285513e-4,7.184577568113221e-4,0.49849310876659025,-0.29466761449605894,-1.673207105937949,80,H2AX;PYGO1;MEN1;RUVBL1;H4C3;HDAC1;H3C1;H3-3A;H2AC14;ASH2L;TERT;H3C3;H3C8;H3C7;SMARCA4;H4C9;TRRAP;H3C2;H2BC12;H4C8;H2BC9;TLE1;H4C2;H2AJ;H2BC21;H2AC20;KAT5;H3C10;PYGO2;H2AC4;H4C4;H3-3B;H4C5;H4C16;H2BC3;H2AC8;H2BC17;H3C14,C2:CP:REACTOME,reactome,primary_adjacent_state,Formation of the Beta Catenin Tcf Transactivating Complex,negative,ETP_reference_balanced_threshold_2_24
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,3.515535117746156e-4,7.255774541987428e-4,0.49849310876659025,-0.4101418703967726,-2.033891951439269,38,CCND1;ANAPC1;ANAPC5;CDC23;ANAPC7;CDC26;ANAPC15;EHMT1;TP53;CDC16;ANAPC11;ANAPC2;RELA;TNRC6A;ANAPC16;ANAPC10;MOV10,C2:CP:REACTOME,reactome,primary_adjacent_state,Transcriptional Regulation by Ventx,negative,ETP_reference_balanced_threshold_2_24
REACTOME_HSF1_ACTIVATION,3.545453825779758e-4,7.302467653509337e-4,0.49849310876659025,-0.48695780805328126,-2.187074889507515,27,HSP90AB1;PTGES3;RPA1;RPA2;FKBP4;RPA3;HSP90AA1;HSBP1,C2:CP:REACTOME,reactome,primary_adjacent_state,Hsf1 Activation,negative,ETP_reference_balanced_threshold_2_24
REACTOME_RHOV_GTPASE_CYCLE,3.5583033860262176e-4,7.313884372509741e-4,0.49849310876659025,-0.40646012883754185,-1.9938196620400936,37,ZNF512B;TPM3;CCP110;PAK1;MAP3K11;CEP97;VANGL1;CDC42;PAK2;PAK6;EPHA2;WDR6;MYO9A,C2:CP:REACTOME,reactome,primary_adjacent_state,Rhov Gtpase Cycle,negative,ETP_reference_balanced_threshold_2_24
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,3.8116670377458473e-4,7.818603903245068e-4,0.49849310876659025,-0.5403341801241704,-2.205022793944494,20,CD320;MMAB;PC;ACACA;MCCC2;MMADHC;HLCS;LMBRD1;PCCB;MTR,C2:CP:REACTOME,reactome,primary_adjacent_state,Defects in Vitamin and Cofactor Metabolism,negative,ETP_reference_balanced_threshold_2_24
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,4.311287192862346e-4,8.825354764939076e-4,0.49849310876659025,-0.2927268739578862,-1.6554652429967511,78,SREBF2;MED31;CDK4;TGS1;MED11;MED9;MED4;HELZ2;CCND3;MED8;EBF1;MED27;CARM1;MED25;MED30;MED10;MED19;MED20;PPARG;RELA;NCOA1;TBL1X;TGFB1;MED1;FABP4;ADIRF;MED6;TBL1XR1;PPARA;MED24,C2:CP:REACTOME,reactome,primary_adjacent_state,Transcriptional Regulation of White Adipocyte Differentiation,negative,ETP_reference_balanced_threshold_2_24
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,4.3830071383654145e-4,8.953857439803632e-4,0.49849310876659025,-0.42050948477923006,-2.022990535020461,35,PRKACA;GNG11;ADCY3;PRKAR2A;GNG10;ADCY7;GNB4;GNG5;GNB2;PRKX;ADCY6;GNB1;GNG2;CREB1;ADORA2B;GNB5;GNAI3,C2:CP:REACTOME,reactome,primary_adjacent_state,Adora2b Mediated Anti Inflammatory Cytokines Production,negative,ETP_reference_balanced_threshold_2_24
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,4.408319254119476e-4,8.987225200353554e-4,0.49849310876659025,-0.5366087730035998,-2.189819965917413,20,ANAPC1;ANAPC5;CDC23;ANAPC7;CDC26;ANAPC15;CDC16;CDK1;ANAPC11;ANAPC2,C2:CP:REACTOME,reactome,primary_adjacent_state,Phosphorylation of the Apc c,negative,ETP_reference_balanced_threshold_2_24
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,4.4619815945321737e-4,9.059723278147477e-4,0.49849310876659025,-0.5507608248228315,-2.213923070117761,19,KPNB1;BANF1;TMPO;ANKLE2;PPP2R1A;LMNB1;LEMD2;VRK1;EMD;CDK1,C2:CP:REACTOME,reactome,primary_adjacent_state,Initiation of Nuclear Envelope Ne Reformation,negative,ETP_reference_balanced_threshold_2_24
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,4.4580200491095643e-4,9.059723278147477e-4,0.49849310876659025,-0.520712382629852,-2.1713541932432934,21,HSD17B10;ACAD8;ECHS1;IVD;ACAT1;BCKDK;BCKDHB;DLD;MCCC2;HIBADH,C2:CP:REACTOME,reactome,primary_adjacent_state,Branched Chain Amino Acid Catabolism,negative,ETP_reference_balanced_threshold_2_24
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,4.543850540428652e-4,9.20727609507911e-4,0.49849310876659025,-0.5502817918655375,-2.211997475435457,19,GNG11;AAMP;GNG10;GNB4;GNG5;GNA13;GNB2;GNA15;GNB1;GNG2;GNAQ,C2:CP:REACTOME,reactome,primary_adjacent_state,Thromboxane Signalling Through Tp Receptor,negative,ETP_reference_balanced_threshold_2_24
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,4.6257195262345636e-4,9.354232819718784e-4,0.49849310876659025,-0.5499709069207908,-2.2107477944118505,19,AASDHPPT;SLC5A6;PPCDC;PPCS;COASY;PDZD11;PANK1;DCAKD;FASN;NUDT8,C2:CP:REACTOME,reactome,primary_adjacent_state,Vitamin B5 Pantothenate Metabolism,negative,ETP_reference_balanced_threshold_2_24
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42,4.798559634935034e-4,9.684189908407196e-4,0.49849310876659025,-0.6409355349496588,-2.377585213283024,15,GNG11;GNG10;PAK1;GNB4;CDC42;GNG5;GNB2;GNB1;GNG2,C2:CP:REACTOME,reactome,primary_adjacent_state,g Beta Gamma Signalling Through Cdc42,negative,ETP_reference_balanced_threshold_2_24
REACTOME_FORMATION_OF_NEURONAL_PROGENITOR_AND_NEURONAL_BAF_NPBAF_AND_NBAF,5.061119143666785e-4,0.0010193521655554227,0.47727081536286214,-0.48577648913648835,-2.0947916444246624,24,DPF1;ACTL6A;SMARCA2;SMARCD1;BCL7C;SS18L1;SMARCA4;ARID1A;ACTB;BCL7B;SMARCE1;DPF3;SMARCD2,C2:CP:REACTOME,reactome,primary_adjacent_state,Formation of Neuronal Progenitor and Neuronal Baf Npbaf and Nbaf,negative,ETP_reference_balanced_threshold_2_24
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM,5.608149832719124e-4,0.0011250015997097882,0.47727081536286214,-0.5460950350068025,-2.1951677424901104,19,POLR2F;POLR2I;POLR2J;POLR2L;POLR2E;POLR2K;POLR2G;POLR2H;GTF2F2;POLR2D;NCBP2;NCBP1,C2:CP:REACTOME,reactome,primary_adjacent_state,Signaling by Fgfr2 Iiia Tm,negative,ETP_reference_balanced_threshold_2_24
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,5.606663678570048e-4,0.0011250015997097882,0.47727081536286214,-0.5281622261015236,-2.1553508741325493,20,ANAPC1;ANAPC5;CDC23;ANAPC7;CDC26;ANAPC15;CDC16;ANAPC11;ANAPC2,C2:CP:REACTOME,reactome,primary_adjacent_state,Conversion from Apc c Cdc20 to Apc c Cdh1 in Late Anaphase,negative,ETP_reference_balanced_threshold_2_24
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,5.932240567379122e-4,0.0011876345615893,0.47727081536286214,-0.35096681137955227,-1.8122575295606056,46,H2AX;ACD;H4C3;H2AC14;TERF1;TINF2;OGG1;TERF2;H4C9;POT1;H2BC12;H4C8;H2BC9;NEIL3;H4C2;H2AJ;H2BC21;H2AC20;H2AC4;MPG;H4C4;H4C5;MUTYH;H4C16;H2BC3;H2AC8;H2BC17,C2:CP:REACTOME,reactome,primary_adjacent_state,Recognition and Association of Dna Glycosylase with Site Containing an Affected Purine,negative,ETP_reference_balanced_threshold_2_24
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,6.034645254542021e-4,0.0012057245308975176,0.47727081536286214,-0.523533246275245,-2.136460701337432,20,CALM1;MYLK;PAK1;LIMK1;MYL12B;CTTN;CDC42;PAK2,C2:CP:REACTOME,reactome,primary_adjacent_state,Rho Gtpases Activate Paks,negative,ETP_reference_balanced_threshold_2_24
REACTOME_SIGNALING_BY_ALK_IN_CANCER,6.487047678035737e-4,0.0012935328138872057,0.47727081536286214,-0.271625202687158,-1.551458669375978,85,RPS27A;ATIC;DNMT1;NPM1;TPM3;ZC3HC1;HDAC1;EEF1G;UBA52;WDCP;RPS6;MAPK9;RBX1;TWIST1;HIP1;TP53;CUL1;STAT5A;TPR;MSN;EML4;RNF213,C2:CP:REACTOME,reactome,primary_adjacent_state,Signaling by Alk in Cancer,negative,ETP_reference_balanced_threshold_2_24
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,6.735937662577198e-4,0.0013404917694313668,0.47727081536286214,-0.5843381156179076,-2.267593681710256,17,ARL2;TUBA1B;TUBA1C;TBCB;TBCA;TUBB3;TUBB4B;TBCD;TUBB6;TBCC;TUBA4A,C2:CP:REACTOME,reactome,primary_adjacent_state,Post Chaperonin Tubulin Folding Pathway,negative,ETP_reference_balanced_threshold_2_24
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,6.842487816316476e-4,0.0013589941079628555,0.47727081536286214,-0.3894181157485691,-1.910223022746798,37,RPS27A;CHEK2;RNF34;AKT2;UBA52;CDK2;PPP2R1A;TP53;MLST8;MTOR;CDK1;PRR5;ATM;DAXX,C2:CP:REACTOME,reactome,primary_adjacent_state,Regulation of Tp53 Expression and Degradation,negative,ETP_reference_balanced_threshold_2_24
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,7.488548959831618e-4,0.0014843638631270196,0.47727081536286214,-0.5818512940642964,-2.2579432743659624,17,MAN2A1;ST3GAL4;FUT8;B4GALT2;B4GALT6;B4GALT5;ST6GAL1;B4GALT3;MGAT5;MGAT4B,C2:CP:REACTOME,reactome,primary_adjacent_state,n Glycan Antennae Elongation in the Medial Trans Golgi,negative,ETP_reference_balanced_threshold_2_24
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,7.564221644304627e-4,0.001496400368764611,0.47727081536286214,-0.3584733995294482,-1.87309638132926,48,NAPG;RABEPK;ARFRP1;COG2;NAPA;VPS53;NAA38;VPS51;VPS54;SYS1;ARL1;RHOBTB3;SCOC;NSF;VTI1A;STX10,C2:CP:REACTOME,reactome,primary_adjacent_state,Retrograde Transport at the Trans Golgi Network,negative,ETP_reference_balanced_threshold_2_24
REACTOME_RAF_ACTIVATION,7.956068671805186e-4,0.0015708135582794855,0.47727081536286214,-0.40419273510552217,-1.9277366610810507,34,YWHAB;PHB1;CALM1;MAP3K11;HRAS;PPP1CC;SRC;MAP2K1;PPP2R1A;MAP2K2,C2:CP:REACTOME,reactome,primary_adjacent_state,Raf Activation,negative,ETP_reference_balanced_threshold_2_24
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION,7.988563317866852e-4,0.001574124386059984,0.47727081536286214,-0.32478940169241616,-1.7529305900557979,57,H2AX;H4C3;H3C1;H3-3A;H2AC14;TAF1A;H3C3;SUV39H1;H3C8;H3C7;H4C9;TAF1D;H3C2;H2BC12;H4C8;H2BC9;H4C2;H2AJ;H2BC21;H2AC20;H3C10;H2AC4;H4C4;H3-3B;TAF1B;H4C5;H4C16;H2BC3;TAF1C;H2AC8;H2BC17;H3C14,C2:CP:REACTOME,reactome,primary_adjacent_state,Sirt1 Negatively Regulates Rrna Expression,negative,ETP_reference_balanced_threshold_2_24
REACTOME_SIGNALING_BY_NTRKS,9.310960353718538e-4,0.001831094560721465,0.47727081536286214,-0.241865258144553,-1.5312405018857302,123,BAX;YWHAB;AP2S1;MAPK12;MAP2K5;FURIN;NAB1;HRAS;SRC;CLTA;MAPKAPK3;PTPRS;MAPK14;TIAM1;MAP2K1;AP2A1;PPP2R1A;AP2M1;DUSP3;MAP2K2;PTPN11;PCSK6;BDNF;RAP1A;ID1;ELK1;PCSK5;MEF2C;CDK5R1;SHC3;RHOA;AP2A2;CRK;SHC1;DUSP7;MAPK3;NELFB;GAB1;CHD4;CREB1;TCF12;KRAS;RAC1,C2:CP:REACTOME,reactome,primary_adjacent_state,Signaling by Ntrks,negative,ETP_reference_balanced_threshold_2_24
REACTOME_SIGNALING_BY_EGFR,9.732003680908371e-4,0.0019101442518802507,0.47727081536286214,-0.31852999692948064,-1.7048605076204852,53,RPS27A;PTPN3;AAMP;SH3KBP1;UBA52;EPS15L1;EPN1;HRAS;SRC;PTPN12;HGS;STAM;CDC42;PTPN11;ADAM12,C2:CP:REACTOME,reactome,primary_adjacent_state,Signaling by Egfr,negative,ETP_reference_balanced_threshold_2_24
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,0.0010102007246839246,0.0019788863510931676,0.45505986738722953,-0.5483069908090733,-2.0692491467116487,16,GALK1;DPM2;GALE;NUS1;DOLK;DPM3;GNE;DHDDS;GALT;PMM2;DPM1,C2:CP:REACTOME,reactome,primary_adjacent_state,Diseases Associated with Glycosylation Precursor Biosynthesis,negative,ETP_reference_balanced_threshold_2_24
REACTOME_SIGNALING_BY_FGFR,0.0010911087793865268,0.0021332029065740496,0.45505986738722953,-0.28808634581012477,-1.6209814258818793,74,RPS27A;POLR2F;POLR2I;POLR2J;FGFRL1;HNRNPF;PTBP1;HNRNPM;POLR2L;POLR2E;UBA52;POLR2K;HRAS;SRC;POLR2G;FGF5;PPP2R1A;POLR2H;GTF2F2;PTPN11;POLR2D;NCBP2;RBFOX2;HNRNPH1;TIAL1;NCBP1,C2:CP:REACTOME,reactome,primary_adjacent_state,Signaling by Fgfr,negative,ETP_reference_balanced_threshold_2_24
REACTOME_OLFACTORY_SIGNALING_PATHWAY,0.0010934109678462057,0.0021335368008071186,0.45505986738722953,0.569353975252942,1.7988543163432211,28,OR1L8;OR14A2;OR1B1;OR4D9;OR2M3;OR2A42;LHX2;CNGB1;OR56A3;REEP1;GNAL;CNGA4;OR2T8;OR51I2;OR51B2,C2:CP:REACTOME,reactome,primary_adjacent_state,Olfactory Signaling Pathway,positive,ETP_reference_balanced_threshold_2_24
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,0.0011698982121549576,0.0022783426271733706,0.45505986738722953,-0.3584018721488043,-1.8353025778752163,43,UXS1;HYAL3;B3GALT6;B3GAT3;ARSB;CHPF2;CHST14;DSEL;B4GALT7;CHST11;CHSY3;SDC3;DCN;VCAN;SDC4;GPC1;XYLT2;CSGALNACT2;BGN,C2:CP:REACTOME,reactome,primary_adjacent_state,Chondroitin Sulfate Dermatan Sulfate Metabolism,negative,ETP_reference_balanced_threshold_2_24
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,0.0011900909803436526,0.0023131671287844584,0.45505986738722953,-0.3197931290569722,-1.7130186146046849,54,POLR2F;POLR2I;CEP43;POLR2J;BCR;POLR2L;POLR2E;POLR2K;HRAS;POLR2G;CUX1;FGF5;STAT5B;FGFR1OP2;POLR2H;GTF2F2;STAT5A;POLR2D;NCBP2;NCBP1;BAG4,C2:CP:REACTOME,reactome,primary_adjacent_state,Signaling by Fgfr in Disease,negative,ETP_reference_balanced_threshold_2_24
REACTOME_CA_DEPENDENT_EVENTS,0.0012256550404145447,0.0023776757663855797,0.45505986738722953,-0.39132579989547656,-1.8663697423666805,34,PRKACA;CALM1;ADCY3;PRKAR2A;ADCY7;PDE1C;CAMKK1;GRK2;PRKCD;CAMKK2;CAMK2G;CAMK4;PRKX;ADCY6,C2:CP:REACTOME,reactome,primary_adjacent_state,Ca Dependent Events,negative,ETP_reference_balanced_threshold_2_24
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,0.0012834709855290582,0.0024850182911307296,0.45505986738722953,0.5658847671859512,1.7759452282637695,27,CXCL13;XCL1;ACKR2;CCL28;CCR1;ACKR3;CXCL5;CCR10;CXCL9;ACKR4;CXCR5;CXCL12;CCR7,C2:CP:REACTOME,reactome,primary_adjacent_state,Chemokine Receptors Bind Chemokines,positive,ETP_reference_balanced_threshold_2_24
REACTOME_INSULIN_RECEPTOR_RECYCLING,0.0012888769443728386,0.0024906676087204853,0.45505986738722953,-0.4173097096953111,-1.8883326110091376,28,ATP6V0A2;ATP6V0B;INSR;ATP6V1F;PTPN1;ATP6AP1;ATP6V0E1;TCIRG1;ATP6V1E1;ATP6V0D1;ATP6V0C,C2:CP:REACTOME,reactome,primary_adjacent_state,Insulin Receptor Recycling,negative,ETP_reference_balanced_threshold_2_24
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,0.0012996132124766528,0.0025065757720407118,0.45505986738722953,-0.43099734725500527,-1.9894765126863725,30,RPS27A;UBE2L3;FADD;STUB1;CDC37;UBA52;HSP90AA1;TRAF2,C2:CP:REACTOME,reactome,primary_adjacent_state,Ripk1 Mediated Regulated Necrosis,negative,ETP_reference_balanced_threshold_2_24
REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS,0.0013040779692391562,0.002510350090785376,0.45505986738722953,-0.4807899827330751,-2.0048790462871233,21,KPNB1;RPS27A;UBA52;HGS;CORO1A;TRIM27;RNF213;VPS33B;ENO1;DUSP16;MAPK3;GSK3A;KPNA1,C2:CP:REACTOME,reactome,primary_adjacent_state,Response of Mtb to Phagocytosis,negative,ETP_reference_balanced_threshold_2_24
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,0.0013116883354269454,0.0025201535964728835,0.45505986738722953,-0.4162551520654754,-1.8835607221305846,28,RPS27A;SLC37A4;TALDO1;GYG1;G6PC3;RPIA;ARSB;DCXR;UBA52,C2:CP:REACTOME,reactome,primary_adjacent_state,Diseases of Carbohydrate Metabolism,negative,ETP_reference_balanced_threshold_2_24
REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_THE_HUMAN_SILENCING_HUB_HUSH_COMPLEX,0.0013158222690835561,0.0025232530485682753,0.45505986738722953,-0.32384488210777146,-1.7547478638112377,60,H2AX;H4C3;H3C1;H3-3A;H2AC14;EHMT1;H3C3;H3C8;SETDB1;H3C7;H4C9;MPHOSPH8;H3C2;H2BC12;H4C8;H2BC9;H4C2;H2AJ;H2BC21;H2AC20;H3C10;H2AC4;H4C4;H3-3B;H4C5;H4C16;H2BC3;H2AC8;H2BC17;H3C14,C2:CP:REACTOME,reactome,primary_adjacent_state,Regulation of Endogenous Retroelements by the Human Silencing Hub Hush Complex,negative,ETP_reference_balanced_threshold_2_24
REACTOME_GPER1_SIGNALING,0.0014995710021423491,0.002870115818631915,0.45505986738722953,-0.37103676237369154,-1.8200564819877996,37,PRKACA;GNG11;ADCY3;PRKAR2A;GNG10;ADCY7;GNB4;SRC;GNG5;GNB2;ADCY6;SHC1;GNB1;GNG2,C2:CP:REACTOME,reactome,primary_adjacent_state,Gper1 Signaling,negative,ETP_reference_balanced_threshold_2_24
REACTOME_PEROXISOMAL_LIPID_METABOLISM,0.0017066010483405703,0.0032601291018872344,0.45505986738722953,-0.44311725366905375,-1.9581117930397387,26,ACOT8;DECR2;NUDT19;ACAA1;ECI2;AMACR;ACOX2;SLC25A17;ALDH3A2;SCP2;CROT,C2:CP:REACTOME,reactome,primary_adjacent_state,Peroxisomal Lipid Metabolism,negative,ETP_reference_balanced_threshold_2_24
REACTOME_SIGNALING_BY_ERBB2,0.0017281324758009779,0.003288708380754332,0.45505986738722953,-0.32232304416587854,-1.689750862165653,49,RPS27A;STUB1;CDC37;DIAPH1;CUL5;AKT2;UBA52;HSP90AA1;PRKCE;HRAS;SRC;PTPN12;PRKCD;PTPN18;NRG1;ERBB4,C2:CP:REACTOME,reactome,primary_adjacent_state,Signaling by Erbb2,negative,ETP_reference_balanced_threshold_2_24
REACTOME_DRUG_ADME,0.0017251432891950101,0.003288708380754332,0.45505986738722953,-0.29439591625822215,-1.6169637146923461,64,SLC29A1;GLYATL2;NME2;NME1;PNP;GMPS;HPRT1;ITPA;ABCC4;GSTP1;GUK1,C2:CP:REACTOME,reactome,primary_adjacent_state,Drug Adme,negative,ETP_reference_balanced_threshold_2_24
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.0017481743084392768,0.0033205360203941484,0.45505986738722953,-0.5430541444640297,-2.1073863126505654,17,PRKACA;CALM1;ADCY3;PRKAR2A;ADCY7,C2:CP:REACTOME,reactome,primary_adjacent_state,Pka Mediated Phosphorylation of Creb,negative,ETP_reference_balanced_threshold_2_24
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,0.0018433577376476603,0.0034946990442903557,0.45505986738722953,-0.3447307194961033,-1.790525279933861,47,AP2S1;CLTCL1;EPHB6;EFNB2;SRC;CLTA;TIAM1;AP2A1;CLTB;AP2M1;ACTB;PSENEN;EPHA2;ACTG1;NCSTN;EFNB1;LYN;AP2A2;APH1A,C2:CP:REACTOME,reactome,primary_adjacent_state,Eph Ephrin Mediated Repulsion of Cells,negative,ETP_reference_balanced_threshold_2_24
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS,0.0019136621863874168,0.003621126367814375,0.45505986738722953,-0.5088589200255407,-2.002989636768964,18,CFL1;PAK1;RHOC;ROCK1;LIMK1;MYL12B;RHOA;ROCK2,C2:CP:REACTOME,reactome,primary_adjacent_state,Rho Gtpases Activate Rocks,negative,ETP_reference_balanced_threshold_2_24
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,0.00197195134282345,0.0037243835738986295,0.4317076958033464,-0.5206419416841711,-1.964844351122651,16,RPS27A;UBA52;MAP2K1;TNIP2;CUL1;IKBKG;CHUK,C2:CP:REACTOME,reactome,primary_adjacent_state,Map3k8 Tpl2 Dependent Mapk1 3 Activation,negative,ETP_reference_balanced_threshold_2_24
REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN,0.0019942085682315056,0.003759327263276341,0.4317076958033464,-0.5814895840518436,-2.15706722646974,15,PRMT1;SRPK1;UBE2I;SUMO1;PARP14;PARP9;PARP16;GSK3A;PARP4;GSK3B;PARP6,C2:CP:REACTOME,reactome,primary_adjacent_state,Maturation of Sars Cov 2 Nucleoprotein,negative,ETP_reference_balanced_threshold_2_24
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,0.002068329603095703,0.003891725437403757,0.4317076958033464,-0.3781118679163413,-1.8368998489892516,36,GNG11;RGS19;ADCY3;GNG10;ADCY7;PRKCE;GNB4;PRKCD;RGS20;GNG5;GNB2;ADCY6;GNB1;GNG2,C2:CP:REACTOME,reactome,primary_adjacent_state,g Alpha z Signalling Events,negative,ETP_reference_balanced_threshold_2_24
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,0.00209173899538824,0.0039275170931837204,0.4317076958033464,-0.4161991827688898,-1.9211684340786928,30,RPS27A;PARP1;HDAC1;UBA52;UBE2D3;WWTR1;MAPK3;STAT1;TGIF2;UBE2D1;SNW1;PPM1A;RNF111;SMAD4;SERPINE1;UBC;UBB;SMAD3;MAPK1;NCOR2;SKIL;TGIF1;SMAD2;TRIM33;NCOR1;SKI;SMAD7;USP9X;SMURF2;NEDD4L,C2:CP:REACTOME,reactome,primary_adjacent_state,Downregulation of Smad2 3 Smad4 Transcriptional Activity,negative,ETP_reference_balanced_threshold_2_24
REACTOME_PYRUVATE_METABOLISM,0.0020951989288312753,0.0039275170931837204,0.4317076958033464,-0.3276480672499579,-1.6852607165140943,45,MPC1;LDHB;GLO1;RPS27A;VDAC1;PDHA1;UBA52;PDHB;DLAT;ME1;DLD;PC,C2:CP:REACTOME,reactome,primary_adjacent_state,Pyruvate Metabolism,negative,ETP_reference_balanced_threshold_2_24
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS,0.0021336615140747574,0.003992140515119313,0.4317076958033464,-0.57866474870369,-2.146588346165098,15,GNG11;GNG10;GNB4;GNG5;GNB2;GNB1;GNG2;PLCB2;GNB5;PLCB3;GNG4,C2:CP:REACTOME,reactome,primary_adjacent_state,Presynaptic Function of Kainate Receptors,negative,ETP_reference_balanced_threshold_2_24
REACTOME_SPHINGOLIPID_METABOLISM,0.0021956396011893306,0.004100438882071866,0.4317076958033464,-0.254311701552188,-1.497167424373238,95,PPM1L;B4GALNT1;SPHK2;SPHK1;ASAH1;PRKD1;ARSB;CSNK1G2;ORMDL1;CERK;VAPB;SUMF2;PRKD2;CERS2;SMPD4;ST3GAL2;GBA2;KDSR;B4GALT6;B4GALT5;ORMDL2;SPTSSA;DEGS1;CYB5B;ABCG2,C2:CP:REACTOME,reactome,primary_adjacent_state,Sphingolipid Metabolism,negative,ETP_reference_balanced_threshold_2_24
