Feature_ID,Metabolite,log2FC_2N_G_vs_2N_C,p_2N_G_vs_2N_C,log2FC_4N_G_vs_4N_C,p_4N_G_vs_4N_C,Differential_response_2N_minus_4N,p_interaction,Order_category,Response_category,cat_order
4-Pyridoxate | row_272,4-Pyridoxate,0.1488048503181698,0.5888954132714901,0.34455798625319645,0.07771904670033908,-0.19575313593502663,0.523816185203704,No strong response,No strong response,99
Phenylacetic acid,Phenylacetic acid,-0.1411410973819649,0.2889051319933752,0.05655669000960373,0.6377713623264902,-0.19769778739156862,0.2484890352351097,No strong response,No strong response,99
CDP-ethanolamine | row_274,CDP-ethanolamine,0.33952784685725135,0.0022117784727864543,-0.16307485680355072,0.14266221429952347,0.5026027036608021,0.0008225190488868035,No strong response,No strong response,99
Taurocholic acid (TCA);Taurocholic acid,Taurocholic acid (TCA);Taurocholic acid,0.7887432931204792,0.0001402854613185402,0.778371018770784,0.018190789972220896,0.010372274349695232,0.9674757913698013,No strong response,No strong response,99
Petroselinic acid;Elaidic acid;Oleate | row_276,Petroselinic acid;Elaidic acid;Oleate,-0.24318003814647327,0.40892483542130836,-0.35571538785935886,0.5131138311992552,0.11253534971288559,0.8427671406494764,No strong response,No strong response,99
Sphinganine,Sphinganine,0.45742280080538045,0.049993322509045965,0.28727271549042754,0.180196899255151,0.1701500853149529,0.4914339510903204,No strong response,No strong response,99
Alpha-Hydroxyisobutyrate;2-Hydroxybutyric acid,Alpha-Hydroxyisobutyrate;2-Hydroxybutyric acid,0.045573713509135416,0.7377762194240272,0.10397307063217909,0.16283878094761955,-0.05839935712304367,0.6941597488499152,No strong response,No strong response,99
L-Lysine | row_279,L-Lysine,-0.3589011723254778,0.20337529820367833,-0.07593482031427001,0.6403738766400078,-0.2829663520112078,0.3213355797922546,No strong response,No strong response,99
L-2-phosphoglyceric acid,L-2-phosphoglyceric acid,0.39451014906317994,0.01665901947988485,0.33350560111059124,0.11350398061856445,0.061004547952588695,0.7718118501764667,No strong response,No strong response,99
3-Amino-5-Hydroxybenzoic acid,3-Amino-5-Hydroxybenzoic acid,-0.36368446805227705,0.06597909620986973,-0.1363012741900107,0.5218178227178192,-0.22738319386226635,0.39424389949292377,No strong response,No strong response,99
Cyclic ADP-ribose | row_282,Cyclic ADP-ribose,-0.386279046906953,0.01537703369177101,-0.43495373622655364,3.3528091717350974e-05,0.04867468931960062,0.6510203581795735,No strong response,No strong response,99
Leucine | row_283,Leucine,-0.07978433406364971,0.5627045170487468,0.041584270717873295,0.5364052910545056,-0.121368604781523,0.402036874835912,No strong response,No strong response,99
Ferulate,Ferulate,-0.02996344221176983,0.40446949340813354,0.039325491843513305,0.2750234885621206,-0.06928893405528314,0.15999720057891462,No strong response,No strong response,99
Phosphocreatine | row_285,Phosphocreatine,-0.0972182916860369,0.18566181227287112,0.16137392859464228,0.001117287437990976,-0.2585922202806792,0.002533395164385896,No strong response,No strong response,99
N-Acetyl-L-Aspartic acid | row_286,N-Acetyl-L-Aspartic acid,-0.20394234440148296,0.18057972165324485,-0.20165507555120854,0.14329261357671763,-0.0022872688502744154,0.9895269712127119,No strong response,No strong response,99
NAD | row_287,NAD,-0.4337746845349102,0.008594412028636436,-0.467035855196265,0.0002350858253898966,0.03326117066135481,0.743854389141131,No strong response,No strong response,99
Pyridoxal | row_288,Pyridoxal,0.06516574571858769,0.5938076571348769,0.06417968315342293,0.703122314801695,0.000986062565164758,0.9961002872277799,No strong response,No strong response,99
D-(-)-3-phosphoglyceric acid,D-(-)-3-phosphoglyceric acid,0.3127372461614151,0.17029321944899675,0.38600155568816774,0.10361342157215239,-0.07326430952675267,0.7956839367784433,No strong response,No strong response,99
L-Lysine | row_290,L-Lysine,0.026584207247349667,0.7605512987843465,0.0943701531498462,0.0574590928373337,-0.06778594590249654,0.46997349927004717,No strong response,No strong response,99
7-Methylguanine,7-Methylguanine,-0.47722232919835506,0.3431538523087578,-0.9958715421394828,0.015919621649862322,0.5186492129411278,0.3539812840979239,No strong response,No strong response,99
Linoleate,Linoleate,0.3219206820961169,0.21453392233511764,0.5060116483353525,0.12079793026468937,-0.1840909662392356,0.6061571501328886,No strong response,No strong response,99
Phosphocreatine | row_293,Phosphocreatine,-0.09350341252337557,0.2694445642105652,0.1558106752055579,0.1366112042052869,-0.2493140877289335,0.04747802090924921,No strong response,No strong response,99
L-Methionine | row_294,L-Methionine,-0.17770528167629962,0.5545715262360633,-0.018285397363285938,0.9298402105557757,-0.15941988431301368,0.6480159983386722,No strong response,No strong response,99
L-Argininosuccinate | row_295,L-Argininosuccinate,0.10276708442323468,0.4745719548894364,0.14312364489698126,0.23657606819535934,-0.04035656047374658,0.8104772979578443,No strong response,No strong response,99
GTP | row_296,GTP,0.040766585822774815,0.8570134029932849,-0.2624436356204374,0.18107620024158003,0.3032102214432122,0.29446414295967543,No strong response,No strong response,99
L-Arginine | row_297,L-Arginine,-0.15109119859653575,0.35017822014570626,0.01569614902398797,0.9030006598120462,-0.16678734762052372,0.3910988173201759,No strong response,No strong response,99
L-Isoleucine | row_298,L-Isoleucine,0.03374741670007353,0.882629052193828,-0.050954469544826964,0.6149483971125853,0.08470188624490049,0.718658550273987,No strong response,No strong response,99
Cytidine 5'-diphosphate | row_299,Cytidine 5'-diphosphate,0.038889637655142195,0.8570643434282617,0.16136361733363813,0.1538237128407257,-0.12247397967849594,0.5976882839048518,No strong response,No strong response,99
2-Hydroxystearate;12-Hydroxystearic acid,2-Hydroxystearate;12-Hydroxystearic acid,-0.30285667246231895,0.07984167804433182,-0.527099479580361,0.3810747774909873,0.224242807118042,0.6821863322989108,No strong response,No strong response,99
Glycolate,Glycolate,0.07247002578489159,0.28909043458446526,-0.1810037516249139,0.012967851391943463,0.2534737774098055,0.007175734110253255,No strong response,No strong response,99
L-Tyrosine | row_302,L-Tyrosine,-0.30744803752712,0.2077495918306262,-0.3090660340853404,0.05213866596450517,0.0016179965582203693,0.9945785499860476,No strong response,No strong response,99
Histidine,Histidine,0.2889656040038595,0.27508290232773647,-0.07158564191350791,0.4860681222515869,0.3605512459173674,0.17069803868872213,No strong response,No strong response,99
N-Acetyl-L-glutamic acid | row_304,N-Acetyl-L-glutamic acid,-0.54856382942857,0.012382346128452683,-0.26739731156033386,0.052422569528023676,-0.2811665178682361,0.1635496473312094,No strong response,No strong response,99
Pterin | row_305,Pterin,-0.07727338255652683,0.5674512073679686,-0.18428477519788444,0.12843732118841514,0.10701139264135762,0.5063950308100459,No strong response,No strong response,99
Nervonic acid,Nervonic acid,0.2646798075740975,0.1580121302794178,-0.45840333056249705,0.03888819941576754,0.7230831381365945,0.010277636738682781,No strong response,No strong response,99
Cholestenone,Cholestenone,0.12925428309975828,0.2802239303651849,0.20632348943197165,0.20513223838855688,-0.07706920633221337,0.6782747586634525,No strong response,No strong response,99
Anthranilate,Anthranilate,-0.7391990637390862,0.004691819178404645,-0.5021850200065678,0.002448680711449676,-0.23701404373251833,0.24945262559632314,No strong response,No strong response,99
Pterin | row_309,Pterin,0.28723770344589994,0.07605079150804867,-0.2590455522105124,0.15565422054703404,0.5462832556564123,0.01784172591269485,No strong response,No strong response,99
L-Phenylalanine | row_310,L-Phenylalanine,-0.044746704914569335,0.7846591829768459,-0.109364586133605,0.23264207383767996,0.06461788121903567,0.7147004989558208,No strong response,No strong response,99
Guanosine diphosphate mannose | row_311,Guanosine diphosphate mannose,0.01596714444232461,0.94435206765622,-0.05190700639585799,0.8599297010159439,0.0678741508381826,0.8486176294315203,No strong response,No strong response,99
Cyclic ADP-ribose | row_312,Cyclic ADP-ribose,-0.4378341733194375,0.018799385484398568,-0.4779352268001702,0.0008408281123700544,0.040101053480732674,0.7560187633616073,No strong response,No strong response,99
3-Methyl-2-Oxovaleric acid;4-Methyl-2-Oxovaleric acid,3-Methyl-2-Oxovaleric acid;4-Methyl-2-Oxovaleric acid,-0.5861201044327693,0.054896012345906006,-0.38834789377197154,0.020534337325083057,-0.19777221066079775,0.4314422910742153,No strong response,No strong response,99
L-Phenylalanine | row_314,L-Phenylalanine,-0.00499733173103678,0.950609835358336,-0.06868464484488257,0.17771079843086413,0.06368731311384579,0.47612556101345527,No strong response,No strong response,99
Cholate,Cholate,-0.08827037704981677,0.03297879308573064,0.076302299005782,0.586085056617196,-0.16457267605559878,0.23841814031535927,No strong response,No strong response,99
Methyl acetoacetate;3-Methyl-2-oxobutanoic acid,Methyl acetoacetate;3-Methyl-2-oxobutanoic acid,-0.5530896087313835,0.029706988545737938,-0.3734248415650363,0.051595921556119036,-0.17966476716634716,0.44922085089326935,No strong response,No strong response,99
L-Isoleucine | row_317,L-Isoleucine,-0.5792955520210832,0.27078230572148254,-0.12100751863516379,0.09582651756485386,-0.4582880333859194,0.3138016621647418,No strong response,No strong response,99
L-Arginine | row_318,L-Arginine,-0.10280592998722682,0.3438725456282158,-0.05280672634453509,0.3855655039345494,-0.049999203642691725,0.6555590475785547,No strong response,No strong response,99
Heptanoic acid,Heptanoic acid,0.7432975659459657,0.004549971314124337,0.25895412509422755,0.12457671502207102,0.4843434408517382,0.04034289662709292,No strong response,No strong response,99
Aminoadipic acid | row_320,Aminoadipic acid,-0.08567048310511538,0.4629164301254147,-0.07402088060412737,0.1468993913959235,-0.01164960250098801,0.9221411331031077,No strong response,No strong response,99
Citrulline | row_321,Citrulline,-0.06261113001542995,0.5909268725897555,-0.18360214753677795,0.01956615980817997,0.120991017521348,0.34275710341702215,No strong response,No strong response,99
N-acetylneuraminate | row_322,N-acetylneuraminate,-0.634453488373584,0.004968635381405843,-0.2952870861859118,0.01873539722730185,-0.33916640218767213,0.060314327785208795,No strong response,No strong response,99
L-Tyrosine | row_323,L-Tyrosine,-0.1577529900364567,0.13823165045819344,-0.1934561123990477,0.00014316873379813553,0.03570312236259099,0.6951001458943733,No strong response,No strong response,99
Oxidized Glutathione | row_324,Oxidized Glutathione,0.05125118287556063,0.8210025957300675,0.28226600702812377,0.07068761469599154,-0.23101482415256314,0.3546594777924741,No strong response,No strong response,99
Indole-3-Acetaldehyde,Indole-3-Acetaldehyde,0.13487358409309635,0.42215441332222264,0.24919972026511772,0.3608283868221302,-0.11432613617202136,0.7011252512762707,No strong response,No strong response,99
GCDCA;Glycodeoxycholic acid (GDCA);Chenodeoxycholic acid glycine conjugate,GCDCA;Glycodeoxycholic acid (GDCA);Chenodeoxycholic acid glycine conjugate,0.6680467221267037,0.00044837799704423447,0.6310506104969775,0.020394156237837732,0.03699611162972616,0.8596807960067114,No strong response,No strong response,99
N-Acetylaspartylglutamic acid | row_327,N-Acetylaspartylglutamic acid,-0.3002950263162205,0.05930855679855979,-0.3879592013709434,0.017607590321160767,0.0876641750547229,0.6131998726863268,No strong response,No strong response,99
Leucine | row_328,Leucine,-0.010130460163907173,0.9281470954496818,-0.04821507979998785,0.4399829781280179,0.038084619636080674,0.7546444170003332,No strong response,No strong response,99
Gluconic acid,Gluconic acid,0.6780382019785307,0.36298039417509803,0.874621813591947,0.09368445211905971,-0.1965836116134163,0.8000061882985794,No strong response,No strong response,99
Oxidized Glutathione | row_330,Oxidized Glutathione,0.05115404218462416,0.7164480953713814,0.28657838698494587,0.000900438022640165,-0.2354243448003217,0.12275913640007992,No strong response,No strong response,99
Cytidine Triphosphate (CTP),Cytidine Triphosphate (CTP),0.20360717445056764,0.5861753789188097,-0.20295737506669198,0.4067321111564558,0.4065645495172596,0.34839892936925787,No strong response,No strong response,99
N-Acetylaspartylglutamic acid | row_332,N-Acetylaspartylglutamic acid,-0.49961577127817236,0.031033437153496587,-0.4851841898353726,0.0003596329788294135,-0.014431581442799768,0.9358210819353563,No strong response,No strong response,99
Hexadecanedioic acid | row_333,Hexadecanedioic acid,-0.4164952393444761,0.11821448405640458,-0.1319029156896505,0.5095733437718797,-0.28459232365482556,0.34653284043574106,No strong response,No strong response,99
Folic acid | row_334,Folic acid,-0.2428094273784822,0.31438607120298523,0.34562695008685296,0.4209248925018362,-0.5884363774653352,0.20573493067278067,No strong response,No strong response,99
5'-CMP | row_335,5'-CMP,-1.4146464029997077,0.010257885537573112,-0.4564632608553403,0.16630714594315413,-0.9581831421443674,0.04575352727210695,2N down,2N-specific response,1
Carnosine | row_336,Carnosine,0.11003145791332614,0.7334362182919054,0.5498605673129795,0.012610135436953012,-0.43982910939965336,0.21890448111024616,No strong response,No strong response,99
L-Serine | row_337,L-Serine,0.2113269000240443,0.16655620401898957,0.6427713646015896,0.0007858922321303356,-0.43144446457754526,0.02135623620505809,No strong response,No strong response,99
Adenine,Adenine,0.18122581692301054,0.019013646170811607,-0.20322317011645552,0.007931935255119371,0.38444898703946606,0.0002925762262113345,No strong response,No strong response,99
N-acetylneuraminate | row_339,N-acetylneuraminate,-0.8430613698850742,0.0031326471659909655,-0.4496003829307291,0.0032402294316059873,-0.39346098695434506,0.01954318846222274,No strong response,No strong response,99
N-Acetyl-L-glutamic acid | row_340,N-Acetyl-L-glutamic acid,-0.284255291146323,0.004657023327256548,-0.21314589860180533,0.0006406655184698379,-0.07110939254451765,0.33865501416957317,No strong response,No strong response,99
Methyl Jasmonate,Methyl Jasmonate,-0.0353146396754731,0.8294818902300118,0.09734640523476301,0.4036362676816731,-0.13266104491023611,0.49910286448609,No strong response,No strong response,99
Alpha-D-Galactose 1-phosphate;D-Fructose 6-Phosphate;Alpha-D-Glucose 1-phosphate,Alpha-D-Galactose 1-phosphate;D-Fructose 6-Phosphate;Alpha-D-Glucose 1-phosphate,0.38617286985315324,0.1398901881219023,0.09795588279528467,0.6722284627845323,0.2882169870578686,0.3447279267058175,No strong response,No strong response,99
Cholate;Hyocholic acid,Cholate;Hyocholic acid,0.32088411971804476,0.014787399897167179,0.18011267256152763,0.13491406627920957,0.14077144715651713,0.3002999507263908,No strong response,No strong response,99
Uridine 5'-diphosphoglucuronic acid,Uridine 5'-diphosphoglucuronic acid,-0.4833241198832603,0.08624177953074957,-0.2088493100324662,0.35694222192026986,-0.2744748098507941,0.36825829881679206,No strong response,No strong response,99
Glycocholate (GCA),Glycocholate (GCA),0.8599739391063217,0.00036510010292399185,0.7736462998620972,0.011324921625142056,0.08632763924422449,0.6845999248914507,No strong response,No strong response,99
4-Methylcatechol,4-Methylcatechol,0.6863837417984335,0.04764117052225272,0.4532422610523632,0.1575637057257158,0.23314148074607033,0.5626663993311465,No strong response,No strong response,99
Propylparaben,Propylparaben,0.021748282055156665,0.8142870322058866,0.06077763875117803,0.654145491840474,-0.03902935669602137,0.8010165419575631,No strong response,No strong response,99
D-Gulonic acid gama-lactone,D-Gulonic acid gama-lactone,0.7440972706310447,0.36696523192180064,0.9673952064477191,0.09702540731264642,-0.22329793581667445,0.7966618954174562,No strong response,No strong response,99
2-Keto-3-deoxy-6-phosphogluconic acid | row_349,2-Keto-3-deoxy-6-phosphogluconic acid,0.5820343117468028,0.03622844950494881,0.4445747329516845,0.0017717417649420904,0.13745957879511828,0.5331560097347912,No strong response,No strong response,99
Kynurenic acid,Kynurenic acid,0.04240023093289835,0.8724694304876703,0.2554333582741748,0.3092162561808878,-0.21303312734127644,0.5406920612473172,No strong response,No strong response,99
Uracil,Uracil,0.8078973230736679,0.4067679241695611,1.0996681771072758,0.19378807053424818,-0.2917708540336079,0.8020035384274314,No strong response,No strong response,99
"12,13-DiHOME | row_352","12,13-DiHOME",-0.10623355108695876,0.6416558108842267,0.17934809606138025,0.28326625471067224,-0.285581647148339,0.29580565888970867,No strong response,No strong response,99
L-Valine | row_353,L-Valine,0.04310579721843055,0.6982003188523586,-0.11116298189561746,0.08607635924213959,0.15426877911404802,0.20864620177609797,No strong response,No strong response,99
Acetyl-CoA | row_354,Acetyl-CoA,0.21427406477278055,0.23865838047516094,0.34028072686918165,0.05891936375660216,-0.1260066620964011,0.572111625953658,No strong response,No strong response,99
Malonate,Malonate,-0.34673740970887934,0.23588605565256193,-0.32675192000498754,0.3218385180917031,-0.0199854897038918,0.9599198895863945,No strong response,No strong response,99
Stearate,Stearate,0.21210482809832243,0.2812188856262079,0.05007239302247868,0.8358243494547806,0.16203243507584375,0.5819640009394249,No strong response,No strong response,99
Inosine 5'-Diphosphate,Inosine 5'-Diphosphate,1.4136557375843388,0.018569409047789174,1.5558861609138503,0.00018909209088433315,-0.14223042332951152,0.7191244401120904,Common up,Common gem response,4
Bis(2-ethylhexyl)phthalate;Nutriacholic acid,Bis(2-ethylhexyl)phthalate;Nutriacholic acid,0.1325574554448039,0.29397735485754933,0.016502857565097173,0.779678144895561,0.11605459787970673,0.3761197716871384,No strong response,No strong response,99
N-Acetyl-L-Phenylalanine;3-Phenylpropionylglycine | row_359,N-Acetyl-L-Phenylalanine;3-Phenylpropionylglycine,-0.0754631928252465,0.46768335014699763,-0.6440360019323776,0.00021767855637251768,0.5685728091071311,0.0002046245841543116,No strong response,No strong response,99
3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid | row_360,3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid,0.16416632700544298,0.34559428257522196,0.2537464725151892,0.1896604991997951,-0.08958014550974625,0.6928250722999865,No strong response,No strong response,99
3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid | row_361,3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid,0.2574184566833573,0.2736247798622446,0.15535417201078694,0.5322280680366872,0.10206428467257034,0.7424199483142616,No strong response,No strong response,99
Myristic acid,Myristic acid,0.0014997868522605984,0.9958904795026411,0.42227989806201904,0.05565863477354634,-0.42078011120975845,0.20262224400104722,No strong response,No strong response,99
Heptadecanoate;15-Methylpalmitate,Heptadecanoate;15-Methylpalmitate,0.6812713726207278,0.0022793609691836186,0.38766022603343586,0.028703004928013708,0.2936111465872919,0.10136637842679692,No strong response,No strong response,99
DL-Kynurenine | row_364,DL-Kynurenine,0.18081792277096298,0.387778782001233,0.15935208105197418,0.38965212652963577,0.0214658417189888,0.9326454127511745,No strong response,No strong response,99
N-Acetyl-b-glucosaminylamine,N-Acetyl-b-glucosaminylamine,0.4715776018298463,0.03489488971481802,0.20574175235709724,0.28915744552147427,0.2658358494727491,0.2744656261002535,No strong response,No strong response,99
Gamma-linolenic acid,Gamma-linolenic acid,0.3851828543543796,0.12288985407731946,0.7375100612396359,0.028206859098473983,-0.3523272068852563,0.30496513129939967,No strong response,No strong response,99
Uridine 5'-diphosphate | row_367,Uridine 5'-diphosphate,-0.30500374877299663,0.027536671674025008,0.03077178428903693,0.8234389737168953,-0.33577553306203356,0.05911139822981035,No strong response,No strong response,99
PE(16:0/16:0),PE(16:0/16:0),0.09668568436273972,0.41148267592524773,-0.24677219232279413,0.0414071506495403,0.34345787668553385,0.023565498046871355,No strong response,No strong response,99
Cytidine 5'-diphosphate | row_369,Cytidine 5'-diphosphate,0.17170960919013467,0.28820586411528565,0.23510199579955682,0.20408388408752542,-0.06339238660942215,0.778292847065338,No strong response,No strong response,99
Hydroxyoctanoic acid,Hydroxyoctanoic acid,0.7901038295633107,0.004185757271810886,0.30988966706415155,0.01068653580035094,0.48021416249915916,0.014898989457958575,No strong response,No strong response,99
Dipalmitoyl-Phosphatidylcholine,Dipalmitoyl-Phosphatidylcholine,-0.025188968242819243,0.8317121741842813,-0.18804767759973728,0.21666135519086946,0.16285870935691804,0.3729115687639036,No strong response,No strong response,99
Caprylic acid,Caprylic acid,0.4574270029263161,0.007006468478451049,-0.022220713584658824,0.9089599078925905,0.47964771651097493,0.04690981001435698,No strong response,No strong response,99
Allantoin,Allantoin,0.10619699150332451,0.7848153886976605,-0.4968457979803702,0.18573253548941954,0.6030427894836947,0.24804592269959408,No strong response,No strong response,99
Cytidine 5'-triphosphate (CTP),Cytidine 5'-triphosphate (CTP),0.30246674934719664,0.0770897185237598,-0.13099366634159537,0.5310694999374344,0.433460415688792,0.09685749830408391,No strong response,No strong response,99
5-Hydroxyindoleacetate | row_375,5-Hydroxyindoleacetate,0.3101673247900081,0.17405310049691936,0.21692702689379217,0.14851792007184983,0.0932402978962159,0.6883749360535265,No strong response,No strong response,99
Nonanoate,Nonanoate,0.8405984539553515,0.0020925259457859986,0.543262172161544,0.023675943485237928,0.29733628179380744,0.24143243913123047,No strong response,No strong response,99
2-Keto-3-deoxy-6-phosphogluconic acid | row_377,2-Keto-3-deoxy-6-phosphogluconic acid,0.5606547118168024,0.6287188871522255,-2.7817369052132843,0.02771948538320972,3.3423916170300867,0.024721520343265576,4N down,4N-specific response,3
Stearoylethanolamide,Stearoylethanolamide,0.6087640290523382,0.0012710304162770083,0.2591275756510534,0.16946460054666765,0.3496364534012848,0.07639753824391357,No strong response,No strong response,99
DHAP;Dihydroxyacetone phosphate (DHAP),DHAP;Dihydroxyacetone phosphate (DHAP),0.7956532986415219,0.003938847349694772,0.6846790476197668,0.04064593753734696,0.11097425102175507,0.6940584366482723,No strong response,No strong response,99
Threitol;Erythritol,Threitol;Erythritol,-0.4362231294576233,0.5232046722374525,-0.05814496960770654,0.7440770397675004,-0.3780781598499168,0.5609808138953508,No strong response,No strong response,99
Acetyl-CoA | row_381,Acetyl-CoA,0.29290022598978993,0.14617222496592866,0.40133451799398756,0.07779889609085819,-0.10843429200419763,0.6581563702665951,No strong response,No strong response,99
5-Hydroxyindoleacetate | row_382,5-Hydroxyindoleacetate,0.5626427324842034,0.12854234561885608,0.6408605835975472,0.07895844457974532,-0.07821785111334378,0.8396575459448687,No strong response,No strong response,99
Glycerol 2-phosphate,Glycerol 2-phosphate,0.6324118994839907,0.38407438649996734,0.44933905342269753,0.3780183201711875,0.18307284606129315,0.8174437361185918,No strong response,No strong response,99
DL-Kynurenine | row_384,DL-Kynurenine,0.3076739600144336,0.16681546496758118,0.22128224202712943,0.14415494388687594,0.08639171798730416,0.7045472470498602,No strong response,No strong response,99
4-Hydroxy-3-Methoxyphenylglycol,4-Hydroxy-3-Methoxyphenylglycol,0.22156495412169264,0.36525644868908497,0.18342958677809662,0.478592115309967,0.038135367343596016,0.908787903476548,No strong response,No strong response,99
Cytidine | row_386,Cytidine,-0.22572997255015181,0.6949687978456593,-0.5509171390103198,0.3186989629242526,0.325187166460168,0.660304124683603,No strong response,No strong response,99
8-Hydroxyoctanoate,8-Hydroxyoctanoate,0.6947076200456337,0.0014206341612412105,0.2575756122050805,0.04848159659719448,0.43713200784055317,0.012085084219543792,No strong response,No strong response,99
Diethyl 2-Methyl-3-Oxosuccinate,Diethyl 2-Methyl-3-Oxosuccinate,0.29425447428932827,0.038537394802884234,0.08938090110876473,0.5029537561011455,0.20487357318056354,0.21074165130812375,No strong response,No strong response,99
L-Serine | row_389,L-Serine,0.1743575311903207,0.23724711548004085,0.5403065863136867,0.0004193947791303544,-0.36594905512336595,0.02223163918801792,No strong response,No strong response,99
Adenosine 5'-monophosphate | row_390,Adenosine 5'-monophosphate,-1.1251889510891644,0.03270520414512068,-0.6028621281379678,0.037754949063412084,-0.5223268229511966,0.22784895529707538,2N down,2N-specific response,1
Hydrocinnamic acid | row_391,Hydrocinnamic acid,0.3258054966516237,0.12957619838157494,0.2178155250326128,0.16268659219920617,0.10798997161901092,0.6109431043915542,No strong response,No strong response,99
3-Methoxy-L-tyrosine,3-Methoxy-L-tyrosine,-0.682343688256319,0.21595251798114787,-0.973015188604764,0.16599744446272746,0.290671500348445,0.7023859851139009,No strong response,No strong response,99
GTP | row_393,GTP,-0.12892187513995168,0.7539597894663195,-0.18095345317231093,0.6088076017456701,0.05203157803235925,0.9202163276612372,No strong response,No strong response,99
Sphingomyelin,Sphingomyelin,0.6745151704420493,0.00026732658526557664,0.19337556631738373,0.06302551102079038,0.4811396041246656,0.0014492091154818052,No strong response,No strong response,99
1-Methylnicotinamide,1-Methylnicotinamide,0.024685990677877356,0.8962801988263318,0.4043384958800047,0.01205986010007144,-0.37965250520212734,0.09059094364362448,No strong response,No strong response,99
Omega-hydroxydodecanoic acid;3-Hydroxydodecanoic acid,Omega-hydroxydodecanoic acid;3-Hydroxydodecanoic acid,0.590510511128091,0.008497608367180024,0.24590638673327447,0.0875972045274766,0.3446041243948166,0.09219227859508035,No strong response,No strong response,99
Propionate,Propionate,0.34269672991554145,0.15197006220180806,0.01941138113472718,0.8504930436923538,0.3232853487808143,0.1421926096023813,No strong response,No strong response,99
10-Hydroxydecanoate;(R)-3-Hydroxydecanoic acid,10-Hydroxydecanoate;(R)-3-Hydroxydecanoic acid,1.0500762841755886,0.006437991905806426,0.4028810431716181,0.06359687945115004,0.6471952410039705,0.04925771913956658,2N up,2N-specific response,0
Ribose 1-phosphate,Ribose 1-phosphate,0.891933103086874,0.0023222964997309343,0.356057877276843,0.147078632935116,0.535875225810031,0.0597848099922239,No strong response,No strong response,99
NADP | row_400,NADP,-0.0075674401458840634,0.9631800598814366,0.3440563336814293,0.04083175848488905,-0.35162377382731336,0.10832621982870068,No strong response,No strong response,99
17-Methyloctadecanoic acid,17-Methyloctadecanoic acid,0.5466056597357642,0.005666283015799791,0.0398092645043171,0.7835310793555297,0.5067963952314471,0.01595865700242413,No strong response,No strong response,99
Arachidic acid,Arachidic acid,0.4310887579242966,0.04101528408807961,0.014443809708758693,0.9564065140225502,0.4166449482155379,0.17094073165778315,No strong response,No strong response,99
L-Methionine | row_403,L-Methionine,-0.11162217756066184,0.5456856300638816,-0.4069931371077935,0.08865558068019481,0.29537095954713166,0.2798653197398216,No strong response,No strong response,99
N-Acetyl-Glucosamine-6-phosphate | row_404,N-Acetyl-Glucosamine-6-phosphate,1.3990071574062704,0.0012858758820149087,0.7039530048957392,0.019193703311638,0.6950541525105312,0.04603208091816036,2N up,2N-specific response,0
NADP | row_405,NADP,-0.04821280722092425,0.50529327341712,0.12812568968393734,0.46123703658693826,-0.17633849690486159,0.33495199804677006,No strong response,No strong response,99
2-Hydroxymyristic acid;3-Hydroxytetradecanoic acid,2-Hydroxymyristic acid;3-Hydroxytetradecanoic acid,0.18325008646084484,0.1991610882292267,0.1968187366057954,0.04121967998605894,-0.013568650144950567,0.927651765243919,No strong response,No strong response,99
6-Oxopiperidine-2-carboxylic acid | row_407,6-Oxopiperidine-2-carboxylic acid,-0.13122632296871473,0.3027151517365981,-0.21541015987586576,0.32722725911173184,0.08418383690715103,0.7225535378864228,No strong response,No strong response,99
Xylulose 5-phosphate;Ribose 1-phosphate,Xylulose 5-phosphate;Ribose 1-phosphate,0.8764355677015772,0.0032266404220461986,0.17711669459945512,0.21506294742200674,0.699318873102122,0.0032989017895359986,No strong response,No strong response,99
3-Hydroxy-3-methylglutarate,3-Hydroxy-3-methylglutarate,0.19558812258397396,0.054509162576371735,-0.15639739208014092,0.06340763126031715,0.3519855146641149,0.004476025833120415,No strong response,No strong response,99
2-Methylpropanoate,2-Methylpropanoate,-0.09501677059819613,0.8209738149148578,0.18732710652335172,0.5205682189446229,-0.28234387712154785,0.5662125970805305,No strong response,No strong response,99
N-Methyl-L-Glutamate | row_411,N-Methyl-L-Glutamate,-0.5342784707981636,0.3792344347394824,0.09622607383348836,0.6607294883787268,-0.630504544631652,0.2835773420958213,No strong response,No strong response,99
4-Hydroxycyclohexylcarboxylic acid,4-Hydroxycyclohexylcarboxylic acid,0.43850590998120254,0.01987362042113069,0.03909230391869656,0.8149426583654314,0.399413606062506,0.07799997369377254,No strong response,No strong response,99
13-Methylmyristic acid,13-Methylmyristic acid,0.5043004975732615,0.044100583514403345,0.6193818223624703,0.0026791612985411343,-0.11508132478920885,0.5610604537749155,No strong response,No strong response,99
Guanosine diphosphate mannose | row_414,Guanosine diphosphate mannose,0.47608423131607935,0.019059442599554267,-0.03149032221138626,0.7931120715539015,0.5075745535274656,0.008799684662606057,No strong response,No strong response,99
Sn-glycerol 3-phosphate | row_415,Sn-glycerol 3-phosphate,0.28909385672881527,0.058226196003860586,-0.1617556544541543,0.37839350119537585,0.45084951118296956,0.04464356000382211,No strong response,No strong response,99
