DATASET	NLME_RESULT_ID	NLME_CURVE_ID	COSMIC_ID	CELL_LINE_NAME	SANGER_MODEL_ID	TCGA_DESC	DRUG_ID	DRUG_NAME	PUTATIVE_TARGET	PATHWAY_NAME	COMPANY_ID	WEBRELEASE	MIN_CONC	MAX_CONC	LN_IC50	AUC	RMSE	Z_SCORE	CELL_LINE_NAME_RAW	CELL_LINE_KEY	selected	selection_reason	selection_sort_columns
GDSC2	401	19135925	1240185	NCIH1944	SIDM00762	LUAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.407203	0.418721	0.132446	0.242419	NCI-H1944	NCIH1944	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19136206	1240186	NCIH196	SIDM00761	SCLC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-1.103753	0.801484	0.206327	2.33357	NCI-H196	NCIH196	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19136489	1240187	NCIH2023	SIDM00753	LUAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-3.843079	0.481235	0.15204	0.599521	NCI-H2023	NCIH2023	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19136765	1240189	NCIH211	SIDM00704	SCLC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.129814	0.308751	0.071378	-0.215009	NCI-H211	NCIH211	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19137040	1240190	NCIH3122	SIDM00137	LUAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.901916	0.360808	0.151475	-0.070745	NCI-H3122	NCIH3122	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19137497	1240192	NCIH841	SIDM01134	SCLC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.822132	0.361988	0.083267	-0.02024	NCI-H841	NCIH841	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19137932	1240196	OSC20	SIDM00565	HNSC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-3.854307	0.479422	0.17126	0.592413	OSC-20	OSC20	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19138215	1240197	OV90	SIDM01141	OV	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-2.950661	0.574346	0.194551	1.16444	OV-90	OV90	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19138495	1240198	OVISE	SIDM00564	OV	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.325959	0.424432	0.190869	0.293848	OVISE	OVISE	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19138948	1240200	OVMIU	SIDM00465	OV	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.828856	0.384896	0.133388	-0.024496	OVMIU	OVMIU	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19139227	1240201	PATU8988T	SIDM00453	PAAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.478863	0.283659	0.104393	-0.435964	PA-TU-8988T	PATU8988T	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19140218	1240209	RERFGC1B	SIDM00358	STAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.325394	0.420031	0.114477	0.294205	RERF-GC-1B	RERFGC1B	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19140499	1240210	RH41	SIDM00426	UNCLASSIFIED	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.327196	0.282601	0.120847	-0.339956	RH-41	RH41	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19140780	1240212	SISO	SIDM00394	CESC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.000989	0.337514	0.093311	-0.13346	SISO	SISO	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19141063	1240215	SKN	SIDM00377	UNCLASSIFIED	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.492113	0.408198	0.205046	0.188669	SKN	SKN	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19141343	1240217	SNU398	SIDM01181	LIHC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-6.07537	0.227972	0.047932	-0.813565	SNU-398	SNU398	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19141624	1240218	SU8686	SIDM01188	PAAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-3.083451	0.56402	0.198754	1.080381	SU8686	SU8686	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19141905	1240219	SUIT2	SIDM00371	PAAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-3.107149	0.561897	0.144018	1.06538	SUIT-2	SUIT2	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19142365	1240221	TC71	SIDM00419	UNCLASSIFIED	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-6.162307	0.186244	0.062813	-0.868599	TC-71	TC71	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19142645	1240222	TOV21G	SIDM01169	OV	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.458297	0.30459	0.125605	-0.422945	TOV-21G	TOV21G	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19142926	1240223	TT2609C02	SIDM00418	THCA	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-2.235604	0.641352	0.162065	1.617086	TT2609-C02	TT2609C02	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19143387	1240226	WM278	SIDM00975	SKCM	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.646096	0.39582	0.220093	0.091195	WM278	WM278	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19143665	1247871	SUPB15	SIDM01176	ALL	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-7.765787	0.040053	0.057318	-1.883634	SUP-B15	SUPB15	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19143952	1247873	H3255	SIDM00046	LUAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.241764	0.44261	0.187148	0.347145	H3255	H3255	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19144379	1290455	OCIAML3	SIDM00462	LAML	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.781906	0.234145	0.041269	-0.627797	OCI-AML3	OCIAML3	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19144653	1290722	ASH3	SIDM00491	THCA	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.769549	0.24982	0.148679	-0.619974	ASH-3	ASH3	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19144907	1290724	BICR10	SIDM00077	HNSC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.035311	0.34617	0.113296	-0.155187	BICR10	BICR10	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19145356	1290730	CAL29	SIDM00936	BLCA	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.629183	0.261388	0.132619	-0.53112	CAL-29	CAL29	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19145637	1290765	CAL78	SIDM00929	UNCLASSIFIED	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.547193	0.393663	0.158012	0.153802	CAL-78	CAL78	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19146278	1290769	CL11	SIDM00944	COREAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-2.321256	0.633693	0.137117	1.562866	CL-11	CL11	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19146523	1290795	CS1	SIDM00199	UNCLASSIFIED	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.568341	0.400019	0.152368	0.140415	CS1	CS1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19146802	1290797	DANG	SIDM00950	PAAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.946001	0.237497	0.06224	-0.731672	DAN-G	DANG	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19147084	1290798	EFM192A	SIDM01002	BRCA	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-3.424228	0.530694	0.09046	0.864662	EFM-192A	EFM192A	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19147538	1290807	G292CLONEA141B1	SIDM00858	UNCLASSIFIED	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-0.94601	0.78004	0.107653	2.433425	G-292-Clone-A141B1	G292CLONEA141B1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19147818	1290808	NCIH2369	SIDM00104	MESO	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-3.365789	0.538572	0.161487	0.901655	NCI-H2369	NCIH2369	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19148099	1290809	NCIH2373	SIDM00103	MESO	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.957195	0.266294	0.117869	-0.738758	NCI-H2373	NCIH2373	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19148382	1290810	NCIH2461	SIDM00102	MESO	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-1.150926	0.73868	0.202307	2.303709	NCI-H2461	NCIH2461	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19148662	1290812	NCIH2722	SIDM00099	MESO	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.300793	0.444569	0.195924	0.309778	NCI-H2722	NCIH2722	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19148945	1290813	NCIH2795	SIDM00154	MESO	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.02931	0.338254	0.099302	-0.151388	NCI-H2795	NCIH2795	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19149227	1290814	NCIH2818	SIDM00520	MESO	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.706616	0.380613	0.115869	0.052884	NCI-H2818	NCIH2818	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19149510	1290905	HCC1428	SIDM00881	BRCA	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-2.483833	0.623134	0.178668	1.459952	HCC1428	HCC1428	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19149808	1290908	HCC78	SIDM01068	LUAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.897841	0.362066	0.149666	-0.068165	HCC-78	HCC78	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19150091	1290922	HDQP1	SIDM01062	BRCA	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-6.756087	0.172363	0.106447	-1.244473	HDQ-P1	HDQP1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19150372	1295740	ALLSIL	SIDM00994	ALL	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.687878	0.230168	0.13277	-0.568275	ALL-SIL	ALLSIL	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19150650	1295741	AMO1	SIDM00993	MM	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-6.676355	0.126047	0.061499	-1.194002	AMO-1	AMO1	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19151200	1297446	DND41	SIDM00946	ALL	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.392766	0.26099	0.209194	-0.381463	DND-41	DND41	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19151480	1297447	EJM	SIDM01048	MM	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.803868	0.347699	0.188516	-0.008678	EJM	EJM	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19151765	1297449	FARAGE	SIDM00859	DLBC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-7.264064	0.072073	0.041538	-1.566034	Farage	FARAGE	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19152016	1298134	HELA	SIDM00846	CESC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.486138	0.3901	0.109965	0.192451	HeLa	HELA	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19152297	1298136	HPAC	SIDM00670	PAAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.343713	0.433073	0.212368	0.282609	HPAC	HPAC	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19153109	1298146	HUH1	SIDM00586	LIHC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-0.672842	0.804427	0.059576	2.606346	huH-1	HUH1	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19153390	1298151	JHH1	SIDM00618	LIHC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.805325	0.368555	0.145992	-0.009601	JHH-1	JHH1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19153852	1298157	JIMT1	SIDM01037	BRCA	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.409055	0.406514	0.253067	0.241246	JIMT-1	JIMT1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19154243	1298167	KMH2	SIDM00619	THCA	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-6.096533	0.196186	0.067903	-0.826962	KMH-2	KMH2	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19154664	1298169	KMRC20	SIDM00609	KIRC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.756194	0.372966	0.152154	0.0215	KMRC-20	KMRC20	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19155125	1298216	KP1N	SIDM00583	PAAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.308158	0.423661	0.135831	0.305116	KP-1N	KP1N	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19155406	1298218	KP2	SIDM00582	PAAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.171012	0.443557	0.154955	0.391933	KP-2	KP2	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19155689	1298219	KP3	SIDM00571	UNCLASSIFIED	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-2.388844	0.660468	0.205858	1.520081	KP-3	KP3	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19155969	1298222	KYSE50	SIDM00550	ESCA	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-3.978634	0.461124	0.209929	0.513712	KYSE-50	KYSE50	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19156250	1298223	LC1SQ	SIDM00300	LUSC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.484441	0.403162	0.130852	0.193525	LC-1-sq	LC1SQ	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19156531	1298226	LOUNH91	SIDM00341	LUSC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.478695	0.296578	0.149147	-0.435858	LOU-NH91	LOUNH91	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19156813	1298347	NCIH1435	SIDM00658	LUAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-0.618359	0.875802	0.183525	2.640835	NCI-H1435	NCIH1435	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19157091	1298348	NCIH1568	SIDM00750	LUAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-3.949753	0.470695	0.180264	0.531994	NCI-H1568	NCIH1568	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19157541	1298350	NCIH1781	SIDM00754	LUAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.309994	0.31372	0.130985	-0.329066	NCI-H1781	NCIH1781	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19158008	1298352	NCIH2135	SIDM00700	UNCLASSIFIED	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-0.141007	0.802887	0.228828	2.943009	NCI-H2135	NCIH2135	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19158618	1298357	NUGC4	SIDM00570	STAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-3.828314	0.484783	0.241932	0.608867	NUGC-4	NUGC4	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19158901	1298358	OCUM1	SIDM00568	STAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-3.207002	0.551723	0.232169	1.002171	OCUM-1	OCUM1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19159181	1298359	OE21	SIDM00478	ESCA	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.083072	0.337203	0.107487	-0.185421	OE21	OE21	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19159642	1298365	OVTOKO	SIDM00425	OV	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-4.118567	0.45073	0.261223	0.425131	OVTOKO	OVTOKO	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19159924	1298475	PANC0203	SIDM01139	PAAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-3.731187	0.494469	0.106693	0.670351	PANC-02-03	PANC0203	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19160375	1298526	PATU8902	SIDM00455	PAAD	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-5.046907	0.365194	0.224063	-0.162527	PA-TU-8902	PATU8902	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19160832	1298531	PCI4B	SIDM00043	HNSC	1911	Dactinomycin	RNA polymerase	Other	1046	Y	8e-04	0.8	-6.544551	0.176085	0.061868	-1.110566	PCI-4B	PCI4B	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
