Feature_ID,Metabolite,log2FC_2N_G_vs_C,FC_2N_G_vs_C,log2FC_4N_G_vs_C,FC_4N_G_vs_C,Differential_response_delta_log2FC_2N_minus_4N,p_interaction,FDR_interaction_BH
Phosphoenolpyruvic acid | row_435,Phosphoenolpyruvic acid,1.014531683747041,2.020246989923837,0.5360044309464662,1.4499512861045711,0.47852725280057484,0.09849716974957674,0.26983180690734027
Lauric acid,Lauric acid,-0.09407045757208721,0.9368756911190754,0.08875785861644303,1.0634541681729095,-0.18282831618853024,0.5487381064567393,0.7640247381934541
Rac-glycerol 1-myristate,Rac-glycerol 1-myristate,-0.5465457199330288,0.6846574595661213,0.22028443964608257,1.1649632462793162,-0.7668301595791114,0.08331189036993467,0.24273587811487138
Folic acid | row_438,Folic acid,0.003708120952683913,1.0025735795684971,0.30673065400898025,1.2369015320485497,-0.30302253305629634,0.2745291496035262,0.5101486559561589
Palmitate,Palmitate,-0.272595389269604,0.8278289521172891,0.16605259501892888,1.1219843829475222,-0.4386479842885329,0.2666138867013106,0.508266116836461
"1,2,3-Propanetricarboxylic acid","1,2,3-Propanetricarboxylic acid",0.23315123681970462,1.1753995383608349,0.21880640635528792,1.1637703588723447,0.014344830464416702,0.9776091574834808,0.9901963998545127
3-Hydroxyanthranilate | row_441,3-Hydroxyanthranilate,0.6114958397667678,1.5278425118301764,0.4556305025782308,1.3713820106016947,0.155865337188537,0.7178660845497944,0.8379490660501021
Formyl-l-methionyl peptide | row_442,Formyl-l-methionyl peptide,1.2711787704960749,2.4135868987596347,0.39661505593585034,1.3164156253691206,0.8745637145602245,0.021301865279830887,0.10285860702844304
Guanidinoacetate,Guanidinoacetate,-1.8342629172792861,0.28043475894103054,-1.6146425349876115,0.32654584692910604,-0.2196203822916747,0.19568179702708244,0.43159723456440613
Hypoxanthine | row_444,Hypoxanthine,5.4843009451414915,44.765051631127946,6.406430403413758,84.82575162997546,-0.9221294582722663,0.7214688860991089,0.8379490660501021
Formyl-l-methionyl peptide | row_445,Formyl-l-methionyl peptide,1.1390196673622093,2.202313218754618,0.25295763033163254,1.1916475772581638,0.8860620370305767,0.003299793616268027,0.030095816127749645
Thymidine 5'-monophosphate | row_446,Thymidine 5'-monophosphate,1.2539666214587761,2.3849625649524953,0.5640195113700877,1.4783824251538764,0.6899471100886885,0.2312998808954613,0.4730532358905629
Sn-glycerol 3-phosphate | row_447,Sn-glycerol 3-phosphate,1.0134723226865567,2.018764080945217,0.30046836543102984,1.2315441645586034,0.7130039572555269,0.06057043065358198,0.20133269907387816
"Fructose 1,6-bisphosphate | row_448","Fructose 1,6-bisphosphate",1.2741993950672885,2.4186456098882982,0.7824665556668666,1.7200691387117795,0.4917328394004219,0.2173197778468863,0.45387139444128466
Alpha-D-Galactose 1-phosphate;Alpha-D-Glucose 1-phosphate;D-Fructose 6-phosphate,Alpha-D-Galactose 1-phosphate;Alpha-D-Glucose 1-phosphate;D-Fructose 6-phosphate,1.4290897157184617,2.6927675863234564,0.2831358696950481,1.2168369521385232,1.1459538460234135,1.4107121901208165e-05,0.000951223076767179
"Fructose 1,6-bisphosphate | row_450","Fructose 1,6-bisphosphate",1.2984901703515206,2.4597133052318063,0.9413202197494499,1.9202847000504786,0.3571699506020707,0.36806906183362614,0.5966585100222457
Hexadecanedioic acid | row_451,Hexadecanedioic acid,-0.5102782115660567,0.7020870332530177,0.030845993863344745,1.0216110210207432,-0.5411242054294014,0.37219958518911295,0.5966585100222457
D-Sedoheptulose | row_452,D-Sedoheptulose,1.1330010429162414,2.193144762587397,0.32378979649462813,1.251614082734157,0.8092112464216132,0.001258361691455589,0.017992954517946292
L-Glutamine | row_453,L-Glutamine,-0.01420141427764321,0.9902046200743551,0.3862105841320016,1.3069560108470868,-0.4004119984096448,0.017576217941087657,0.09017363987166711
1-Methyladenosine,1-Methyladenosine,-0.6478844559813641,0.6382154964154463,-2.1351043892591317,0.22765098563220784,1.4872199332777676,0.013053555620471545,0.0789907468315714
D-Mannose 6-phosphate | row_455,D-Mannose 6-phosphate,1.1691387049745394,2.2487740409615697,0.007712017801306814,1.0053598764117582,1.1614266871732326,0.19364837851178476,0.4311416729130302
L-Glutamine | row_456,L-Glutamine,0.20362752135879703,1.1515902834832177,0.5154074315886064,1.4293977590478195,-0.31177991022980933,0.17439825252169225,0.3995921125739745
2-Deoxy-D-Glucose | row_457,2-Deoxy-D-Glucose,0.7294336261170322,1.657988070128637,-0.11705112187693345,0.9220704437815145,0.8464847479939657,0.00041591197724338515,0.008535237098212078
Ribothymidine,Ribothymidine,0.9997850722269419,1.9997020690330807,-0.019696834199638857,0.9864399717506774,1.0194819064265808,0.009360385315309125,0.06311574098322724
D-Tryptophan | row_459,D-Tryptophan,0.2874524771294844,1.2204832343707652,-0.5787645754620883,0.6695368771836416,0.8662170525915727,0.0015361780165441413,0.019677012607439547
D-Sedoheptulose | row_460,D-Sedoheptulose,0.92222230498664,1.895032124343731,0.013528783428480295,1.009421544021499,0.9086935215581597,0.0031786720101458455,0.030095816127749645
Guanine | row_461,Guanine,1.182250798933584,2.2693054329424376,3.040441404635704,8.227427478573297,-1.85819060570212,0.3851214070720005,0.612044795077388
3-Hydroxyanthranilate | row_462,3-Hydroxyanthranilate,0.879729067312633,1.8400297181600063,0.59635141027284,1.5118881477325083,0.283377657039793,0.279435981131518,0.516001683270296
D-Tryptophan | row_463,D-Tryptophan,0.38854408516375827,1.3090716700087586,-0.5193333670538394,0.697694145549121,0.9078774522175976,0.0001629755967317268,0.004524969509257355
S-(5'-adenosyl)-L-homocysteine | row_464,S-(5'-adenosyl)-L-homocysteine,-0.30928250145421643,0.8070430278310091,-0.3181203841902338,0.8021142319703622,0.008837882736017377,0.9836333830922673,0.9920405060246799
2-Deoxy-D-Glucose | row_465,2-Deoxy-D-Glucose,0.6974957804724422,1.6216874350258406,0.10658335104810135,1.076675388463376,0.5909124294243409,0.40989356710755215,0.6301946699503733
Galactitol,Galactitol,0.7159083402948028,1.6425170430594411,0.016981153672411153,1.0118399829927622,0.6989271866223916,0.03757898733812804,0.1453875575704626
Galactitol;Mannitol;D-Sorbitol,Galactitol;Mannitol;D-Sorbitol,0.7237358148390634,1.6514528894499172,-0.1327395495615029,0.9120978121197792,0.8564753644005663,5.255584634396217e-06,0.0006201589868587536
S-(5'-adenosyl)-L-homocysteine | row_468,S-(5'-adenosyl)-L-homocysteine,-0.3226480159476708,0.7996008905857835,-0.49916317175269853,0.7075170540154756,0.17651515580502775,0.7039830609251883,0.8313657515188351
Guanosine 5'-monophosphate | row_469,Guanosine 5'-monophosphate,0.27821080844358903,1.2126900059298986,-0.6136535828045169,0.6535395347805271,0.8918643912481059,0.08291179489713889,0.24273587811487138
Guanosine 5'-monophosphate | row_470,Guanosine 5'-monophosphate,0.5365944847251676,1.450544428932543,-0.554823630013928,0.6807402739056468,1.0914181147390956,0.03436289660671036,0.13862638631083155
Guanine | row_471,Guanine,2.2671861703215654,4.813833257491086,2.1982984830210874,4.589377507229179,0.068887687300478,0.9708907590145541,0.9855063188276764
