Feature_ID,Metabolite,log2FC_2N_G_vs_C,FC_2N_G_vs_C,log2FC_4N_G_vs_C,FC_4N_G_vs_C,Differential_response_delta_log2FC_2N_minus_4N,p_interaction,FDR_interaction_BH
N-Formylphenylalanine | row_143,N-Formylphenylalanine,-0.46114056132360304,0.7264117472699988,-0.30788145458437555,0.8078271535716943,-0.1532591067392275,0.020916021479804637,0.10283710560903946
Thymidine,Thymidine,-0.05924679081226003,0.9597650673222858,-0.31996691291633894,0.8010882497121051,0.2607201221040789,0.5182635756094895,0.7412739626899365
Homovanillate;3-(4-Hydroxyphenyl)lactate,Homovanillate;3-(4-Hydroxyphenyl)lactate,-0.35998810171147966,0.7791710056638755,-0.48563581491942287,0.7141822508732006,0.1256477132079432,0.2984675722017144,0.5368999119047594
L-Cysteic acid,L-Cysteic acid,-0.7919249275666687,0.5775729462224627,-0.35410874104462664,0.7823528108065902,-0.437816186522042,0.02651424504925417,0.1144768405047476
D-Ornithine;L-Ornithine,D-Ornithine;L-Ornithine,-0.24355939682850547,0.8446588092410466,0.36826089517134974,1.2907958952661833,-0.6118202919998552,0.036166654225373567,0.14250979432031888
Adenosine 5'-diphosphate | row_148,Adenosine 5'-diphosphate,-0.6792390897244012,0.6244945602839252,0.05439974580622575,1.0384269608079764,-0.7336388355306269,0.056110105406028184,0.19331364782222848
2-Hydroxyhexadecanoic acid;3-Hydroxyhexadecanoic acid;16-Hydroxy hexadecanoic acid,2-Hydroxyhexadecanoic acid;3-Hydroxyhexadecanoic acid;16-Hydroxy hexadecanoic acid,-0.30138297939860337,0.8114741375732686,-0.0917823255672019,0.9383627663880582,-0.20960065383140147,0.3921578825367326,0.6141357114213203
N-Acetyl-L-Leucine | row_150,N-Acetyl-L-Leucine,-0.489594080734328,0.7122254626439912,-0.356659936288807,0.7809705567653317,-0.13293414444552099,0.30468939600360834,0.5411411352380324
Cytosine,Cytosine,-0.09272918481149617,0.9377471089328625,0.2452741322354015,1.1853179765382793,-0.3380033170468977,0.1721650457354811,0.3963995199373028
O-Succinyl-L-Homoserine | row_152,O-Succinyl-L-Homoserine,-0.38416129027801205,0.7662243130450392,0.06624959935778918,1.0469914053375788,-0.4504108896358012,0.07646046428258874,0.2343463580609213
5'-Methylthioadenosine | row_153,5'-Methylthioadenosine,-0.35175808722671675,0.7836285756793523,-0.4533514786008688,0.7303442364587365,0.10159339137415202,0.6446788777946217,0.8156361365756087
N-Methylalanine | row_154,N-Methylalanine,-0.04250594847414746,0.9709669208742788,0.2926748659747389,1.2249092482254649,-0.33518081444888637,0.3994542618490991,0.6181718412877861
L-Proline | row_155,L-Proline,-0.39089679075357964,0.7626553844312857,-0.23105059879403456,0.8520142123578439,-0.15984619195954508,0.19941114268981225,0.43777702023065757
5'-Methylthioadenosine | row_156,5'-Methylthioadenosine,-0.18657454063005474,0.8786895608233768,-0.14804628792531993,0.9024717717823055,-0.03852825270473481,0.810848507947572,0.8838810525433117
N-Methylalanine;3-Aminoisobutanoate;2-Amino-2-Methylpropanoate,N-Methylalanine;3-Aminoisobutanoate;2-Amino-2-Methylpropanoate,-0.09194177126130398,0.9382590648913209,-0.025851276481301255,0.982240846589152,-0.06609049478000273,0.6711912180933686,0.8285032041973338
Petroselinic acid;Elaidic acid;Oleate | row_158,Petroselinic acid;Elaidic acid;Oleate,0.4402198525067007,1.3568110763309005,0.6805301479867332,1.6027286025934044,-0.24031029548003247,0.5594710876591866,0.766882645346175
3-Methyl-L-Histidine;1-Methyl-L-Histidine | row_159,3-Methyl-L-Histidine;1-Methyl-L-Histidine,-0.41304794945794754,0.7510350016326145,-0.21607238434266307,0.8609059930162942,-0.19697556511528447,0.4115424985134997,0.630675517202506
N-Formylphenylalanine | row_160,N-Formylphenylalanine,-0.45613319124058194,0.7289373899761128,-0.3237166653140555,0.799008820491859,-0.13241652592652642,0.2718269591022986,0.5092568097981711
Adenosine triphosphate,Adenosine triphosphate,-0.17720450101651863,0.8844150612273939,-0.06032679300426125,0.9590468555979503,-0.11687770801225739,0.7914809950817533,0.8782962184170479
Nicotinate | row_162,Nicotinate,-0.5373271722292223,0.6890462978766272,-0.17322869048030398,0.8868557130458201,-0.36409848174891835,0.005926244852411875,0.04663146477593922
Inosine 5'-phosphate | row_163,Inosine 5'-phosphate,0.25035699306897996,1.1895014192151285,-0.3305752452603521,0.7952193430177324,0.580932238329332,0.4845733599518267,0.7103062916064045
Malate,Malate,-0.0359206397056866,0.9754091157118454,0.05533753704232325,1.0391021861684826,-0.09125817674800984,0.3915607637308424,0.6141357114213203
O-Phospho-L-Serine | row_165,O-Phospho-L-Serine,-0.8574413526333746,0.5519305498700214,-0.3806994721458956,0.7680651138584141,-0.476741880487479,0.1668058614631157,0.39564003321904834
L-Asparagine | row_166,L-Asparagine,-0.07415525504412201,0.9498981544681202,0.08049969378292587,1.0573842141534349,-0.1546549488270479,0.21541147232296604,0.4520733543919312
N-Formylphenylalanine | row_167,N-Formylphenylalanine,-0.6952264208874865,0.6176123810170501,-0.4957182925481405,0.7092084877211788,-0.19950812833934606,0.10848636476342564,0.2876717088108815
Hydroxyisocaproic acid,Hydroxyisocaproic acid,0.010855490474018126,1.007552832445483,-0.02935595481141462,0.9798576261501937,0.040211445285432745,0.7572470434991574,0.8571237518743461
Palmitoleic acid,Palmitoleic acid,0.01382437856095109,1.009628386532454,0.6274644751004459,1.544847549189518,-0.6136400965394948,0.23680929117075333,0.47886537118659395
3-(4-Hydroxyphenyl)pyruvate,3-(4-Hydroxyphenyl)pyruvate,-0.11220668109911713,0.9251718780306315,0.3104122989560416,1.2400620390192012,-0.42261898005515874,0.006922727448796396,0.051865513584633316
3-Methylglutaric acid;2-Methylglutaric acid;Adipic acid,3-Methylglutaric acid;2-Methylglutaric acid;Adipic acid,-0.2150230440486851,0.8615323984162978,-0.2048901301197077,0.8676047579421889,-0.010132913928977416,0.9704955965853251,0.9855063188276764
Uridine triphosphate | row_172,Uridine triphosphate,-0.09674820500606884,0.9351383941394583,-0.22335134498246845,0.8565733248223117,0.1266031399763996,0.5561337392552963,0.766882645346175
"2,4-Dihydroxypteridine","2,4-Dihydroxypteridine",0.08356491805370325,1.0596331754582524,-0.1491896177764609,0.9017568499606129,0.23275453583016414,0.23773463540303708,0.47886537118659395
4-Acetamidobutanoate | row_174,4-Acetamidobutanoate,-0.6871611877754304,0.6210747462893621,-0.3283065113622712,0.7964708621111969,-0.35885467641315927,0.05457785372053917,0.1915636000313628
Creatinine | row_175,Creatinine,-0.2588335142164233,0.8357633997443285,0.04991826802575616,1.035206275376565,-0.3087517822421795,0.026155942227571855,0.11431115492049922
p-Cresol sulfate,p-Cresol sulfate,-0.043233851786499855,0.9704771487814186,0.3526338097844679,1.2768896131933254,-0.39586766157096775,0.13380001380021236,0.3451016749382526
Stachyose;Maltotetraose,Stachyose;Maltotetraose,-0.13914956071658224,0.9080542770443235,1.1051570009747724,2.1512228745394566,-1.2443065616913547,0.0017632380473536142,0.021339701496177074
"1,11-Undecanedicarboxylate","1,11-Undecanedicarboxylate",-0.28172677723937056,0.8226058420059303,0.2475200574986225,1.1871646653653953,-0.529246834737993,0.027201965988029264,0.11566962113828659
Creatinine | row_179,Creatinine,-0.269583757553562,0.8295588533530596,0.08388409997602153,1.0598676346894154,-0.35346785752958354,0.02444470887487271,0.11145306648843042
5-Aminolevulinic acid | row_180,5-Aminolevulinic acid,-0.35687919150565506,0.7808518768967502,0.13974658098662118,1.101711575886998,-0.49662577249227624,0.08253398863262189,0.24273587811487138
Glutathione | row_181,Glutathione,-0.15339554020737012,0.8991317655719059,0.16663073736699374,1.122434094533987,-0.32002627757436386,0.0028393468443062854,0.029134167619838405
L-Alanine;D-Alanine | row_182,L-Alanine;D-Alanine,0.01618069196394245,1.0112787316626732,0.07159846032139328,1.0508803809465805,-0.055417768357450825,0.5945356726811146,0.7860527661218099
Nicotinate | row_183,Nicotinate,-0.28482257647821285,0.8208425503241938,-0.10920717576261296,0.927097402633261,-0.1756154007155999,0.2315154607854238,0.4730532358905629
4-Hydroxyphenylacetic acid;3-Hydroxyphenylacetate;4-Hydroxyphenylacetate,4-Hydroxyphenylacetic acid;3-Hydroxyphenylacetate;4-Hydroxyphenylacetate,-0.1096859149826308,0.9267898086912801,0.2929817324484638,1.2251698185814426,-0.4026676474310946,0.26743812212017015,0.508266116836461
D-(+)-Raffinose;Maltotriose,D-(+)-Raffinose;Maltotriose,0.004956017814231828,1.0034411570075836,1.1123102345306837,2.161915648525802,-1.1073542167164518,0.007287032688520808,0.05291506813818187
Uridine diphosphate glucose;Uridine 5'-diphosphogalactose | row_186,Uridine diphosphate glucose;Uridine 5'-diphosphogalactose,0.24749514258085625,1.1871441635588644,0.30515628053198895,1.235552471606178,-0.0576611379511327,0.6752822122397517,0.8285032041973338
2-Propenoate,2-Propenoate,-0.20925079047440676,0.8649863128698688,-0.04310292001771643,0.970565228418609,-0.16614787045669033,0.20734450396321139,0.4448482085028899
"dGDP;Adenosine 3',5'-diphosphate","dGDP;Adenosine 3',5'-diphosphate",-0.2898561256731007,0.8179836287944862,-0.07653267109488837,0.9483341070785045,-0.21332345457821233,0.49570851461515786,0.7192601134096207
Uridine triphosphate | row_189,Uridine triphosphate,-0.13486343304808202,0.9107560425872333,-0.3874065335679937,0.7645026812131273,0.2525431005199117,0.5773826377643396,0.776423376138941
1-Aminocyclopropane-1-Carboxylate | row_190,1-Aminocyclopropane-1-Carboxylate,-0.17977158346592503,0.8828427624334246,-0.16710927452916025,0.8906254391136947,-0.012662308936764788,0.94904427231703,0.97380194898617
"Adenosine 2',3'-cyclic monophosphate (2',3'-CAMP);Adenosine 3',5'-cyclic monophosphate","Adenosine 2',3'-cyclic monophosphate (2',3'-CAMP);Adenosine 3',5'-cyclic monophosphate",-0.4724263313903805,0.7207514147169525,0.01816497597216582,1.0126706022763001,-0.4905913073625463,0.08838924438388668,0.25284680817693644
2-Methylpropanoate;Butanoate,2-Methylpropanoate;Butanoate,-0.43308520997988253,0.740676151120268,-0.02600314316868335,0.9821374554992914,-0.4070820668111992,0.17962842055884745,0.4076183389604615
Ophthalmic acid | row_193,Ophthalmic acid,-0.2138558094494769,0.8622297164961936,-0.07836815041149592,0.9471283492550835,-0.135487659037981,0.2892363929361953,0.5291456490925743
Uridine 5'-diphosphate | row_194,Uridine 5'-diphosphate,-0.2554982923711755,0.8376977523093389,-0.1272131353792787,0.9155984112388794,-0.1282851569918968,0.6551829812754888,0.8185816678758672
Hippurate,Hippurate,-0.6831018446702863,0.6228247389504676,-0.2324423933994879,0.8511926548288143,-0.45065945127079843,0.17644966435652631,0.40233933128637883
O-Phospho-L-Serine | row_196,O-Phospho-L-Serine,-0.7845235125428367,0.5805436651351221,-0.3644337300788152,0.7767737053766044,-0.4200897824640215,0.17115798698360893,0.39601259733462457
N-Methylalanine | row_197,N-Methylalanine,-0.17789721918342138,0.883990506278216,-0.06861589142241442,0.9535523888846598,-0.10928132776100696,0.2610089511043104,0.5049025611526005
Xanthosine | row_198,Xanthosine,-0.22364208650721906,0.8564007198469689,-0.07401061744361925,0.949993391419241,-0.1496314690635998,0.4614152814050084,0.6887091891844632
2-Ethylhydracrylic acid;3-Hydroxyisovaleric acid,2-Ethylhydracrylic acid;3-Hydroxyisovaleric acid,0.043147371288029035,1.0303591994293493,0.00808308083111342,1.0056184895282099,0.035064290456915614,0.8196232350509909,0.8872985480368525
(S)-Lactate;Glycerlyceraldehyde,(S)-Lactate;Glycerlyceraldehyde,-0.1664569994438736,0.8910282020774625,0.01379537860360358,1.0096080919552604,-0.18025237804747718,0.07774510430380514,0.23449673620038622
"Cyclic AMP;Adenosine 3',5'-cyclic monophosphate","Cyclic AMP;Adenosine 3',5'-cyclic monophosphate",-0.37076119431351984,0.7733743415731897,-0.058029194279743734,0.9605754256171417,-0.3127320000337761,0.14224626107464364,0.35448498450647487
Glutathione | row_202,Glutathione,-0.11285471922886714,0.924756397279132,0.21179490832152936,1.1581281564769226,-0.3246496275503965,0.1076969315676277,0.2876717088108815
D-Ribose;L-Ribulose,D-Ribose;L-Ribulose,-0.9644133810099795,0.5124867530856676,-1.366523552816389,0.38782466035399016,0.4021101718064095,0.7558733576808638,0.8571237518743461
Mevalonic acid,Mevalonic acid,0.014412818199556199,1.010040272983141,0.0644947909441207,1.045718681473261,-0.050081972744564496,0.7824313288166428,0.8751364625626905
O-Succinyl-L-Homoserine | row_205,O-Succinyl-L-Homoserine,-0.30590096349299856,0.8089368774449629,0.1361049826195817,1.0989341823569856,-0.44200594611258026,0.036231303640759036,0.14250979432031888
Palmitoylethanolamide,Palmitoylethanolamide,0.379657510828288,1.3010329595334365,0.3442806135032548,1.2695177914164277,0.03537689732503324,0.88202133094169,0.9316604453941616
L-Ornithine,L-Ornithine,-0.03668560706088542,0.9748920567865255,0.21586596064750552,1.1614008223247647,-0.25255156770839093,0.03608797504627017,0.14250979432031888
Taurochenodeoxycholic acid (TCDCA);Taurodeoxycholic Acid (TDCA) | row_208,Taurochenodeoxycholic acid (TCDCA);Taurodeoxycholic Acid (TDCA),0.5040271799412039,1.4181667532634152,0.8934400284879374,1.8576001946473648,-0.3894128485467334,0.07265885757201032,0.2256248735130847
Hydrocinnamic acid | row_209,Hydrocinnamic acid,-0.17880457777598124,0.8834347102303362,0.5309275623879781,1.444857849895722,-0.7097321401639594,0.014801075378305247,0.08472678342357165
L-Proline | row_210,L-Proline,-0.19926234426760914,0.8709957930878034,-0.011184578691324276,0.9922774143939893,-0.18807776557628486,0.06214346498645933,0.20228769292144003
6-Oxopiperidine-2-carboxylic acid | row_211,6-Oxopiperidine-2-carboxylic acid,-0.006197165472389798,0.9957136648948172,-0.18862908678391577,0.8774391070932699,0.18243192131152597,0.3159596783765074,0.5543976512777379
Methylcysteine | row_212,Methylcysteine,-0.35879724646290256,0.7798144285040132,-0.11463097399667888,0.923618532285647,-0.2441662724662237,0.1546464433341848,0.380172506529871
Xanthine | row_213,Xanthine,0.4193234431862862,1.3373002761399733,0.10008231209768326,1.071834613670911,0.31924113108860297,0.16031734293333025,0.3900504426006798
Xanthine | row_214,Xanthine,0.3555086605817195,1.2794366012314988,0.2434574704242074,1.1838263468705874,0.11205119015751208,0.6309523809309987,0.8123843263638016
S-Adenosyl methionine (SAM),S-Adenosyl methionine (SAM),0.04919651034570549,1.034688507455104,0.14497464718003528,1.105711222225636,-0.09577813683432979,0.7614682148257716,0.8598397066932159
Methylmalonate,Methylmalonate,-0.4743487564362425,0.7197916361246935,-0.3992497941226887,0.7582524743847069,-0.07509896231355384,0.8003177305719397,0.8782962184170479
Taurochenodeoxycholic acid (TCDCA);Taurodeoxycholic Acid (TDCA) | row_217,Taurochenodeoxycholic acid (TCDCA);Taurodeoxycholic Acid (TDCA),0.3338785519770777,1.2603972851660656,0.6962645171287853,1.620304001638676,-0.3623859651517076,0.2595367006012803,0.5041206694806762
Formyl-l-methionyl peptide | row_218,Formyl-l-methionyl peptide,-0.11019962703641184,0.9264598579202017,-0.12392360690686388,0.9176884741502721,0.013723979870452041,0.92909318545373,0.9595885854139181
L-Threonine;L-Allothreonine | row_219,L-Threonine;L-Allothreonine,0.05114235530927047,1.0360849923185635,0.0945726331447716,1.0677490638858225,-0.04343027783550113,0.7322686615649505,0.8471343339672956
L-Argininosuccinate | row_220,L-Argininosuccinate,0.025455742601526055,1.0178011613518996,0.49065749707878226,1.4050850864750477,-0.4652017544772562,0.05114210824298387,0.18149680519314573
Sorbate,Sorbate,-0.09018183487714992,0.939404340795583,0.024742422107639328,1.0172980481150449,-0.11492425698478925,0.16565058486358794,0.39564003321904834
Uridine diphosphate glucose;Uridine 5'-diphosphogalactose | row_222,Uridine diphosphate glucose;Uridine 5'-diphosphogalactose,0.3154173413040944,1.2443715717370674,0.18516737411285433,1.136948868587908,0.13024996719124005,0.5369729938694965,0.7543192056738165
Uridine 5'-diphospho-n-acetylgalactosamine;Uridine 5'-diphospho-n-acetylglucosamine | row_223,Uridine 5'-diphospho-n-acetylgalactosamine;Uridine 5'-diphospho-n-acetylglucosamine,0.2084839500446911,1.155473321469025,0.1274843905649945,1.0923872575212088,0.08099955947969661,0.6762696703826003,0.8285032041973338
L-Threonine;L-Allothreonine | row_224,L-Threonine;L-Allothreonine,-0.05835553244742542,0.9603581676628862,0.06911082544788982,1.0490699122959901,-0.12746635789531524,0.43657423001257534,0.6604584505318447
Erucic acid,Erucic acid,0.6555922760012862,1.5752625199274675,-0.028397323700417587,0.9805089309125138,0.6839895997017038,0.009499663159087008,0.06315269029702912
Carnosine | row_226,Carnosine,0.05137068539412226,1.0362489826900407,-0.04058694837274146,0.9722593113938521,0.09195763376686372,0.5111322561033138,0.7332961242576417
Propionylcarnitine | row_227,Propionylcarnitine,-0.3558489269463756,0.7814097018780927,0.008423436116224536,1.005855759314575,-0.36427236306260014,0.07093432701040664,0.22552258109006623
L-Asparagine | row_228,L-Asparagine,0.0016578213304612177,1.0011497746657485,-0.08125479389691748,0.9452351643368238,0.0829126152273787,0.3985114742854531,0.6181718412877861
Guanosine 5'-diphosphate,Guanosine 5'-diphosphate,-0.6130630002623576,0.6538071228985668,-0.5040219532311987,0.7051382501985097,-0.10904104703115891,0.9027007146414909,0.9489415084872689
2-Methylbutanal,2-Methylbutanal,-0.06376746828484059,0.9567623553801646,0.06553815168888733,1.0464752214320605,-0.12930561997372791,0.3603420551658503,0.590560590410699
L-Glutamic acid;O-Acetyl-L-Serine | row_231,L-Glutamic acid;O-Acetyl-L-Serine,-0.11182377451781633,0.9254174610585686,-0.07351416328068439,0.9503203554117856,-0.038309611237131946,0.647473975468284,0.8156361365756087
Taurocholic acid (TCA),Taurocholic acid (TCA),0.5027402134440422,1.4169022314985358,0.7997819425695241,1.740837986194228,-0.2970417291254819,0.3237102045744047,0.5596747859308389
"Dihydrobiopterin (7,8-Dihydro-L-Biopterin)","Dihydrobiopterin (7,8-Dihydro-L-Biopterin)",1.9489600304141135,3.8609611308270644,2.032279837570556,4.090507475596992,-0.0833198071564425,0.9228900743036974,0.9573716814754839
GCDCA;Glycodeoxycholic acid (GDCA),GCDCA;Glycodeoxycholic acid (GDCA),0.4455750537403471,1.3618568402141693,0.7412747875406112,1.6716522841400925,-0.29569973380026404,0.3138206199287891,0.5526990022626435
6-Phosphogluconic acid,6-Phosphogluconic acid,0.12551205214304773,1.0908948525434101,-2.1128611856052686,0.2311880630977517,2.2383732377483163,3.386928619954196e-05,0.0017283843753190442
1-Aminocyclopropane-1-Carboxylate | row_236,1-Aminocyclopropane-1-Carboxylate,-0.09567346470201699,0.935835288033895,-0.03812018230314962,0.9739231334471988,-0.05755328239886737,0.5945098315135846,0.7860527661218099
Melibiose;Isomaltose,Melibiose;Isomaltose,-0.06829984936693023,0.9537613004423117,0.8427717912148207,1.7934925981435799,-0.9110716405817509,0.00359621612422103,0.03202667944589294
Pyridoxine | row_238,Pyridoxine,-0.1438318419335829,0.905111955036192,0.020234629019064698,1.0141243959073654,-0.1640664709526476,0.5589607521121547,0.766882645346175
L-Glutamic acid;O-Acetyl-L-Serine | row_239,L-Glutamic acid;O-Acetyl-L-Serine,-0.1040565609358417,0.9304131800897353,-0.02963022729636222,0.9796713619474199,-0.07442633363947948,0.5467731231774471,0.7635411660939498
5'-CMP | row_240,5'-CMP,-1.393477346189524,0.3806462192295871,-0.1961907708773154,0.8728521642568258,-1.1972865753122086,0.009642231774410426,0.06321018607669056
"Trans-1,2-Cyclohexanediol;Hexanoate","Trans-1,2-Cyclohexanediol;Hexanoate",0.27240084819944244,1.2078161327163985,-0.09980806078295146,0.9331571324884946,0.3722089089823939,0.05511906455766115,0.1915636000313628
4-Coumarate,4-Coumarate,-0.10533409553942974,0.9295896457494349,-0.4135509037618661,0.7507732204245678,0.30821680822243636,0.3256339038680738,0.5609459949844191
N-Acetyl-L-Phenylalanine;3-Phenylpropionylglycine | row_243,N-Acetyl-L-Phenylalanine;3-Phenylpropionylglycine,-0.08870189149610397,0.9403684936627604,-0.36104611649980534,0.7785998023149053,0.27234422500370137,0.22273022351000105,0.4610906381435109
Creatine | row_244,Creatine,-0.08673219057232728,0.9416532486815161,0.001946868668770918,1.0013503774683499,-0.0886790592410982,0.1426952268140471,0.35448498450647487
5-Aminolevulinic acid | row_245,5-Aminolevulinic acid,-0.4748740885843965,0.7195295843123455,-0.15597734033679345,0.8975241475031212,-0.31889674824760306,0.01958051068510079,0.09728422150913235
(S)-2-Hydroxyglutarate,(S)-2-Hydroxyglutarate,0.02956649052776683,1.0207053720818011,-0.09995092263040917,0.9330647318440305,0.129517413158176,0.7522256179546728,0.8571237518743461
Adrenic acid,Adrenic acid,0.9892493054145781,1.9851517645693306,1.1528098793265613,2.223465283894446,-0.1635605739119832,0.7901108710094581,0.8782962184170479
N-Acetyl-L-Aspartic acid | row_248,N-Acetyl-L-Aspartic acid,-0.473865190879458,0.7200329378362569,-0.20601060472215948,0.8669311909980143,-0.2678545861572985,0.026678924693903042,0.1144768405047476
Pyruvate,Pyruvate,-0.284946392126173,0.8207721066141359,-0.3027176646040459,0.8107237629887606,0.017771272477872913,0.9151883076348819,0.9573716814754839
Fumarate,Fumarate,-0.518325721315847,0.6981816180110324,-0.17675244361804587,0.884692229308717,-0.3415732776978011,0.06744362362877734,0.21655367586927146
N-Acetyl-D-Mannosamine;N-Acetylglucosamine;N-Acetyl-D-Galactosamine,N-Acetyl-D-Mannosamine;N-Acetylglucosamine;N-Acetyl-D-Galactosamine,0.14397606811179386,1.104946155446553,0.13910148690675328,1.1012190610282513,0.0048745812050405846,0.9830782092685383,0.9920405060246799
Aminoadipic acid | row_252,Aminoadipic acid,-0.0872412291088871,0.9413210556514068,0.07037306501993967,1.049988163875038,-0.15761429412882677,0.5255834252412742,0.7449711012428871
Itaconate,Itaconate,0.05497715805563885,1.0388426553489905,-0.14324693467408878,0.9054789860929711,0.19822409272972763,0.6420949964442622,0.8156361365756087
NAD | row_254,NAD,-0.5583532683084798,0.6790768384521233,-0.46486224579584956,0.7245402559316949,-0.0934910225126302,0.5596285149918445,0.766882645346175
Uridine 5'-diphospho-n-acetylgalactosamine;Uridine 5'-diphospho-n-acetylglucosamine | row_255,Uridine 5'-diphospho-n-acetylgalactosamine;Uridine 5'-diphospho-n-acetylglucosamine,0.3287571914014791,1.2559309875380513,0.30865801306907414,1.2385550668771126,0.020099178332404932,0.7694557204379671,0.866785441638951
4-Pyridoxate | row_256,4-Pyridoxate,-0.05460736918044873,0.9628564497407048,0.4330605324721173,1.3500946310866007,-0.487667901652566,0.18419892234544172,0.4159899107514282
CDP-ethanolamine | row_257,CDP-ethanolamine,0.2868523897774331,1.2199756813308322,-0.20153915855701499,0.8696223000030252,0.4883915483344481,0.012452084212104673,0.07632965906640786
Adenosine 5'-triphosphate (ATP),Adenosine 5'-triphosphate (ATP),0.04058799492148779,1.0285329373487337,-0.028344982398852636,0.9805445046430442,0.06893297732034043,0.6929083341240889,0.8285032041973338
Deoxycytidine | row_259,Deoxycytidine,-0.16073027080404856,0.8945721371730422,-0.008632776915543872,0.9940340822063648,-0.1520974938885047,0.6333843900463538,0.8123843263638016
Retinoate | row_260,Retinoate,-0.2927518626143577,0.8163434416624081,0.2076127803986889,1.1547758009286686,-0.5003646430130466,0.015429065424647014,0.08669665333849275
Pyridoxine | row_261,Pyridoxine,-0.024331105967515754,0.9832763811175032,-0.028038544231058893,0.9807528010374857,0.003707438263543139,0.9866381393052773,0.9929492574671448
Docosahexaenoic acid | row_262,Docosahexaenoic acid,0.24325512478275613,1.183660320581597,0.2876253016551349,1.2206294482721705,-0.044370176872378764,0.8823140234982845,0.9316604453941616
Pyridoxal | row_263,Pyridoxal,0.19024572791785488,1.1409580336963077,0.11211517891671363,1.0808116862134398,0.07813054900114125,0.6379452806330894,0.8138112769157249
Choline,Choline,-0.5509249774721248,0.6825823534308371,0.006379588351300924,1.004431785120129,-0.5573045658234257,0.19283472766860327,0.4311416729130302
D-(+)-Trehalose;D-Lactose;Melibiose;Maltose;D-(+)-Cellobiose;Isomaltose,D-(+)-Trehalose;D-Lactose;Melibiose;Maltose;D-(+)-Cellobiose;Isomaltose,-0.06662282925117324,0.9548706179590422,0.227900022611923,1.1711290202843692,-0.29452285186309624,0.0015424776832103034,0.019677012607439547
2-Aminoheptanoate,2-Aminoheptanoate,-0.020888638267075876,0.9856254144990372,-0.2973373250801803,0.8137528944364247,0.2764486868131044,0.3421184794373134,0.5743489901398715
3-Sulfino-L-Alanine,3-Sulfino-L-Alanine,-0.22378195888222052,0.8563176939872846,0.004540057606043035,1.0031518849057097,-0.22832201648826356,0.25292643165823125,0.49535799063354835
Trigonelline,Trigonelline,0.25232449346440333,1.191124729072518,0.19170750086593813,1.1421146653925198,0.0606169925984652,0.6255420064917372,0.8111423820442306
Glutaric acid,Glutaric acid,-0.20251158793106327,0.8690363401774126,-0.027870899582161712,0.9808667735039993,-0.17464068834890156,0.20190999593631337,0.43870504205731325
4-Acetamidobutanoate | row_270,4-Acetamidobutanoate,-0.4847689960109278,0.7146114841323031,-0.29610278234511256,0.8144495369364829,-0.18866621366581526,0.2378529384816844,0.47886537118659395
N-Acetyl Glucosaminitol,N-Acetyl Glucosaminitol,0.33035871803728156,1.257325962713339,0.6547717993172384,1.5743669053436735,-0.3244130812799568,0.687559551710966,0.8285032041973338
4-Pyridoxate | row_272,4-Pyridoxate,0.1488048503181698,1.1086506691090754,0.34455798625319645,1.2697618925489196,-0.19575313593502663,0.523816185203704,0.7447025283618924
Phenylacetic acid,Phenylacetic acid,-0.1411410973819649,0.9068016382601993,0.05655669000960373,1.0399806531313802,-0.19769778739156862,0.2484890352351097,0.49059016367276886
CDP-ethanolamine | row_274,CDP-ethanolamine,0.33952784685725135,1.2653424155377595,-0.16307485680355072,0.8931195100528844,0.5026027036608021,0.0008225190488868035,0.013387206588778318
Taurocholic acid (TCA);Taurocholic acid,Taurocholic acid (TCA);Taurocholic acid,0.7887432931204792,1.7275689513466888,0.778371018770784,1.7151931138223377,0.010372274349695232,0.9674757913698013,0.9855063188276764
Petroselinic acid;Elaidic acid;Oleate | row_276,Petroselinic acid;Elaidic acid;Oleate,-0.24318003814647327,0.8448809426620623,-0.35571538785935886,0.7814820342593256,0.11253534971288559,0.8427671406494764,0.9040592963330748
Sphinganine,Sphinganine,0.45742280080538045,1.3730867734809324,0.28727271549042754,1.2203311700796384,0.1701500853149529,0.4914339510903204,0.7181325848750193
Alpha-Hydroxyisobutyrate;2-Hydroxybutyric acid,Alpha-Hydroxyisobutyrate;2-Hydroxybutyric acid,0.045573713509135416,1.032093528171964,0.10397307063217909,1.0747291117581428,-0.05839935712304367,0.6941597488499152,0.8285032041973338
L-Lysine | row_279,L-Lysine,-0.3589011723254778,0.7797582558785415,-0.07593482031427001,0.948727176826819,-0.2829663520112078,0.3213355797922546,0.5576117414042064
L-2-phosphoglyceric acid,L-2-phosphoglyceric acid,0.39451014906317994,1.3144963619128467,0.33350560111059124,1.260071502174403,0.061004547952588695,0.7718118501764667,0.8673695078173627
3-Amino-5-Hydroxybenzoic acid,3-Amino-5-Hydroxybenzoic acid,-0.36368446805227705,0.777177226690996,-0.1363012741900107,0.9098488029214705,-0.22738319386226635,0.39424389949292377,0.6141357114213203
Cyclic ADP-ribose | row_282,Cyclic ADP-ribose,-0.386279046906953,0.7651003844409597,-0.43495373622655364,0.739717475211246,0.04867468931960062,0.6510203581795735,0.8172383219701029
Leucine | row_283,Leucine,-0.07978433406364971,0.9461990817852736,0.041584270717873295,1.0292434522780094,-0.121368604781523,0.402036874835912,0.6201353102044133
Ferulate,Ferulate,-0.02996344221176983,0.9794451163410434,0.039325491843513305,1.0276332614243209,-0.06928893405528314,0.15999720057891462,0.3900504426006798
