Feature_ID,Metabolite,FDR_BH_Baseline_4N_C_vs_2N_C,FDR_BH_Gem_response_2N_G_vs_2N_C,FDR_BH_Gem_response_4N_G_vs_4N_C,FDR_BH_Treated_4N_G_vs_2N_G,fold_change_Baseline_4N_C_vs_2N_C,fold_change_Gem_response_2N_G_vs_2N_C,fold_change_Gem_response_4N_G_vs_4N_C,fold_change_Treated_4N_G_vs_2N_G,log2FC_Baseline_4N_C_vs_2N_C,log2FC_Gem_response_2N_G_vs_2N_C,log2FC_Gem_response_4N_G_vs_4N_C,log2FC_Treated_4N_G_vs_2N_G,p_value_Baseline_4N_C_vs_2N_C,p_value_Gem_response_2N_G_vs_2N_C,p_value_Gem_response_4N_G_vs_4N_C,p_value_Treated_4N_G_vs_2N_G,p_ploidy,p_treatment,p_interaction_x,F_ploidy,F_treatment,F_interaction,FDR_ploidy,FDR_treatment,FDR_interaction,oneway_F,oneway_p,oneway_FDR_BH,log2FC_2N_G_vs_C,FC_2N_G_vs_C,log2FC_4N_G_vs_C,FC_4N_G_vs_C,Differential_response_delta_log2FC_2N_minus_4N,p_interaction_y,FDR_interaction_BH,p_interaction,Order_category_2fold_p05,Response_category_2fold_p05,cat_order
Taurocholic acid (TCA);Taurocholic acid,Taurocholic acid (TCA);Taurocholic acid,0.9964667642357556,0.005183241516626907,0.09135500425386608,0.9719165855860511,0.9993651707960604,1.7275689513466888,1.7151931138223377,0.9922059885407725,-0.0009161557763341932,0.7887432931204792,0.778371018770784,-0.011288430126029425,0.9958434128050713,0.0001402854613185402,0.018190789972220896,0.955443423118491,0.9617348385718821,4.005714191553765e-05,0.9674757913698013,0.002399816743614189,39.56701938969501,0.001733324888271201,0.9795607033524334,0.00030995034400219297,0.9855063188276764,13.190384177108875,0.00041641671323560715,0.0013191187157530642,0.7887432931204792,1.7275689513466888,0.778371018770784,1.7151931138223377,0.010372274349695232,0.9674757913698013,0.9855063188276764,0.9674757913698013,No strong response,No strong response,99
Petroselinic acid;Elaidic acid;Oleate | row_276,Petroselinic acid;Elaidic acid;Oleate,0.9083755258064765,0.5660191270347729,0.6458392755361293,0.9732766988854408,1.0876636726430708,0.8448809426620623,0.7814820342593256,1.0060466233371503,0.12123251539179059,-0.24318003814647327,-0.35571538785935886,0.008697165678904994,0.8294915689270534,0.40892483542130836,0.5131138311992552,0.9588425105545126,0.8189078102672891,0.30191548847603067,0.8427671406494764,0.05476940714310085,1.1636524480436514,0.041086507364490106,0.8671558701561013,0.4077370335941411,0.9040592963330748,0.4198361208504212,0.742106975582352,0.7664649725927136,-0.24318003814647327,0.8448809426620623,-0.35571538785935886,0.7814820342593256,0.11253534971288559,0.8427671406494764,0.9040592963330748,0.8427671406494764,No strong response,No strong response,99
Sphinganine,Sphinganine,0.5946731513022944,0.12686477539929944,0.3402117457937251,0.9531316076415494,1.1131826088952528,1.3730867734809324,1.2203311700796384,0.9893412869906378,0.1546902749243042,0.45742280080538045,0.28727271549042754,-0.015459810390648698,0.4044281389153315,0.049993322509045965,0.180196899255151,0.9329381413779572,0.5721500894538711,0.00908361225282308,0.4914339510903204,0.33727856805691603,9.648897193856202,0.5037146052840586,0.668452579757988,0.024602014442659602,0.7181325848750193,3.4966301223990532,0.04976501314103477,0.0754013606992686,0.45742280080538045,1.3730867734809324,0.28727271549042754,1.2203311700796384,0.1701500853149529,0.4914339510903204,0.7181325848750193,0.4914339510903204,No strong response,No strong response,99
Alpha-Hydroxyisobutyrate;2-Hydroxybutyric acid,Alpha-Hydroxyisobutyrate;2-Hydroxybutyric acid,0.8051275514776238,0.8442116694194589,0.32266219953357134,0.9487891204959619,0.9678456162968989,1.032093528171964,1.0747291117581428,1.0078271310974332,-0.047151157269659905,0.045573713509135416,0.10397307063217909,0.011248199853383767,0.6703710333277673,0.7377762194240272,0.16283878094761955,0.9169013486333155,0.8085909609688674,0.32262919076811625,0.6941597488499152,0.06133113840798406,1.064081113252565,0.16226943000579092,0.8625392018470088,0.43017225435748835,0.8285032041973338,0.4292272272220796,0.7357911492404006,0.7632822471241079,0.045573713509135416,1.032093528171964,0.10397307063217909,1.0747291117581428,-0.05839935712304367,0.6941597488499152,0.8285032041973338,0.6941597488499152,No strong response,No strong response,99
L-Lysine | row_279,L-Lysine,0.3542579877372343,0.34406143638758485,0.748159578648722,0.9128826720511385,0.8484831151847676,0.7797582558785415,0.948727176826819,1.0323442995130738,-0.23704214446718908,-0.3589011723254778,-0.07593482031427001,0.045924207544018714,0.17037407461091567,0.20337529820367833,0.6403738766400078,0.8548604683190746,0.4980828742776422,0.13790933787693904,0.3213355797922546,0.4881233944135782,2.526839718699385,1.070030895016049,0.5997324404567529,0.22368799820589425,0.5576117414042064,1.361664669376288,0.30135419034055855,0.35271281322644815,-0.3589011723254778,0.7797582558785415,-0.07593482031427001,0.948727176826819,-0.2829663520112078,0.3213355797922546,0.5576117414042064,0.3213355797922546,No strong response,No strong response,99
L-2-phosphoglyceric acid,L-2-phosphoglyceric acid,0.8435132151810132,0.059798907737408126,0.26406409897152533,0.9770940331631085,1.0394623218138777,1.3144963619128467,1.260071502174403,0.9964248568902065,0.05583746467301509,0.39451014906317994,0.33350560111059124,-0.005167083279573603,0.7304143412349114,0.01665901947988485,0.11350398061856445,0.9719323094282329,0.8095442085131884,0.004070379585938467,0.7718118501764667,0.06070828660970398,12.532022893908493,0.08799622794168123,0.8625392018470088,0.012007619778518478,0.8673695078173627,4.226909136153212,0.02955120531746279,0.049993436952840274,0.39451014906317994,1.3144963619128467,0.33350560111059124,1.260071502174403,0.061004547952588695,0.7718118501764667,0.8673695078173627,0.7718118501764667,No strong response,No strong response,99
3-Amino-5-Hydroxybenzoic acid,3-Amino-5-Hydroxybenzoic acid,0.4584219794974595,0.15489789140447421,0.6498628293477854,0.9770940331631085,0.8500984691333068,0.777177226690996,0.9098488029214705,0.9952183979959056,-0.23429813281074097,-0.36368446805227705,-0.1363012741900107,-0.006914938948474614,0.2564731013934527,0.06597909620986973,0.5218178227178192,0.9704545260646664,0.36703851311012636,0.07584267859602752,0.39424389949292377,0.8787117994855996,3.7753743397203996,0.7808390139903838,0.47204953184735593,0.14376604135471882,0.6141357114213203,1.8116417177321182,0.19865573386250007,0.24675133258710535,-0.36368446805227705,0.777177226690996,-0.1363012741900107,0.9098488029214705,-0.22738319386226635,0.39424389949292377,0.6141357114213203,0.39424389949292377,No strong response,No strong response,99
Cyclic ADP-ribose | row_282,Cyclic ADP-ribose,0.5250928879181442,0.057631334737504446,0.005275086430196553,0.9770940331631085,1.0367526393726527,0.7651003844409597,0.739717475211246,1.0023574166358473,0.05207172007241567,-0.386279046906953,-0.43495373622655364,0.0033970307528150556,0.32150814535666034,0.01537703369177101,3.3528091717350974e-05,0.9729538042090276,0.6066853238443646,4.700353871943751e-06,0.6510203581795735,0.27947484032513037,61.26021282820865,0.21520498248212577,0.6967286444149393,6.933021961117033e-05,0.8172383219701029,20.58496421700549,5.046085216813082e-05,0.0002559394621100427,-0.386279046906953,0.7651003844409597,-0.43495373622655364,0.739717475211246,0.04867468931960062,0.6510203581795735,0.8172383219701029,0.6510203581795735,No strong response,No strong response,99
Leucine | row_283,Leucine,0.5802657136858954,0.713833533778228,0.6542204066607924,0.9487891204959619,0.9160122433815067,0.9461990817852736,1.0292434522780094,0.9964072274600464,-0.1265612134344245,-0.07978433406364971,0.041584270717873295,-0.005192608652901498,0.3872536012946124,0.5627045170487468,0.5364052910545056,0.9211097305041571,0.36424876338013695,0.7891740600546854,0.402036874835912,0.8893675729153602,0.07476236161382802,0.7546882080995221,0.47117241230859375,0.8523802204709645,0.6201353102044133,0.5729393808761655,0.6435569973141377,0.6780332650273951,-0.07978433406364971,0.9461990817852736,0.041584270717873295,1.0292434522780094,-0.121368604781523,0.402036874835912,0.6201353102044133,0.402036874835912,No strong response,No strong response,99
Ferulate,Ferulate,0.12793160382091348,0.5648213044042575,0.4372905634465772,0.9274074270706827,0.9493229245680381,0.9794451163410434,1.0276332614243209,0.9960290748736946,-0.07502917262934261,-0.02996344221176983,0.039325491843513305,-0.005740238574059475,0.03378449337253411,0.40446949340813354,0.2750234885621206,0.8841808097072187,0.10632100610633292,0.8430030658533396,0.15999720057891462,3.048789529753478,0.040961465733521135,2.2436823457556754,0.1792268388649612,0.894151566478149,0.3900504426006798,1.7778111137471253,0.20484089764731406,0.2537661514160951,-0.02996344221176983,0.9794451163410434,0.039325491843513305,1.0276332614243209,-0.06928893405528314,0.15999720057891462,0.3900504426006798,0.15999720057891462,No strong response,No strong response,99
Phosphocreatine | row_285,Phosphocreatine,0.05712995262431582,0.32336669886640285,0.017151671565701368,0.9421620948259923,0.8320272092219027,0.9348337389770719,1.1183516762369285,0.9953631167893376,-0.2652973862714276,-0.0972182916860369,0.16137392859464228,-0.006705165990748441,0.008714738535912583,0.18566181227287112,0.001117287437990976,0.9002438660307681,0.0017736398407068488,0.36449041454959924,0.002533395164385896,15.969977102821368,0.8884397409669764,14.434084561411618,0.006201170406026908,0.47921859517384635,0.02904371917173508,10.430833801732728,0.0011610611468497228,0.0030961630582659275,-0.0972182916860369,0.9348337389770719,0.16137392859464228,1.1183516762369285,-0.2585922202806792,0.002533395164385896,0.02904371917173508,0.002533395164385896,No strong response,No strong response,99
N-Acetyl-L-Aspartic acid | row_286,N-Acetyl-L-Aspartic acid,0.9948629902976354,0.31568010600122803,0.30742778912823054,0.9961275428355286,0.9980632040414436,0.8681749224902405,0.869552430799434,0.9996468023705957,-0.002796915326932492,-0.20394234440148296,-0.20165507555120854,-0.0005096464766580766,0.9847261144286894,0.18057972165324485,0.14329261357671763,0.9961275428355286,0.9848603311396071,0.034976732285274356,0.9895269712127119,0.00037539313841374343,5.648373521055553,0.00017962528569834418,0.9890512261657332,0.07504098926658863,0.9937377242817022,1.8829761798266187,0.18628867503872762,0.23327854676951792,-0.20394234440148296,0.8681749224902405,-0.20165507555120854,0.869552430799434,-0.0022872688502744154,0.9895269712127119,0.9937377242817022,0.9895269712127119,No strong response,No strong response,99
NAD | row_287,NAD,0.656463311467154,0.03938410172346017,0.009246709132002599,0.9770940331631085,1.0208184178472177,0.7403222611182579,0.7234494628742785,0.9975527886574951,0.029726263895220484,-0.4337746845349102,-0.467035855196265,-0.003534906766134327,0.48248409320031366,0.008594412028636436,0.0002350858253898966,0.9709495655969498,0.7967733120261823,1.033590678617363e-06,0.743854389141131,0.06933574077053212,82.01779189096617,0.11181915763781236,0.858413153006883,2.3231180967018824e-05,0.8549973449027553,27.39964892979147,1.1828834725504347e-05,7.97601427205436e-05,-0.4337746845349102,0.7403222611182579,-0.467035855196265,0.7234494628742785,0.03326117066135481,0.743854389141131,0.8549973449027553,0.743854389141131,No strong response,No strong response,99
Pyridoxal | row_288,Pyridoxal,0.9620414592369257,0.7261067724550826,0.7965382282682163,0.9487891204959619,0.991342213846487,1.0462051273964477,1.0454903046430208,0.9906648763413142,-0.012544929509470393,0.06516574571858769,0.06417968315342293,-0.01353099207463515,0.9314681077781252,0.5938076571348769,0.703122314801695,0.9266775096369457,0.8971968413818476,0.52507136551251,0.9961002872277799,0.01741543169799218,0.4285061722462466,2.4903698781280424e-05,0.9307184816093013,0.6338457404652295,0.9961002872277799,0.14864883588100064,0.9285658641749072,0.9345055178903117,0.06516574571858769,1.0462051273964477,0.06417968315342293,1.0454903046430208,0.000986062565164758,0.9961002872277799,0.9961002872277799,0.9961002872277799,No strong response,No strong response,99
D-(-)-3-phosphoglyceric acid,D-(-)-3-phosphoglyceric acid,0.7809578394692711,0.30446363477244875,0.2469976514245249,0.9179698765760983,0.9291982703296436,1.2420620480464535,1.306766663006175,0.9776043997959474,-0.10594162626492931,0.3127372461614151,0.38600155568816774,-0.03267731673817664,0.6370101021094691,0.17029321944899675,0.10361342157215239,0.8615691850068041,0.6254721371584444,0.026657369970823405,0.7956839367784433,0.25094538927504734,6.376227094650389,0.07010015475342009,0.716560312472781,0.06078395471608042,0.8782962184170479,2.2324242128928975,0.13698171366762818,0.1811074757734468,0.3127372461614151,1.2420620480464535,0.38600155568816774,1.306766663006175,-0.07326430952675267,0.7956839367784433,0.8782962184170479,0.7956839367784433,No strong response,No strong response,99
L-Lysine | row_290,L-Lysine,0.4103011528308895,0.8547147929195513,0.17164994822292093,0.8700841049834364,0.9410920238336195,1.0185975888060939,1.0675992174885547,0.9863650957657575,-0.08759229240414257,0.026584207247349667,0.0943701531498462,-0.019806346501646033,0.2129741153465422,0.7605512987843465,0.0574590928373337,0.7908369283078949,0.26006106467791623,0.20782834159355404,0.46997349927004717,1.3973591311718645,1.7723665331326972,0.5566597287819115,0.3653238765713585,0.30369961991380034,0.6953839863807595,1.242128464361979,0.3376274891682495,0.3849279586652506,0.026584207247349667,1.0185975888060939,0.0943701531498462,1.0675992174885547,-0.06778594590249654,0.46997349927004717,0.6953839863807595,0.46997349927004717,No strong response,No strong response,99
7-Methylguanine,7-Methylguanine,0.2934725850131474,0.5056319050981865,0.08978276151054844,0.9465686092120027,1.4870659707568112,0.7183593756358897,0.5014328636472687,1.0380093494136329,0.5724686511378252,-0.47722232919835506,-0.9958715421394828,0.05381943819669743,0.11875691469811683,0.3431538523087578,0.015919621649862322,0.9084652118072822,0.2669318601605129,0.01798016997637392,0.3539812840979239,1.3555736012037236,7.499557567852484,0.9296559306968591,0.37190043166225206,0.044194393233054956,0.5832727300280409,3.2615956999177027,0.059405875918558504,0.08789834932150349,-0.47722232919835506,0.7183593756358897,-0.9958715421394828,0.5014328636472687,0.5186492129411278,0.3539812840979239,0.5832727300280409,0.3539812840979239,No strong response,No strong response,99
Linoleate,Linoleate,0.69122530247694,0.35780922735751075,0.2781298687069921,0.9487891204959619,0.8694927782834934,1.2499935773223105,1.4201188245518765,0.9878315254206393,-0.20175404984872358,0.3219206820961169,0.5060116483353525,-0.017663083609487984,0.5272057391773272,0.21453392233511764,0.12079793026468937,0.9237702170234117,0.5398505832983369,0.03469302227187578,0.6061571501328886,0.3982061095518765,5.669653644379266,0.2803056162496911,0.6355227796965851,0.07504098926658863,0.7947393746186763,2.116055123393581,0.1515410537630554,0.19650378400044546,0.3219206820961169,1.2499935773223105,0.5060116483353525,1.4201188245518765,-0.1840909662392356,0.6061571501328886,0.7947393746186763,0.6061571501328886,No strong response,No strong response,99
Phosphocreatine | row_293,Phosphocreatine,0.08196859605137571,0.42251772195145104,0.29714510776449504,0.818522706292412,0.8232806127820311,0.9372439984351937,1.1140474448385669,0.9785857947196767,-0.28054384204462934,-0.09350341252337557,0.1558106752055579,-0.031229754315695857,0.016150592018597334,0.2694445642105652,0.1366112042052869,0.7248781593860767,0.01725494842825669,0.591259183464231,0.04747802090924921,7.621778071067153,0.30440724012956005,4.873840050977428,0.04092630983988522,0.6942147626744205,0.17238173745512023,4.266675120724528,0.028758354906032187,0.0492547694479131,-0.09350341252337557,0.9372439984351937,0.1558106752055579,1.1140474448385669,-0.2493140877289335,0.04747802090924921,0.17238173745512023,0.04747802090924921,No strong response,No strong response,99
L-Methionine | row_294,L-Methionine,0.7190390539882654,0.7055465239445333,0.9535517493974571,0.9196623758736892,0.8783591232870571,0.8841081210314217,0.9874055112177023,0.9809848122989532,-0.1871171785260941,-0.17770528167629962,-0.018285397363285938,-0.027697294213080426,0.5621301078848939,0.5545715262360633,0.9298402105557757,0.8651061332371144,0.5399250734286666,0.575500067539432,0.6480159983386722,0.39805738694375614,0.3313518863145374,0.21923182106417027,0.6355227796965851,0.6807920598461451,0.8156361365756087,0.31621369810747796,0.813457962463779,0.8274830997476372,-0.17770528167629962,0.8841081210314217,-0.018285397363285938,0.9874055112177023,-0.15941988431301368,0.6480159983386722,0.8156361365756087,0.6480159983386722,No strong response,No strong response,99
L-Argininosuccinate | row_295,L-Argininosuccinate,0.7161977689855208,0.6292077604152078,0.38772188954239445,0.8371942256693857,0.9467675260260537,1.073831093205382,1.1042934855998594,0.9736253848333123,-0.07891787217418766,0.10276708442323468,0.14312364489698126,-0.03856131170044108,0.5568741127493351,0.4745719548894364,0.23657606819535934,0.7449609635193686,0.489086194618918,0.16106787211187457,0.8104772979578443,0.5093093472807576,2.231228842551918,0.06010188524619088,0.593441346684137,0.25007906459475265,0.8838810525433117,0.9335466916928801,0.4545645369019029,0.4989638637620888,0.10276708442323468,1.073831093205382,0.14312364489698126,1.1042934855998594,-0.04035656047374658,0.8104772979578443,0.8838810525433117,0.8104772979578443,No strong response,No strong response,99
GTP | row_296,GTP,0.4123192035409177,0.9187065442840572,0.3405098267491066,0.9234740930591046,1.2067650398166418,1.0286602670953613,0.8336746454670932,0.9780191273179181,0.27114480708802624,0.040766585822774815,-0.2624436356204374,-0.03206541435518595,0.21539014830095785,0.8570134029932849,0.18107620024158003,0.8773521075319162,0.4043055143918698,0.43842538125214203,0.29446414295967543,0.7472229075252189,0.6424026967551705,1.2018591236002956,0.5088858741145668,0.5489039255994987,0.5349435670342625,0.8638282426269204,0.4863608799196525,0.528945473092341,0.040766585822774815,1.0286602670953613,-0.2624436356204374,0.8336746454670932,0.3032102214432122,0.29446414295967543,0.5349435670342625,0.29446414295967543,No strong response,No strong response,99
L-Arginine | row_297,L-Arginine,0.4314210079525798,0.5092052779544408,0.9408748596717127,0.811770003487447,0.8645140508193717,0.9005690494315741,1.010939141050558,0.9704653879823114,-0.21003868291952088,-0.15109119859653575,0.01569614902398797,-0.04325133529899716,0.23044818026266312,0.35017822014570626,0.9030006598120462,0.7120186047538201,0.20156262067252884,0.48396814433417235,0.3910988173201759,1.8256897019792548,0.5216706299243221,0.7916204774851546,0.2909405411542312,0.5933323743525437,0.6141357114213203,1.0463269364628982,0.40754576057200753,0.45368301648581966,-0.15109119859653575,0.9005690494315741,0.01569614902398797,1.010939141050558,-0.16678734762052372,0.3910988173201759,0.6141357114213203,0.3910988173201759,No strong response,No strong response,99
L-Isoleucine | row_298,L-Isoleucine,0.9153749603489375,0.9299127514184974,0.7274577529752889,0.7590487852396022,1.027369171121854,1.0236676636634756,0.9652974885104806,0.9687879336814145,0.03895468763834131,0.03374741670007353,-0.050954469544826964,-0.04574719860655918,0.8649517633805639,0.882629052193828,0.6149483971125853,0.6480861450244908,0.9768883070465864,0.9415026147714229,0.718658550273987,0.0008749745781281084,0.005614973659103324,0.1360570035259106,0.9839263748135516,0.9612316413012719,0.8379490660501021,0.04751565058772133,0.9855961039112859,0.9876886646414585,0.03374741670007353,1.0236676636634756,-0.050954469544826964,0.9652974885104806,0.08470188624490049,0.718658550273987,0.8379490660501021,0.718658550273987,No strong response,No strong response,99
Cytidine 5'-diphosphate | row_299,Cytidine 5'-diphosphate,0.6485374225419337,0.9187065442840572,0.31567301069922843,0.8909163365352706,0.9006898969536158,1.0273228488993569,1.1183436831583555,0.9804910479911909,-0.15089761607874763,0.038889637655142195,0.16136361733363813,-0.028423636400251695,0.47128884731331194,0.8570643434282617,0.1538237128407257,0.8248526251396466,0.4427906988242355,0.3928551612476231,0.5976882839048518,0.6299362258509693,0.7855832681281149,0.2938466318907764,0.5456846210053242,0.5080209208462414,0.787048897411464,0.5697887086232472,0.6454813407804949,0.6785460865220347,0.038889637655142195,1.0273228488993569,0.16136361733363813,1.1183436831583555,-0.12247397967849594,0.5976882839048518,0.787048897411464,0.5976882839048518,No strong response,No strong response,99
2-Hydroxystearate;12-Hydroxystearic acid,2-Hydroxystearate;12-Hydroxystearic acid,0.8435132151810132,0.17609940204170382,0.5295132920559883,0.8958755842555983,1.1453017498257874,0.8106456511622246,0.6939485073391289,0.98042891934968,0.19572775170576762,-0.30285667246231895,-0.527099479580361,-0.028515055412274393,0.730142870323448,0.07984167804433182,0.3810747774909873,0.8351382565094561,0.7597338175684547,0.14637974435136983,0.6821863322989108,0.0979013903945692,2.4119075492511257,0.17607082640402413,0.8358842934552695,0.23420759096219174,0.8285032041973338,0.8952932553499203,0.4717430533409577,0.5154229656873427,-0.30285667246231895,0.8106456511622246,-0.527099479580361,0.6939485073391289,0.224242807118042,0.6821863322989108,0.8285032041973338,0.6821863322989108,No strong response,No strong response,99
Glycolate,Glycolate,0.08671830206905566,0.4401635003995729,0.07651032321246644,0.5860099247219599,1.1581114870395697,1.0515154339117503,0.88208907138487,0.971509740339789,0.21177414284100493,0.07247002578489159,-0.1810037516249139,-0.04169963456880055,0.018046251603913967,0.28909043458446526,0.012967851391943463,0.45564754740033747,0.05084595112364122,0.19142875482746496,0.007175734110253255,4.706462689881386,1.9166622819759243,10.453993992840466,0.1012628224909648,0.2895973470466778,0.05291506813818187,5.69237298823307,0.01163895810766231,0.022607358958093047,0.07247002578489159,1.0515154339117503,-0.1810037516249139,0.88208907138487,0.2534737774098055,0.007175734110253255,0.05291506813818187,0.007175734110253255,No strong response,No strong response,99
L-Tyrosine | row_302,L-Tyrosine,0.9799774567573106,0.35020645480019846,0.163193276192155,0.9770940331631085,0.9957176885394083,0.8080698789265116,0.8071641286754118,0.9946016074059087,-0.006191335603247694,-0.30744803752712,-0.3090660340853404,-0.007809332161468063,0.9612914459293112,0.2077495918306262,0.05213866596450517,0.9708581936675011,0.9531178102194924,0.02143414807229042,0.9945785499860476,0.003603922844236358,6.98817821490427,4.8131918394050774e-05,0.9758603176216929,0.05109554489960141,0.9961002872277799,2.330610089889011,0.12592501405726642,0.16790001874302188,-0.30744803752712,0.8080698789265116,-0.3090660340853404,0.8071641286754118,0.0016179965582203693,0.9945785499860476,0.9961002872277799,0.9945785499860476,No strong response,No strong response,99
Histidine,Histidine,0.4314210079525798,0.4271024009825382,0.6235099396964574,0.812014949051136,1.243886357954493,1.2217639726554783,0.9515915447788635,0.9688219389237553,0.3148546861883119,0.2889656040038595,-0.07158564191350791,-0.04569655972905551,0.23399105516072125,0.27508290232773647,0.4860681222515869,0.7173945630388214,0.2980037361593253,0.3968563935537472,0.17069803868872213,1.1835431412910302,0.7719836761104636,2.123748577757264,0.4041889754804642,0.5103984135078166,0.39601259733462457,1.359758465052935,0.30189825538873954,0.35271281322644815,0.2889656040038595,1.2217639726554783,-0.07158564191350791,0.9515915447788635,0.3605512459173674,0.17069803868872213,0.39601259733462457,0.17069803868872213,No strong response,No strong response,99
N-Acetyl-L-glutamic acid | row_304,N-Acetyl-L-glutamic acid,0.18287816933565113,0.04952938451381073,0.163193276192155,0.8450586951468777,0.7980064315598524,0.6837003981437921,0.8308170269077285,0.969719094389593,-0.32552772094335936,-0.54856382942857,-0.26739731156033386,-0.04436120307512326,0.058118062288872174,0.012382346128452683,0.052422569528023676,0.7566961946968507,0.07460168575858345,0.0010189566075841457,0.1635496473312094,3.8122648548737383,18.551514263605554,2.202762204660975,0.13287545538887316,0.003974772882476998,0.39385425275679004,8.188847107713418,0.0031041979467343003,0.007325907154292949,-0.54856382942857,0.6837003981437921,-0.26739731156033386,0.8308170269077285,-0.2811665178682361,0.1635496473312094,0.39385425275679004,0.1635496473312094,No strong response,No strong response,99
Pterin | row_305,Pterin,0.8158393359211933,0.7142319196738165,0.2914539211583267,0.676400970248704,1.0420821790075916,0.9478473363965974,0.8800852753934766,0.9675832238777209,0.0594690535970166,-0.07727338255652683,-0.18428477519788444,-0.04754233904434102,0.6817355007682123,0.5674512073679686,0.12843732118841514,0.5574575792939531,0.9404075727213834,0.11994598290278301,0.5063950308100459,0.00582760725806302,2.8027551853215056,0.46914669053308156,0.9649399441836805,0.20297550473897827,0.7287148004339684,1.092576494370884,0.38975144361777375,0.4380063842561648,-0.07727338255652683,0.9478473363965974,-0.18428477519788444,0.8800852753934766,0.10701139264135762,0.5063950308100459,0.7287148004339684,0.5063950308100459,No strong response,No strong response,99
Nervonic acid,Nervonic acid,0.06486251605263546,0.2902012665053899,0.13870372002776588,0.812014949051136,1.5845388011494994,1.2013693874411866,0.7277912793091211,0.959915853740689,0.6640629879249929,0.2646798075740975,-0.45840333056249705,-0.059020150211601674,0.010443964449153166,0.1580121302794178,0.03888819941576754,0.7164216354995518,0.025768704877369132,0.4312793591964672,0.010277636738682781,6.469737736150941,0.6632528796146766,9.240402645954642,0.05736668270713249,0.5428369534419534,0.06645266494052428,5.4577977539068785,0.013389405316680833,0.025380720118366878,0.2646798075740975,1.2013693874411866,-0.45840333056249705,0.7277912793091211,0.7230831381365945,0.010277636738682781,0.06645266494052428,0.010277636738682781,No strong response,No strong response,99
Cholestenone,Cholestenone,0.5568872969691949,0.43224083376590605,0.3533408417769029,0.7743546596335987,0.911656437919541,1.0937282162346587,1.1537442752776146,0.961681687147756,-0.13343785459056967,0.12925428309975828,0.20632348943197165,-0.0563686482583563,0.35631348238283234,0.2802239303651849,0.20513223838855688,0.6660762538373752,0.3157391416415166,0.08891785564528822,0.6782747586634525,1.0961704210041514,3.426433267531853,0.1807247685368775,0.42337748538294273,0.1626714258316901,0.8285032041973338,1.567776152357589,0.2484101871843786,0.300640021412889,0.12925428309975828,1.0937282162346587,0.20632348943197165,1.1537442752776146,-0.07706920633221337,0.6782747586634525,0.8285032041973338,0.6782747586634525,No strong response,No strong response,99
Anthranilate,Anthranilate,0.24404752697345716,0.02776034904131341,0.028740093929804894,0.8473027726924974,0.8220257179789147,0.5990718447522967,0.7060366499420981,0.9687991334796506,-0.28274456397282677,-0.7391990637390862,-0.5021850200065678,-0.04573052024030844,0.08789847369806719,0.004691819178404645,0.002448680711449676,0.762185275300542,0.11930002495543429,3.723473296974398e-05,0.24945262559632314,2.8136226514566376,40.1858660259389,1.4649039370062593,0.19417107509987924,0.0002978778637579518,0.49059016367276886,14.821464204800549,0.0002443280175475752,0.0008870986483265807,-0.7391990637390862,0.5990718447522967,-0.5021850200065678,0.7060366499420981,-0.23701404373251833,0.24945262559632314,0.49059016367276886,0.24945262559632314,No strong response,No strong response,99
Pterin | row_309,Pterin,0.11519267388737771,0.1709332075799951,0.316675828009483,0.6771626611878356,1.3905336300247872,1.2203015548320586,0.8356405736670383,0.9522124393729369,0.4756386366538763,0.28723770344589994,-0.2590455522105124,-0.07064461900253605,0.028283180537162323,0.07605079150804867,0.15565422054703404,0.5595199954729998,0.06474644751269842,0.8897891818452665,0.01784172591269485,4.134469762569772,0.020034524384934624,7.522433927236884,0.1219033589917409,0.925067167028559,0.09055155516980612,3.8923127380639797,0.03732561364089028,0.0607506539258628,0.28723770344589994,1.2203015548320586,-0.2590455522105124,0.8356405736670383,0.5462832556564123,0.01784172591269485,0.09055155516980612,0.01784172591269485,No strong response,No strong response,99
L-Phenylalanine | row_310,L-Phenylalanine,0.9948629902976354,0.8716067375654017,0.3855514372738861,0.5989427026441373,0.9981216362446202,0.9694600108388614,0.9269962538936567,0.9544024584658821,-0.002712454361120109,-0.044746704914569335,-0.109364586133605,-0.06733033558015578,0.9864319480069774,0.7846591829768459,0.23264207383767996,0.47355140957661235,0.6920747184627813,0.3895546448073739,0.7147004989558208,0.16462510672671837,0.7969629167383433,0.14011177138484143,0.7759127484903392,0.5051367921678035,0.8379490660501021,0.3672332649499705,0.7780015697444886,0.798297262868258,-0.044746704914569335,0.9694600108388614,-0.109364586133605,0.9269962538936567,0.06461788121903567,0.7147004989558208,0.8379490660501021,0.7147004989558208,No strong response,No strong response,99
