sample_id,bin_id,sample_bin_id,cell_count,bin_start,bin_end,bin_midpoint,dose,dose_mg,initial_ploidy,n_cells,mean_pseudotime,n_endpoint_ploidy_cells,sample_mean_endpoint_ploidy,sample_median_endpoint_ploidy,sample_max_endpoint_ploidy,sample_mean_endpoint_ploidy_scaled,ETP_fixed_threshold_2_25_group,ETP_boundary_stress_threshold_2_375_group,ETP_reference_balanced_threshold_2_24_group,retained_for_model,exclusion_reason,library_size
4N-A5-RR,19,4N-A5-RR__bin19,1,0.9,0.9500000000000001,0.925,0mg/kg,0,4N,137,0.5157212725956078,393,2.2136453794185855,2.219767465142718,2.3221240296636,-0.08498815589458172,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,173993
4N-A5-RR,20,4N-A5-RR__bin20,0,0.9500000000000001,1,0.9750000000000001,0mg/kg,0,4N,137,0.5157212725956078,393,2.2136453794185855,2.219767465142718,2.3221240296636,-0.08498815589458172,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,0
4N-A8-RL,1,4N-A8-RL__bin01,10,0,0.05,0.025,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,1439971
4N-A8-RL,2,4N-A8-RL__bin02,31,0.05,0.1,0.07500000000000001,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,4428487
4N-A8-RL,3,4N-A8-RL__bin03,24,0.1,0.15000000000000002,0.125,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,3110593
4N-A8-RL,4,4N-A8-RL__bin04,28,0.15000000000000002,0.2,0.17500000000000002,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,3002966
4N-A8-RL,5,4N-A8-RL__bin05,33,0.2,0.25,0.225,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,3510245
4N-A8-RL,6,4N-A8-RL__bin06,11,0.25,0.30000000000000004,0.275,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,972110
4N-A8-RL,7,4N-A8-RL__bin07,16,0.30000000000000004,0.35000000000000003,0.32500000000000007,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,1415447
4N-A8-RL,8,4N-A8-RL__bin08,20,0.35000000000000003,0.4,0.375,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,1447546
4N-A8-RL,9,4N-A8-RL__bin09,19,0.4,0.45,0.42500000000000004,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,920393
4N-A8-RL,10,4N-A8-RL__bin10,14,0.45,0.5,0.475,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,1143229
4N-A8-RL,11,4N-A8-RL__bin11,25,0.5,0.55,0.525,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,2386621
4N-A8-RL,12,4N-A8-RL__bin12,30,0.55,0.6000000000000001,0.5750000000000001,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,3272071
4N-A8-RL,13,4N-A8-RL__bin13,16,0.6000000000000001,0.65,0.625,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,2581826
4N-A8-RL,14,4N-A8-RL__bin14,31,0.65,0.7000000000000001,0.675,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,3485040
4N-A8-RL,15,4N-A8-RL__bin15,37,0.7000000000000001,0.75,0.7250000000000001,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,4958231
4N-A8-RL,16,4N-A8-RL__bin16,42,0.75,0.8,0.775,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,6328531
4N-A8-RL,17,4N-A8-RL__bin17,37,0.8,0.8500000000000001,0.8250000000000001,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,4612907
4N-A8-RL,18,4N-A8-RL__bin18,28,0.8500000000000001,0.9,0.875,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,TRUE,,3027301
4N-A8-RL,19,4N-A8-RL__bin19,3,0.9,0.9500000000000001,0.925,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,285215
4N-A8-RL,20,4N-A8-RL__bin20,1,0.9500000000000001,1,0.9750000000000001,120mg/kg,120,4N,456,0.5002319026133863,1832,2.2682097667473706,2.284466283455682,2.4554504716455776,0.2613978165092909,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,123095
4N-A8-RR,1,4N-A8-RR__bin01,2,0,0.05,0.025,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,391265
4N-A8-RR,2,4N-A8-RR__bin02,6,0.05,0.1,0.07500000000000001,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,TRUE,,561956
4N-A8-RR,3,4N-A8-RR__bin03,4,0.1,0.15000000000000002,0.125,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,164525
4N-A8-RR,4,4N-A8-RR__bin04,6,0.15000000000000002,0.2,0.17500000000000002,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,TRUE,,142425
4N-A8-RR,5,4N-A8-RR__bin05,3,0.2,0.25,0.225,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,145901
4N-A8-RR,6,4N-A8-RR__bin06,5,0.25,0.30000000000000004,0.275,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,TRUE,,110702
4N-A8-RR,7,4N-A8-RR__bin07,3,0.30000000000000004,0.35000000000000003,0.32500000000000007,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,2139
4N-A8-RR,8,4N-A8-RR__bin08,4,0.35000000000000003,0.4,0.375,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,21700
4N-A8-RR,9,4N-A8-RR__bin09,5,0.4,0.45,0.42500000000000004,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,TRUE,,157450
4N-A8-RR,10,4N-A8-RR__bin10,5,0.45,0.5,0.475,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,TRUE,,167898
4N-A8-RR,11,4N-A8-RR__bin11,6,0.5,0.55,0.525,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,TRUE,,359672
4N-A8-RR,12,4N-A8-RR__bin12,8,0.55,0.6000000000000001,0.5750000000000001,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,TRUE,,654333
4N-A8-RR,13,4N-A8-RR__bin13,2,0.6000000000000001,0.65,0.625,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,352673
4N-A8-RR,14,4N-A8-RR__bin14,7,0.65,0.7000000000000001,0.675,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,TRUE,,524961
4N-A8-RR,15,4N-A8-RR__bin15,10,0.7000000000000001,0.75,0.7250000000000001,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,TRUE,,906031
4N-A8-RR,16,4N-A8-RR__bin16,6,0.75,0.8,0.775,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,TRUE,,447212
4N-A8-RR,17,4N-A8-RR__bin17,2,0.8,0.8500000000000001,0.8250000000000001,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,90715
4N-A8-RR,18,4N-A8-RR__bin18,4,0.8500000000000001,0.9,0.875,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,681385
4N-A8-RR,19,4N-A8-RR__bin19,0,0.9,0.9500000000000001,0.925,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,0
4N-A8-RR,20,4N-A8-RR__bin20,0,0.9500000000000001,1,0.9750000000000001,120mg/kg,120,4N,88,0.47501950564963585,247,2.2274665012056407,2.242539711738073,2.335364749723203,0.0027511727095145275,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,0
A5-4N-L,1,A5-4N-L__bin01,6,0,0.05,0.025,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,829284
A5-4N-L,2,A5-4N-L__bin02,10,0.05,0.1,0.07500000000000001,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,976922
A5-4N-L,3,A5-4N-L__bin03,2,0.1,0.15000000000000002,0.125,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,448676
A5-4N-L,4,A5-4N-L__bin04,3,0.15000000000000002,0.2,0.17500000000000002,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,809204
A5-4N-L,5,A5-4N-L__bin05,3,0.2,0.25,0.225,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,142410
A5-4N-L,6,A5-4N-L__bin06,6,0.25,0.30000000000000004,0.275,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,557963
A5-4N-L,7,A5-4N-L__bin07,3,0.30000000000000004,0.35000000000000003,0.32500000000000007,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,4585
A5-4N-L,8,A5-4N-L__bin08,5,0.35000000000000003,0.4,0.375,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,293443
A5-4N-L,9,A5-4N-L__bin09,5,0.4,0.45,0.42500000000000004,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,157302
A5-4N-L,10,A5-4N-L__bin10,6,0.45,0.5,0.475,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,229797
A5-4N-L,11,A5-4N-L__bin11,11,0.5,0.55,0.525,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,816206
A5-4N-L,12,A5-4N-L__bin12,6,0.55,0.6000000000000001,0.5750000000000001,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,639150
A5-4N-L,13,A5-4N-L__bin13,6,0.6000000000000001,0.65,0.625,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,716691
A5-4N-L,14,A5-4N-L__bin14,10,0.65,0.7000000000000001,0.675,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,1068322
A5-4N-L,15,A5-4N-L__bin15,8,0.7000000000000001,0.75,0.7250000000000001,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,799080
A5-4N-L,16,A5-4N-L__bin16,11,0.75,0.8,0.775,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,2256231
A5-4N-L,17,A5-4N-L__bin17,5,0.8,0.8500000000000001,0.8250000000000001,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,855645
A5-4N-L,18,A5-4N-L__bin18,13,0.8500000000000001,0.9,0.875,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,2321920
A5-4N-L,19,A5-4N-L__bin19,5,0.9,0.9500000000000001,0.925,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,TRUE,,685303
A5-4N-L,20,A5-4N-L__bin20,0,0.9500000000000001,1,0.9750000000000001,0mg/kg,0,4N,124,0.5322219556753317,385,2.3189726134931448,2.331517859142444,2.3898000044380385,0.5836508260789164,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,0
A5-4N-R,1,A5-4N-R__bin01,6,0,0.05,0.025,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,TRUE,,1070624
A5-4N-R,2,A5-4N-R__bin02,5,0.05,0.1,0.07500000000000001,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,TRUE,,796355
A5-4N-R,3,A5-4N-R__bin03,4,0.1,0.15000000000000002,0.125,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,613810
A5-4N-R,4,A5-4N-R__bin04,6,0.15000000000000002,0.2,0.17500000000000002,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,TRUE,,1037757
A5-4N-R,5,A5-4N-R__bin05,8,0.2,0.25,0.225,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,TRUE,,867447
A5-4N-R,6,A5-4N-R__bin06,1,0.25,0.30000000000000004,0.275,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,117938
A5-4N-R,7,A5-4N-R__bin07,7,0.30000000000000004,0.35000000000000003,0.32500000000000007,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,TRUE,,537700
A5-4N-R,8,A5-4N-R__bin08,4,0.35000000000000003,0.4,0.375,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,214016
A5-4N-R,9,A5-4N-R__bin09,2,0.4,0.45,0.42500000000000004,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,99622
A5-4N-R,10,A5-4N-R__bin10,3,0.45,0.5,0.475,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,238656
A5-4N-R,11,A5-4N-R__bin11,2,0.5,0.55,0.525,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,180054
A5-4N-R,12,A5-4N-R__bin12,5,0.55,0.6000000000000001,0.5750000000000001,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,TRUE,,1086937
A5-4N-R,13,A5-4N-R__bin13,2,0.6000000000000001,0.65,0.625,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,248619
A5-4N-R,14,A5-4N-R__bin14,7,0.65,0.7000000000000001,0.675,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,TRUE,,1210564
A5-4N-R,15,A5-4N-R__bin15,9,0.7000000000000001,0.75,0.7250000000000001,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,TRUE,,1517126
A5-4N-R,16,A5-4N-R__bin16,6,0.75,0.8,0.775,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,TRUE,,878867
A5-4N-R,17,A5-4N-R__bin17,14,0.8,0.8500000000000001,0.8250000000000001,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,TRUE,,2479460
A5-4N-R,18,A5-4N-R__bin18,8,0.8500000000000001,0.9,0.875,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,TRUE,,2096347
A5-4N-R,19,A5-4N-R__bin19,0,0.9,0.9500000000000001,0.925,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,0
A5-4N-R,20,A5-4N-R__bin20,0,0.9500000000000001,1,0.9750000000000001,0mg/kg,0,4N,99,0.5033942971077529,358,2.292313961866378,2.3016178160985135,2.400931426265174,0.41441621319722455,ETP-higher,ETP-lower,ETP-higher,FALSE,cell_count<5,0
A6-4N-O,1,A6-4N-O__bin01,2,0,0.05,0.025,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,468174
A6-4N-O,2,A6-4N-O__bin02,4,0.05,0.1,0.07500000000000001,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,750794
A6-4N-O,3,A6-4N-O__bin03,3,0.1,0.15000000000000002,0.125,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,473863
A6-4N-O,4,A6-4N-O__bin04,3,0.15000000000000002,0.2,0.17500000000000002,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,146894
A6-4N-O,5,A6-4N-O__bin05,2,0.2,0.25,0.225,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,234296
A6-4N-O,6,A6-4N-O__bin06,5,0.25,0.30000000000000004,0.275,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,TRUE,,366378
A6-4N-O,7,A6-4N-O__bin07,2,0.30000000000000004,0.35000000000000003,0.32500000000000007,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,6787
A6-4N-O,8,A6-4N-O__bin08,3,0.35000000000000003,0.4,0.375,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,5873
A6-4N-O,9,A6-4N-O__bin09,3,0.4,0.45,0.42500000000000004,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,593362
A6-4N-O,10,A6-4N-O__bin10,2,0.45,0.5,0.475,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,8102
A6-4N-O,11,A6-4N-O__bin11,3,0.5,0.55,0.525,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,26705
A6-4N-O,12,A6-4N-O__bin12,0,0.55,0.6000000000000001,0.5750000000000001,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,0
A6-4N-O,13,A6-4N-O__bin13,2,0.6000000000000001,0.65,0.625,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,221723
A6-4N-O,14,A6-4N-O__bin14,6,0.65,0.7000000000000001,0.675,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,TRUE,,1289867
A6-4N-O,15,A6-4N-O__bin15,5,0.7000000000000001,0.75,0.7250000000000001,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,TRUE,,556000
A6-4N-O,16,A6-4N-O__bin16,6,0.75,0.8,0.775,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,TRUE,,1019018
A6-4N-O,17,A6-4N-O__bin17,3,0.8,0.8500000000000001,0.8250000000000001,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,315982
A6-4N-O,18,A6-4N-O__bin18,6,0.8500000000000001,0.9,0.875,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,TRUE,,571626
A6-4N-O,19,A6-4N-O__bin19,0,0.9,0.9500000000000001,0.925,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,0
A6-4N-O,20,A6-4N-O__bin20,0,0.9500000000000001,1,0.9750000000000001,30mg/kg,30,4N,60,0.49985921792686006,189,2.406908612383253,2.423947062296184,2.543924404503578,1.1418866640681966,ETP-higher,ETP-higher,ETP-higher,FALSE,cell_count<5,0
